slug,variant_id,sku,processor,memory,display,storage,color,short_description.en_US,long_description.en_US,short_description.de_DE,long_description.de_DE,license,
151_fujitsu_u745,1,29853938,"Intel Core i5-5xxx 2,2 GHz",8 GB,14'',256 GB,Silver,"Fujitsu LIFEBOOK U745, i5-5200U, 5 - 35 °C, 20 - 85%, Touchpad, Windows 7 Professional, Lithium Polymer (LiPo)","Fujitsu LIFEBOOK U745. Product type: Ultrabook, Colour of product: Black, Silver, Form factor: Clamshell. Processor frequency: 2.2 GHz, Processor family: Intel Core i5-5xxx, Processor model: i5-5200U. Internal memory: 8 GB, Internal memory type: DDR3L-SDRAM, Memory clock speed: 1600 MHz. Total storage capacity: 256 GB, Storage media: SSD, Solid-state drive capacity: 256 GB. Display diagonal: 35.6 cm (14""), Display resolution: 1920 x 1080 pixels, HD type: Full HD","Fujitsu LIFEBOOK U745, i5-5200U, 5 - 35 °C, 20 - 85%, Touchpad, Windows 7 Professional, Lithium Polymer (LiPo)","Fujitsu LIFEBOOK U745. Produkttyp: Ultrabook, Produktfarbe: Schwarz, Silber, Formfaktor: Klappgehäuse. Prozessor-Taktfrequenz: 2,2 GHz, Prozessorfamilie: Intel Core i5-5xxx, Prozessor: i5-5200U. RAM-Speicher: 8 GB, Interner Speichertyp: DDR3L-SDRAM, Speichertaktfrequenz: 1600 MHz. Gesamtspeicherkapazität: 256 GB, Speichermedien: SSD, SSD Speicherkapazität: 256 GB. Bildschirmdiagonale: 35,6 cm (14""), Bildschirmauflösung: 1920 x 1080 Pixel, HD-Typ: Full HD","The CSV icecat_notebooks.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_hp_1012-g1,1,30375360,,,,,,,,,,"The CSV icecat_notebooks.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_hp_11-g4,1,28548759,"Intel Celeron 1,6 GHz",4 GB,11.6'',256 GB,Black,"HP Chromebook 11 G4, N2840, 5 - 35 °C, -15 - 60 °C, 10 - 80%, 10 - 90%, 0 - 120078.7"" (0 - 3050 m)","HP Chromebook 11 G4. Product type: Chromebook, Color of product: Black, Form factor: Clamshell. Processor frequency: 2.16 GHz, Processor family: Intel Celeron, Processor: N2840. Internal memory: 4 GB, Internal memory type: DDR3L-SDRAM, Memory clock speed: 1600 MHz. Total storage capacity: 16 GB, Storage media: SSD, Hard drive capacity: 0 GB. Display diagonal: 11.6"", Display resolution: 1366 x 768 pixels, Display surface: Matt","HP Chromebook 11 G4, N2840, 5 - 35 °C, -15 - 60 °C, 10 - 80%, 10 - 90%, 0 - 3050 m","HP Chromebook 11 G4. Produkttyp: Chromebook, Produktfarbe: Schwarz, Formfaktor: Klappgehäuse. Prozessor-Taktfrequenz: 2,16 GHz, Prozessorfamilie: Intel Celeron, Prozessor: N2840. RAM-Speicher: 4 GB, Interner Speichertyp: DDR3L-SDRAM, Speichertaktfrequenz: 1600 MHz. Gesamtspeicherkapazität: 16 GB, Speichermedien: SSD, Festplattenkapazität: 0 GB. Bildschirmdiagonale: 29,5 cm (11.6""), Bildschirmauflösung: 1366 x 768 Pixel, Display-Oberfläche: Matt","The CSV icecat_notebooks.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_hp_250-g4,1,28463875,"Intel Core i5-5xxx 2,2 GHz",4 GB,15.6'',500 GB,Black,"HP 200 250 G4, i5-5200U, DVD Super Multi DL, Windows 7 Professional, Lithium-Ion (Li-Ion), 64-bit, Windows 8.1 Pro","HP 200 250 G4. Product type: Notebook, Colour of product: Black, Form factor: Clamshell. Processor frequency: 2.2 GHz, Processor family: Intel Core i5-5xxx, Processor model: i5-5200U. Internal memory: 4 GB, Internal memory type: DDR3L-SDRAM, Memory clock speed: 1600 MHz. Total storage capacity: 500 GB, Storage media: HDD, Hard drive capacity: 500 GB. Display diagonal: 39.6 cm (15.6""), Display resolution: 1366 x 768 pixels","HP 200 250 G4, i5-5200U, DVD Super Multi DL, Windows 7 Professional, Lithium-Ion (Li-Ion), 64-bit, Windows 8.1 Pro","HP 200 250 G4. Produkttyp: Notebook, Produktfarbe: Schwarz, Formfaktor: Klappgehäuse. Prozessor-Taktfrequenz: 2,2 GHz, Prozessorfamilie: Intel Core i5-5xxx, Prozessor: i5-5200U. RAM-Speicher: 4 GB, Interner Speichertyp: DDR3L-SDRAM, Speichertaktfrequenz: 1600 MHz. Gesamtspeicherkapazität: 500 GB, Speichermedien: Festplatte, Festplattenkapazität: 500 GB. Bildschirmdiagonale: 39,6 cm (15.6""), Bildschirmauflösung: 1366 x 768 Pixel","The CSV icecat_notebooks.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_hp_255-g4,1,29406168,"AMD E 1,4 GHz",4 GB,15.6'',500 GB,Grey,"HP 200 255 G4, E1-6015, DVD Super Multi DL, Touchpad, Windows 10 Home, Lithium-Ion (Li-Ion), 64-bit","HP 200 255 G4. Product type: Notebook, Colour of product: Black, Grey, Form factor: Clamshell. Processor frequency: 1.4 GHz, Processor family: AMD E, Processor model: E1-6015. Internal memory: 4 GB, Internal memory type: DDR3L-SDRAM, Memory clock speed: 1600 MHz. Total storage capacity: 500 GB, Storage media: HDD, Hard drive capacity: 500 GB. Display diagonal: 39.6 cm (15.6""), Display resolution: 1366 x 768 pixels, Display surface: Matt","HP 200 255 G4, E1-6015, DVD Super Multi DL, Touchpad, Windows 10 Home, Lithium-Ion (Li-Ion), 64-bit","HP 200 255 G4. Produkttyp: Notebook, Produktfarbe: Schwarz, Grau, Formfaktor: Klappgehäuse. Prozessor-Taktfrequenz: 1,4 GHz, Prozessorfamilie: AMD E, Prozessor: E1-6015. RAM-Speicher: 4 GB, Interner Speichertyp: DDR3L-SDRAM, Speichertaktfrequenz: 1600 MHz. Gesamtspeicherkapazität: 500 GB, Speichermedien: Festplatte, Festplattenkapazität: 500 GB. Bildschirmdiagonale: 39,6 cm (15.6""), Bildschirmauflösung: 1366 x 768 Pixel, Display-Oberfläche: Matt","The CSV icecat_notebooks.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_hp_g3,1,29750512,"AMD A 2,2 GHz",4 GB,15.6'',500 GB,Grey,"HP ProBook G3, A8-7410, DVD Super Multi DL, Touchpad, Windows 10 Pro, Lithium-Ion (Li-Ion), 64-bit","HP ProBook G3. Product type: Notebook, Colour of product: Black, Grey, Form factor: Clamshell. Processor frequency: 2.2 GHz, Processor family: AMD A, Processor model: A8-7410. Internal memory: 4 GB, Internal memory type: DDR3L-RS-SDRAM, Memory clock speed: 1600 MHz. Total storage capacity: 500 GB, Storage media: HDD, Hard drive capacity: 500 GB. Display diagonal: 39.6 cm (15.6""), Display resolution: 1366 x 768 pixels, Display surface: Matt","HP ProBook G3, A8-7410, DVD Super Multi DL, Touchpad, Windows 10 Pro, Lithium-Ion (Li-Ion), 64-bit","HP ProBook G3. Produkttyp: Notebook, Produktfarbe: Schwarz, Grau, Formfaktor: Klappgehäuse. Prozessor-Taktfrequenz: 2,2 GHz, Prozessorfamilie: AMD A, Prozessor: A8-7410. RAM-Speicher: 4 GB, Interner Speichertyp: DDR3L-RS-SDRAM, Speichertaktfrequenz: 1600 MHz. Gesamtspeicherkapazität: 500 GB, Speichermedien: Festplatte, Festplattenkapazität: 500 GB. Bildschirmdiagonale: 39,6 cm (15.6""), Bildschirmauflösung: 1366 x 768 Pixel, Display-Oberfläche: Matt","The CSV icecat_notebooks.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_lenovo_b70-80,1,27104941,Intel Core i5-5xxx 2.2 GHz,4 GB,17.3'',500 GB,Black,"Lenovo Essential B70-80, i5-5200U, DVD±RW, Touchpad, Windows 7 Professional, Lithium-Ion (Li-Ion),","Lenovo Essential B70-80. Product type: Notebook, Colour of product: Black, Form factor: Clamshell. Processor frequency: 2.2 GHz, Processor family: Intel Core i5-5xxx, Processor model: i5-5200U. Internal memory: 4 GB, Internal memory type: DDR3L-SDRAM, Memory clock speed: 1600 MHz. Total storage capacity: 500 GB, Storage media: HDD, Hard drive capacity: 500 GB. Display diagonal: 43.9 cm (17.3""), Display resolution: 1600 x 900 pixels,","Lenovo Essential B70-80, i5-5200U, DVD±RW, Touchpad, Windows 7 Professional, Lithium-Ion (Li-Ion), 64-bit","Lenovo Essential B70-80. Produkttyp: Notebook, Produktfarbe: Schwarz, Formfaktor: Klappgehäuse. Prozessor-Taktfrequenz: 2,2 GHz, Prozessorfamilie: Intel Core i5-5xxx, Prozessor: i5-5200U. RAM-Speicher: 4 GB, Interner Speichertyp: DDR3L-SDRAM, Speichertaktfrequenz: 1600 MHz. Gesamtspeicherkapazität: 500 GB, Speichermedien: Festplatte, Festplattenkapazität: 500 GB. Bildschirmdiagonale: 43,9 cm (17.3""), Bildschirmauflösung: 1600 x 900 Pixel, Seitenverhältnis: 16:9","The CSV icecat_notebooks.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_lenovo_g50-80,1,29376694,"Intel Core i3-4xxx 1,7 GHz",4 GB,15.6'',1000 GB,Black,"Lenovo Essential G50-80, i3-4005U, DVD±RW, Touchpad, Windows 10 Home, Lithium-Ion (Li-Ion)","Lenovo Essential G50-80. Product type: Notebook, Colour of product: Black, Form factor: Clamshell. Processor frequency: 1.7 GHz, Processor family: Intel Core i3-4xxx, Processor model: i3-4005U. Internal memory: 4 GB, Internal memory type: DDR3L-SDRAM, Memory clock speed: 1600 MHz. Total storage capacity: 1000 GB, Storage media: HDD, Hard drive capacity: 1000 GB. Display diagonal: 39.6 cm (15.6""), Display resolution: 1366 x 768 pixels","Lenovo Essential G50-80, i3-4005U, DVD±RW, Touchpad, Windows 10 Home, Lithium-Ion (Li-Ion), Intel Core i3-4xxx","Lenovo Essential G50-80. Produkttyp: Notebook, Produktfarbe: Schwarz, Formfaktor: Klappgehäuse. Prozessor-Taktfrequenz: 1,7 GHz, Prozessorfamilie: Intel Core i3-4xxx, Prozessor: i3-4005U. RAM-Speicher: 4 GB, Interner Speichertyp: DDR3L-SDRAM, Speichertaktfrequenz: 1600 MHz. Gesamtspeicherkapazität: 1000 GB, Speichermedien: Festplatte, Festplattenkapazität: 1000 GB. Bildschirmdiagonale: 39,6 cm (15.6""), Bildschirmauflösung: 1366 x 768 Pixel, Seitenverhältnis: 16:9","The CSV icecat_notebooks.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_lenovo_n21,1,26058615,"Intel Celeron 2,16 GHz",2 GB,11.6'',128 GB,Black,"Lenovo N21, N2840, Touchpad, Chrome OS, Polymer, Intel Celeron, 802.11a, 802.11ac, 802.11b, 802.11g","Lenovo N21. Product type: Chromebook, Colour of product: Black, Form factor: Clamshell. Processor frequency: 2.16 GHz, Processor family: Intel Celeron, Processor model: N2840. Internal memory: 2 GB, Internal memory type: DDR3L-SDRAM, Maximum internal memory: 4 GB. Total storage capacity: 16 GB, Storage media: SSD, Solid-state drive capacity: 16 GB. Display diagonal: 29.5 cm (11.6""), Display resolution: 1366 x 768 pixels","Lenovo N21, N2840, Touchpad, Chrome OS, Polymer, Intel Celeron, 802.11a, 802.11ac, 802.11b, 802.11g, 802.11n","Lenovo N21. Produkttyp: Chromebook, Produktfarbe: Schwarz, Formfaktor: Klappgehäuse. Prozessor-Taktfrequenz: 2,16 GHz, Prozessorfamilie: Intel Celeron, Prozessor: N2840. RAM-Speicher: 2 GB, Interner Speichertyp: DDR3L-SDRAM, RAM-Speicher maximal: 4 GB. Gesamtspeicherkapazität: 16 GB, Speichermedien: SSD, SSD Speicherkapazität: 16 GB. Bildschirmdiagonale: 29,5 cm (11.6""), Bildschirmauflösung: 1366 x 768 Pixel","The CSV icecat_notebooks.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_lenovo_yoga-2-13,1,28467014,"Intel Core i3-4xxx 1,9 GHz",4 GB,13.3'',500 GB,Black,"Lenovo IdeaPad Yoga 2 13, i3-4030U, Touchpad, Windows 8.1, Lithium Polymer (LiPo), 64-bit,","Lenovo IdeaPad Yoga 2 13. Product type: Hybrid (2-in-1), Colour of product: Black, Form factor: Convertible (Folder). Processor frequency: 1.9 GHz, Processor family: Intel Core i3-4xxx, Processor model: i3-4030U. Internal memory: 4 GB, Internal memory type: DDR3L-SDRAM, Memory clock speed: 1600 MHz. Total storage capacity: 500 GB, Storage media: Hybrid-HDD, Hard drive interface: SATA. Display diagonal: 33.8 cm (13.3""), Display resolution: 1920 x 1080","Lenovo IdeaPad Yoga 2 13, i3-4030U, Touchpad, Windows 8.1, Lithium Polymer (LiPo), 64-bit, Intel Core i3-4xxx","Lenovo IdeaPad Yoga 2 13. Produkttyp: Hybrid (2-in-1), Produktfarbe: Schwarz, Formfaktor: Konvertierbar (Ordner). Prozessor-Taktfrequenz: 1,9 GHz, Prozessorfamilie: Intel Core i3-4xxx, Prozessor: i3-4030U. RAM-Speicher: 4 GB, Interner Speichertyp: DDR3L-SDRAM, Speichertaktfrequenz: 1600 MHz. Gesamtspeicherkapazität: 500 GB, Speichermedien: Hybrid-HDD, Festplatten-Schnittstelle: SATA. Bildschirmdiagonale: 33,8 cm (13.3""), Bildschirmauflösung: 1920 x 1080 Pixel, HD-Typ: Full HD","The CSV icecat_notebooks.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_lenovo_yoga-500-15,1,29755564,"Intel Core i3-4xxx 1,9 GHz",4 GB,15.6'',500 GB,Black,"Lenovo Yoga 500 15, i3-4030U, Touchpad, Windows 8.1, Lithium Polymer (LiPo), 64-bit, Intel Core i3-4xxx","Lenovo Yoga 500 15. Product type: Notebook, Colour of product: Black, Form factor: Convertible (Folder). Processor frequency: 1.9 GHz, Processor family: Intel Core i3-4xxx, Processor model: i3-4030U. Internal memory: 4 GB, Internal memory type: DDR3L-SDRAM, Memory clock speed: 1600 MHz. Total storage capacity: 500 GB, Storage media: HDD, Hard drive capacity: 500 GB. Display diagonal: 39.6 cm (15.6""), Display resolution: 1366 x 768 pixels","Lenovo Yoga 500 15, i3-4030U, Touchpad, Windows 8.1, Lithium Polymer (LiPo), 64-bit, Intel Core i3-4xxx","Lenovo Yoga 500 15. Produkttyp: Notebook, Produktfarbe: Schwarz, Formfaktor: Konvertierbar (Ordner). Prozessor-Taktfrequenz: 1,9 GHz, Prozessorfamilie: Intel Core i3-4xxx, Prozessor: i3-4030U. RAM-Speicher: 4 GB, Interner Speichertyp: DDR3L-SDRAM, Speichertaktfrequenz: 1600 MHz. Gesamtspeicherkapazität: 500 GB, Speichermedien: Festplatte, Festplattenkapazität: 500 GB. Bildschirmdiagonale: 39,6 cm (15.6""), Bildschirmauflösung: 1366 x 768 Pixel, Seitenverhältnis: 16:9","The CSV icecat_notebooks.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_toshiba_c55dt-b5153,1,26512671,AMD A 2 GHz,6 GB,15.6'',750 GB,Black,"Toshiba Satellite C55DT-B5153, A8-6410, 5 - 35 °C, 20 - 80%, 0 - 3000 m, 0 - 10000 m, DVD Super Mult","Toshiba Satellite C55DT-B5153. Product type: Notebook, Colour of product: Black, Form factor: Clamshell. Processor frequency: 2 GHz, Processor family: AMD A, Processor model: A8-6410. Internal memory: 6 GB, Internal memory type: DDR3L-SDRAM, Memory clock speed: 1600 MHz. Total storage capacity: 750 GB, Storage media: HDD, Hard drive capacity: 750 GB. Display diagonal: 39.6 cm (15.6""), Display resolution: 1366 x 768 pixels, Aspect ratio: 16:9","Toshiba Satellite C55DT-B5153, A8-6410, 5 - 35 °C, 20 - 80%, 0 - 3000 m, 0 - 10000 m, DVD Super Multi DL","Toshiba Satellite C55DT-B5153. Produkttyp: Notebook, Produktfarbe: Schwarz, Formfaktor: Klappgehäuse. Prozessor-Taktfrequenz: 2 GHz, Prozessorfamilie: AMD A, Prozessor: A8-6410. RAM-Speicher: 6 GB, Interner Speichertyp: DDR3L-SDRAM, Speichertaktfrequenz: 1600 MHz. Gesamtspeicherkapazität: 750 GB, Speichermedien: Festplatte, Festplattenkapazität: 750 GB. Bildschirmdiagonale: 39,6 cm (15.6""), Bildschirmauflösung: 1366 x 768 Pixel, Seitenverhältnis: 16:9","The CSV icecat_notebooks.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_toshiba_c70-c-1fv,1,30783507,Intel Core i3-5xxx 2 GHz,4 GB,17.3'',500 GB,Black,"Toshiba Satellite Pro C70-C-1FV, i3-5005U, DVD Super Multi DL, Touchpad, Windows 10 Home, Lithium-Ion (Li-Ion), 64-bit","Toshiba Satellite Pro C70-C-1FV. Product type: Notebook, Colour of product: Black, Form factor: Clamshell. Processor frequency: 2 GHz, Processor family: Intel Core i3-5xxx, Processor model: i3-5005U. Internal memory: 4 GB, Internal memory type: DDR3L-SDRAM, Memory clock speed: 1600 MHz. Total storage capacity: 500 GB, Storage media: HDD, Hard drive capacity: 500 GB. Display diagonal: 43.9 cm (17.3""), Display resolution: 1600 x 900 pixels, Display surface: Matt","Toshiba Satellite Pro C70-C-1FV, i3-5005U, DVD Super Multi DL, Touchpad, Windows 10 Home, Lithium-Ion (Li-Ion), 64-bit","Toshiba Satellite Pro C70-C-1FV. Produkttyp: Notebook, Produktfarbe: Schwarz, Formfaktor: Klappgehäuse. Prozessor-Taktfrequenz: 2 GHz, Prozessorfamilie: Intel Core i3-5xxx, Prozessor: i3-5005U. RAM-Speicher: 4 GB, Interner Speichertyp: DDR3L-SDRAM, Speichertaktfrequenz: 1600 MHz. Gesamtspeicherkapazität: 500 GB, Speichermedien: Festplatte, Festplattenkapazität: 500 GB. Bildschirmdiagonale: 43,9 cm (17.3""), Bildschirmauflösung: 1600 x 900 Pixel, Display-Oberfläche: Matt","The CSV icecat_notebooks.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_toshiba_c75d-c7232,1,27277017,AMD A 2 GHz,6 GB,17.3'',750 GB,Black,"Toshiba Satellite C75D-C7232, A6-7310, 5 - 35 °C, -20 - 60 °C, 20 - 90%, 5 - 95%, 0 - 3000 m","Toshiba Satellite C75D-C7232. Product type: Notebook, Colour of product: Black, Form factor: Clamshell. Processor frequency: 2 GHz, Processor family: AMD A, Processor model: A6-7310. Internal memory: 6 GB, Internal memory type: DDR3L-SDRAM, Memory clock speed: 1600 MHz. Total storage capacity: 750 GB, Storage media: HDD, Hard drive capacity: 750 GB. Display diagonal: 43.9 cm (17.3""), Display resolution: 1600 x 900 pixels, Aspect ratio: 16:9","Toshiba Satellite C75D-C7232, A6-7310, 5 - 35 °C, -20 - 60 °C, 20 - 90%, 5 - 95%, 0 - 3000 m","Toshiba Satellite C75D-C7232. Produkttyp: Notebook, Produktfarbe: Schwarz, Formfaktor: Klappgehäuse. Prozessor-Taktfrequenz: 2 GHz, Prozessorfamilie: AMD A, Prozessor: A6-7310. RAM-Speicher: 6 GB, Interner Speichertyp: DDR3L-SDRAM, Speichertaktfrequenz: 1600 MHz. Gesamtspeicherkapazität: 750 GB, Speichermedien: Festplatte, Festplattenkapazität: 750 GB. Bildschirmdiagonale: 43,9 cm (17.3""), Bildschirmauflösung: 1600 x 900 Pixel, Seitenverhältnis: 16:9","The CSV icecat_notebooks.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_toshiba_z30-c-10n,1,30579515,"Intel Core i5-6xxx 2,3 GHz",4 GB,13.3'',128 GB,Grey,"Toshiba Portégé Portégé Z30-C-10N , i5-6200U, DualPoint, Windows 7 Professional","Toshiba Portégé Portégé Z30-C-10N . Product type: Notebook, Colour of product: Grey, Metallic, Form factor: Clamshell. Processor frequency: 2.3 GHz, Processor family: Intel Core i5-6xxx, Processor model: i5-6200U. Internal memory: 4 GB, Internal memory type: DDR3L-SDRAM, Memory clock speed: 1600 MHz. Total storage capacity: 128 GB, Storage media: SSD, Solid-state drive capacity: 128 GB. Display diagonal: 33.8 cm (13.3""), Display resolution: 1920 x 1080","Toshiba Portégé Z30-C-10N, i5-6200U, DualPoint, Windows 7 Professional, Lithium Polymer (LiPo), Intel Core i5-6xxx, DTS Studio Sound","Toshiba Portégé Z30-C-10N. Produkttyp: Notebook, Produktfarbe: Grau, Metallisch, Formfaktor: Klappgehäuse. Prozessor-Taktfrequenz: 2,3 GHz, Prozessorfamilie: Intel Core i5-6xxx, Prozessor: i5-6200U. RAM-Speicher: 4 GB, Interner Speichertyp: DDR3L-SDRAM, Speichertaktfrequenz: 1600 MHz. Gesamtspeicherkapazität: 128 GB, Speichermedien: SSD, SSD Speicherkapazität: 128 GB. Bildschirmdiagonale: 33,8 cm (13.3""), Bildschirmauflösung: 1920 x 1080 Pixel, HD-Typ: Full HD","The CSV icecat_notebooks.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_acer_m2610,1,26427900,,,,,,,,,,"The CSV icecat_notebooks.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_acer_m6640g,1,29885591,,,,,,,,,,"The CSV icecat_notebooks.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_asus_m32ad-be009t,1,29911080,,,,,,,,,,"The CSV icecat_notebooks.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_dell_3020,1,24403939,,,,,,,,,,"The CSV icecat_notebooks.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_dell_9020,1,27128227,,,,,,,,,,"The CSV icecat_notebooks.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_fujitsu_e420,1,29804739,,,,,,,,,,"The CSV icecat_notebooks.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_fujitsu_e920,1,29804808,,,,,,,,,,"The CSV icecat_notebooks.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
