"magento_id","product_type","has_options","name","price","price_type","required_options","short_description","sku","sku_type","small_image","special_from_date","special_to_date","tax_class_id","thumbnail","url","url_path","visibility","weight","weight_type","base_price_amount","base_price_base_unit","base_price_unit","delivery_time","pphundert","salesprogramm"
57,"simple",0,"PETS DELI Cookies Kraftprotz 100g",4.0000,NULL,0,"PETS DELI Cookies. Der Energielieferant für Hunde.
",57970905,NULL,"/m/f/mfd_1158_a.jpg","2014-04-26 00:00:00","2014-12-31 00:00:00",2,"/m/f/mfd_1158_a.jpg","/kraftprotz","/kraftprotz.html",4,"100g",NULL,NULL,"KG","KG","2-3 Tage",4.00,NULL
61,"simple",1,"PETS DELI Menübox für Hunde Hühnerbrustfilet",2.0000,NULL,1,"Fertige Menübox mit Hühnerbrustfilet, Obst und Gemüse.",60000,NULL,"/h/u/huhn.jpg","2014-04-26 00:00:00","2014-12-31 00:00:00",2,"/h/u/huhn.jpg","/menubox-huhn-hund","/menubox-huhn-hund.html",4,"250g oder 500g",NULL,NULL,"KG","KG","2-3 Tage",0.80,NULL
62,"simple",1,"PETS DELI Menübox für Hunde Rotbarschfilet",2.0000,NULL,1,"Fertige Menübox mit Rotbarschfilet, Karotten, Banane und Reis.",60010,NULL,"/r/o/rotbarsch.jpg","2014-04-26 00:00:00","2014-08-31 00:00:00",2,"/r/o/rotbarsch.jpg","/menubox-fisch-hund","/menubox-fisch-hund-62.html",4,"250g oder 500g",NULL,NULL,"KG","KG","2-3 Tage",0.80,NULL
63,"simple",1,"PETS DELI Menübox für Katzen Rinderfilet",1.5000,NULL,0,"Fertige Menübox mit Muskelfleisch vom Rind, Brokkoli und Kartoffeln.",70000,NULL,"/r/i/rind_1.jpg","2014-04-26 00:00:00","2014-12-31 00:00:00",2,"/r/i/rind_1.jpg","/menubox-rind-katze","/menubox-rind-katze.html",4,"150g",NULL,NULL,"KG","KG","2-3 Tage",1.00,NULL
64,"simple",1,"PETS DELI Menübox für Hunde Känguru",2.0000,NULL,1,"Fertige Menübox mit bestem Fleisch vom Känguru, Brokkoli, Karotten und Kartoffeln.",60004,NULL,"/k/_/k_nguru_neu.jpg","2014-04-26 00:00:00","2014-12-31 00:00:00",2,"/k/_/k_nguru_neu.jpg","/menubox-kaenguru-hund","/menubox-kaenguru-hund.html",4,"250g oder 500g",NULL,NULL,"KG","KG","2-3 Tage",0.80,NULL
67,"simple",1,"PETS DELI Menübox für Hunde Putenbrustfilet",2.0000,NULL,1,"Fertige Menübox mit Putenbrustfilet, pürierter Brokkoli, pürierte Mango und Reis.",60006,NULL,"/p/u/pute.jpg","2014-04-26 00:00:00","2014-12-31 00:00:00",2,"/p/u/pute.jpg","/menubox-huhn-hund","/menubox-huhn-hund-90.html",4,"250g oder 500g",NULL,NULL,"KG","KG","2-3 Tage",0.80,NULL
68,"simple",1,"PETS DELI Menübox für Katzen Känguru ",1.5000,NULL,0,"Fertige Menübox mit bestem Fleisch vom Känguru, Karotten und Kartoffeln.",70001,NULL,"/k/_/k_nguru_1.jpg","2014-04-26 00:00:00","2014-12-31 00:00:00",2,"/k/_/k_nguru_1.jpg","/menubox-kaenguru-katze","/menubox-kaenguru-katze.html",4,"150g",NULL,NULL,"KG","KG","2-3 Tage",1.00,NULL
69,"simple",1,"PETS DELI Menübox für Katzen Hühnerbrustfilet ",1.5000,NULL,0,"Fertige Menübox mit zartem Hühnerbrustfilet, Karotten und Kartoffeln.",70002,NULL,"/h/u/huhn_1.jpg","2014-04-26 00:00:00","2014-12-31 00:00:00",2,"/h/u/huhn_1.jpg","/menubox-huhn-katze","/menubox-huhn-katze.html",4,"150g",NULL,NULL,"KG","KG","2-3 Tage",1.00,NULL
70,"simple",1,"PETS DELI Menübox für Katzen Putenbrustfilet ",1.5000,NULL,0,"Fertige Menübox mit zartem Putenbrustfilet, Mango und Reis.",70004,NULL,"/p/u/pute_1.jpg","2014-04-26 00:00:00","2014-12-31 00:00:00",2,"/p/u/pute_1.jpg","/menubox-pute-katze","/menubox-pute-katze.html",4,"150g",NULL,NULL,"KG","KG","2-3 Tage",1.00,NULL
71,"simple",0,"PETS DELI Cookies BIO-Huhn 100g",4.0000,NULL,0,"PETS DELI Cookies. Aus BIO Hühnerfleisch.",57969750,NULL,"/m/f/mfd_1160_a.jpg","2014-04-26 00:00:00","2014-12-30 00:00:00",2,"/m/f/mfd_1160_a.jpg","/cookies-bio-huhn","/cookies-bio-huhn.html",4,"100g",NULL,NULL,"KG","KG","2-3 Tage",4.00,NULL
72,"simple",0,"PETS DELI Cookies BIO-Rind 100g",4.0000,NULL,0,"PETS DELI Cookies. Aus BIO Rindfleisch.",57969773,NULL,"/m/f/mfd_1159_a.jpg","2014-04-26 00:00:00","2014-12-31 00:00:00",2,"/m/f/mfd_1159_a.jpg","/cookies-bio-rind","/cookies-bio-rind.html",4,"100g",NULL,NULL,"KG","KG","2-3 Tage",4.00,NULL
73,"simple",0,"PETS DELI Cookies Lachs-Käse 100g",4.0000,NULL,0,"PETS DELI Cookies. Mit Lachs und Käse.",57969863,NULL,"/m/f/mfd_1163_a.jpg","2014-04-26 00:00:00","2014-12-31 00:00:00",2,"/m/f/mfd_1163_a.jpg","/cookies-lachs-kaese","/cookies-lachs-kaese.html",4,"100g",NULL,NULL,"KG","KG","1-2 Werktage",4.00,NULL
74,"simple",0,"PETS DELI Cookies Lachs-Bierhefe 100g",4.0000,NULL,0,"PETS DELI Cookies. Aus BIO Lachs mit Bierhefe.",57969900,NULL,"/m/f/mfd_1162_a.jpg","2014-04-26 00:00:00","2014-12-31 00:00:00",2,"/m/f/mfd_1162_a.jpg","/cookies-lachs-bierhefe","/cookies-lachs-bierhefe.html",4,"100g",NULL,NULL,"KG","KG","1-2 Werktage",4.00,NULL
75,"simple",0,"PETS DELI Cookies BIO-Müsliriegel 50g",6.0000,NULL,0,"PETS DELI Cookies. Müsliriegel für Hunde.
",59227121,NULL,"/m/f/mfd_1167_a.jpg","2014-04-26 00:00:00","2014-07-31 00:00:00",2,"/m/f/mfd_1167_a.jpg","/cookies-bio-muesliriegel","/cookies-bio-muesliriegel.html",4,"50g",NULL,NULL,"KG","KG","1-2 Werktage",12.00,NULL
76,"simple",0,"PETS DELI Cookies BIO-Aloe-Vera-Taler 100g",4.0000,NULL,0,"PETS DELI Cookies. Aloe Vera Taler für Hunde.
",59226998,NULL,"/p/e/petsdeli_cookies_aloe-vera_01.jpg","2014-04-26 00:00:00","2014-07-31 00:00:00",2,"/p/e/petsdeli_cookies_aloe-vera_01.jpg","/aloe-vera-taler","/aloe-vera-taler.html",4,"100g",NULL,NULL,"KG","KG","1-2 Werktage",4.00,NULL
78,"simple",1,"PETS DELI Menübox für Hunde Hirschfleisch",2.0000,NULL,1,"Fertige Menübox mit hochwertigem Hirschfleisch, pürierten Äpfeln, püriertem Kürbis und pürierten Kartoffeln.",600011,NULL,"/w/i/wild.jpg","2014-04-26 00:00:00","2014-08-31 00:00:00",2,"/w/i/wild.jpg","/menubox-hirsch-hund","/menubox-hirsch-hund.html",4,"250g oder 500g",NULL,NULL,"KG","KG","2-3 Tage",0.80,NULL
79,"simple",1,"PETS DELI Menübox für Hunde Rinderfilet",2.0000,NULL,1,"Fertige Menübox mit frischem Muskelfleisch vom Rind, püriertem Brokkoli, püriertem Kürbis und pürierten Kartoffeln.",60012,NULL,"/r/i/rind.jpg","2014-04-26 00:00:00","2014-08-31 00:00:00",2,"/r/i/rind.jpg","/menubox-rind-hund","/menubox-rind-hund-113.html",4,"250g oder 500g",NULL,NULL,"KG","KG","2-3 Tage",0.80,NULL
80,"simple",0,"PETS DELI Cookies BIO-Parmesan 100g",4.0000,NULL,0,"PETS DELI BIO Cookies. Mit Parmesan.
",59227053,NULL,"/m/f/mfd_1164_a.jpg","2014-04-26 00:00:00","2014-12-31 00:00:00",2,"/m/f/mfd_1164_a.jpg","/bio-parmesan","/bio-parmesan.html",4,"100g",NULL,NULL,"KG","KG","1-2 Werktage",4.00,NULL
82,"bundle",1,"PETS DELI Starter-Paket für Katzen (10x Menüboxen)",15.0000,1,0,"Individuelle PETS DELI Menü's, perfekt angepasst an Ihr Tier.

",59937927,1,"/1/0/10_men_neu_1_1.jpg","2014-04-29 00:00:00","2014-12-30 00:00:00",2,"/1/0/10_men_neu_1_1.jpg","/starterpaket-katze","/starterpaket-katze.html",4,"150g",1,NULL,"G","G","2-3 Tage",1.00,NULL
83,"bundle",1,"PETS DELI Monatsbestellung für Katzen (30x Menüboxen)",45.0000,1,0,"Individuelle PETS DELI Menü's, perfekt angepasst an Ihr Tier.",64270893,1,"/3/0/30_men_s.jpg","2014-04-29 00:00:00","2014-12-30 00:00:00",2,"/3/0/30_men_s.jpg","/monatsbestellung-katze-30","/monatsbestellung-katze-30.html",4,"150g",1,NULL,"G","G","2-3 Tage",1.00,NULL
86,"simple",0,"PETS DELI Trockenfleisch Büffelhaut 2 Stück",5.0000,NULL,0,"Luftgetrocknete PETS DELI Büffelhaut als Kausnack zur Zahnpflege.
",118377173,NULL,"/m/f/mfd_1177_a.jpg","2014-04-26 00:00:00","2014-12-30 00:00:00",2,"/m/f/mfd_1177_a.jpg","/trockenfleisch-bueffelhaut","/trockenfleisch-bueffelhaut.html",4,"2 Stück",NULL,NULL,"KG","KG","2-3 Tage",NULL,NULL
88,"simple",0,"PETS DELI Trockenfleisch Hirsch 100g",6.0000,NULL,0,"Luftgetrocknetes PETS DELI Trockenfleisch als gesunder Snack oder kleine Belohnung.
",118377179,NULL,"/m/f/mfd_1181_a_1.jpg","2014-04-26 00:00:00","2014-12-30 00:00:00",2,"/m/f/mfd_1181_a_1.jpg","/trockenfleisch-hirsch","/trockenfleisch-hirsch-97.html",4,"100g",NULL,NULL,"KG","KG","2-3 Tage","6,00",NULL
90,"simple",0,"PETS DELI Trockenfleisch Lachshaut 30g",5.0000,NULL,0,"PETS DELI Lachshautröllchen als besondere Belohnung für Ihren Liebling.
",118810595,NULL,"/m/f/mfd_1176_a.jpg","2014-04-26 00:00:00","2014-12-30 00:00:00",2,"/m/f/mfd_1176_a.jpg","/trockenfleisch-lachshaut","/trockenfleisch-lachshaut.html",4,"30g",NULL,NULL,"KG","KG","2-3 Tage","16,66",NULL
91,"simple",0,"PETS DELI Trockenfleisch Reh 100g",6.0000,NULL,0,"Luftgetrocknetes PETS DELI Trockenfleisch als gesunder Snack oder kleine Belohnung.
",118810476,NULL,"/m/f/mfd_1182_a.jpg","2014-04-26 00:00:00","2014-12-30 00:00:00",2,"/m/f/mfd_1182_a.jpg","/trockenfleisch-reh","/trockenfleisch-reh-104.html",4,"100g",NULL,NULL,"KG","KG","2-3 Tage","6,00",NULL
92,"simple",0,"PETS DELI Trockenfleisch Lamm 70g",6.0000,NULL,0,"Luftgetrocknetes PETS DELI Trockenfleisch als gesunder Snack oder kleine Belohnung.
",57971871,NULL,"/m/f/mfd_1180_a_1.jpg","2014-04-26 00:00:00","2014-12-30 00:00:00",2,"/m/f/mfd_1180_a_1.jpg","/trockenfleisch-lamm","/trockenfleisch-lamm-124.html",4,"70g",NULL,NULL,"KG","KG","2-3 Tage","8,50",NULL
93,"simple",0,"PETS DELI Cookies Lamm-Minis 100g",4.0000,NULL,0,"PETS DELI Cookies. 
",59241391,NULL,"/m/f/mfd_1171_a.jpg","2014-04-26 00:00:00","2014-07-31 00:00:00",2,"/m/f/mfd_1171_a.jpg","/cookies-lamm-minis","/cookies-lamm-minis.html",4,"100g",NULL,NULL,"KG","KG","1-2 Werktage","4,00",NULL
94,"simple",0,"PETS DELI Cookies Wild-Minis 100g",4.0000,NULL,0,"PETS DELI Cookies. 
",57969982,NULL,"/m/f/mfd_1169_a.jpg","2014-04-26 00:00:00","2014-07-31 00:00:00",2,"/m/f/mfd_1169_a.jpg","/cookies-wild-minis","/cookies-wild-minis.html",4,"100g",NULL,NULL,"KG","KG","1-2 Werktage","4,00",NULL
95,"simple",0,"PETS DELI Cookies Känguru-Minis 100g",4.0000,NULL,0,"PETS DELI Cookies. 
",59241395,NULL,"/m/f/mfd_1161_a.jpg","2014-04-26 00:00:00","2014-07-31 00:00:00",2,"/m/f/mfd_1161_a.jpg","/cookies-kaenguru-minis","/cookies-kaenguru-minis.html",4,"100g",NULL,NULL,"KG","KG","1-2 Werktage","4,00",NULL
96,"simple",0,"PETS DELI Geweihstange klein",7.9000,NULL,0,"Geweihstangen als langlebiger Kausnack.
",118749648,NULL,"/g/e/geweih_klein.jpg","2014-04-26 00:00:00","2014-12-30 00:00:00",2,"/g/e/geweih_klein.jpg","/geweihstange-klein","/geweihstange-klein.html",4,"100g",NULL,NULL,"KG","KG","1-2 Werktage",NULL,NULL
97,"simple",0,"PETS DELI Geweihstange mittel",9.9000,NULL,0,"Luftgetrocknetes PETS DELI Trockenfleisch als gesunder Snack oder kleine Belohnung.
",118749708,NULL,"/g/e/geweih_mittel.jpg","2014-04-26 00:00:00","2014-12-30 00:00:00",2,"/g/e/geweih_mittel.jpg","/geweihstange-mittel","/geweihstange-mittel.html",4,"150g",NULL,NULL,"KG","KG","1-2 Werktage",NULL,NULL
98,"simple",0,"PETS DELI Geweihstange groß",12.9000,NULL,0,"Luftgetrocknetes PETS DELI Trockenfleisch als gesunder Snack oder kleine Belohnung.
",118749730,NULL,"/g/e/geweih_gro_.jpg","2014-04-26 00:00:00","2014-12-30 00:00:00",2,"/g/e/geweih_gro_.jpg","/geweihstange-gross","/geweihstange-gross.html",4,"200g",NULL,NULL,"KG","KG","1-2 Werktage",NULL,NULL
99,"simple",1,"PETS DELI Geschenkgutschein",25.0000,NULL,1,"PETS DELI Geschenkgutschein - Perfekt für jeden Anlass!","Gutschein",NULL,"/p/e/pets_deli_gutschein_01_1.jpg","2014-04-26 00:00:00","2014-12-30 00:00:00",2,"/p/e/pets_deli_gutschein_01_1.jpg","/geschenkgutschein","/geschenkgutschein.html",4,"25€, 50€, 100€, 150€ oder 200€",NULL,NULL,"KG","KG","1-2 Tage",NULL,NULL
100,"simple",0,"PETS DELI Kauwurzel klein",8.9000,NULL,0,"PETS DELI Kauwurzeln als langlebiger Kausnack.
",119369207,NULL,"/m/f/mfd_1244_a.jpg","2014-04-26 00:00:00","2014-12-30 00:00:00",2,"/m/f/mfd_1244_a.jpg","/kauwurzel-klein","/kauwurzel-klein.html",4,"100g",NULL,NULL,"KG","KG","1-2 Werktage",NULL,NULL
101,"simple",0,"PETS DELI Kauwurzel mittel",12.9000,NULL,0,"Luftgetrocknetes PETS DELI Trockenfleisch als gesunder Snack oder kleine Belohnung.
",119369208,NULL,"/m/f/mfd_1245_a.jpg","2014-04-26 00:00:00","2014-12-30 00:00:00",2,"/m/f/mfd_1245_a.jpg","/kauwurzel-mittel","/kauwurzel-mittel.html",4,"150g",NULL,NULL,"KG","KG","1-2 Werktage",NULL,NULL
102,"simple",0,"PETS DELI Kauwurzel groß",16.9000,NULL,0,"Die Wurzel der portugiesischen Baumheide ist ein natürlicher und gesunder Kausnack für Hunde.",119369209,NULL,"/m/f/mfd_1246_a.jpg","2014-04-26 00:00:00","2014-12-30 00:00:00",2,"/m/f/mfd_1246_a.jpg","/kauwurzel-gross","/kauwurzel-gross.html",4,"200g",NULL,NULL,"KG","KG","1-2 Werktage",NULL,NULL
104,"simple",0,"PETS DELI Cookies Enten-Minis 100g",4.0000,NULL,0,"PETS DELI Cookies. 
",119448663,NULL,"/m/f/mfd_1243_a.jpg","2014-04-26 00:00:00","2014-07-31 00:00:00",2,"/m/f/mfd_1243_a.jpg","/cookies-enten-minis","/cookies-enten-minis.html",4,"100g",NULL,NULL,"KG","KG","1-2 Werktage","4,00",NULL
105,"simple",0,"PETS DELI Cookies Straußen-Minis 100g",4.0000,NULL,0,"PETS DELI Cookies. 
",57972944,NULL,"/m/f/mfd_1242_a.jpg","2014-04-26 00:00:00","2014-07-31 00:00:00",2,"/m/f/mfd_1242_a.jpg","/cookies-straussen-minis","/cookies-straussen-minis.html",4,"100g",NULL,NULL,"KG","KG","1-2 Werktage","4,00",NULL
106,"simple",0,"PETS DELI Cookies Lachs-Minis für Katzen 100g",4.0000,NULL,0,"PETS DELI Cookies. 
",119448928,NULL,"/m/f/mfd_1234_a.jpg","2014-04-26 00:00:00","2014-07-31 00:00:00",2,"/m/f/mfd_1234_a.jpg","/cookies-lachs-minis-katzen","/cookies-lachs-minis-katzen.html",4,"100g",NULL,NULL,"KG","KG","1-2 Werktage","4,00",NULL
107,"simple",0,"PETS DELI Trockenfleisch Wild-Nuggets 100g",5.0000,NULL,0,"Luftgetrocknetes PETS DELI Trockenfleisch als gesunder Snack oder kleine Belohnung.
",118810594,NULL,"/m/f/mfd_1240_a.jpg","2014-04-26 00:00:00","2014-12-30 00:00:00",2,"/m/f/mfd_1240_a.jpg","/trockenfleisch-wild-nuggets","/trockenfleisch-wild-nuggets.html",4,"100g",NULL,NULL,"KG","KG","2-3 Tage","5,00",NULL
108,"simple",0,"PETS DELI Trockenfleisch Kaninchen-Nuggets 100g",5.0000,NULL,0,"Luftgetrocknetes PETS DELI Trockenfleisch als gesunder Snack oder kleine Belohnung.
",118810592,NULL,"/m/f/mfd_1238_a.jpg","2014-04-26 00:00:00","2014-12-30 00:00:00",2,"/m/f/mfd_1238_a.jpg","/trockenfleisch-kaninchen-nuggets","/trockenfleisch-kaninchen-nuggets.html",4,"100g",NULL,NULL,"KG","KG","1 Woche","5,00",NULL
109,"simple",0,"PETS DELI Cookies Lamm-Minis für Katzen 100g",4.0000,NULL,0,"PETS DELI Cookies. 
",119448744,NULL,"/m/f/mfd_1241_a_1.jpg","2014-04-26 00:00:00","2014-07-31 00:00:00",2,"/m/f/mfd_1241_a_1.jpg","/cookies-lamm-minis-katzen","/cookies-lamm-minis-katzen-109.html",4,"100g",NULL,NULL,"KG","KG","1-2 Werktage","4,00",NULL
110,"simple",0,"PETS DELI Cookies Enten-Minis für Katzen 100g",4.0000,NULL,0,"PETS DELI Cookies. 
",119449106,NULL,"/m/f/mfd_1236_a_2.jpg","2014-04-26 00:00:00","2014-07-31 00:00:00",2,"/m/f/mfd_1236_a_2.jpg","/cookies-enten-minis-katzen","/cookies-enten-minis-katzen.html",4,"100g",NULL,NULL,"KG","KG","1-2 Werktage","4,00",NULL
111,"simple",0,"PETS DELI Cookies Wild-Minis für Katzen 100g",4.0000,NULL,0,"PETS DELI Cookies. 
",119449139,NULL,"/m/f/mfd_1239_a_1.jpg","2014-04-26 00:00:00","2014-07-31 00:00:00",2,"/m/f/mfd_1239_a_1.jpg","/cookies-wild-minis-katzen","/cookies-wild-minis-katzen.html",4,"100g",NULL,NULL,"KG","KG","1-2 Werktage","4,00",NULL
112,"simple",0,"PETS DELI Früchte-Mix 250g",6.0000,NULL,0,"PETS DELI Supplements für die artgerechte Ernährung.
",119449214,NULL,"/m/f/mfd_1237_a_1.jpg","2014-04-26 00:00:00","2014-12-30 00:00:00",2,"/m/f/mfd_1237_a_1.jpg","/fruechtemix","/fruechtemix.html",4,"250g",NULL,NULL,"KG","KG","2-3 Tage",1.40,NULL
113,"simple",0,"PETS DELI Mineral-Mix 100g für Katzen",14.9000,NULL,0,"PETS DELI Supplements für die artgerechte Ernährung.
",119602189,NULL,"/m/f/mfd_1268_a.jpg","2014-04-26 00:00:00","2014-12-30 00:00:00",2,"/m/f/mfd_1268_a.jpg","/mineralmix-katzen","/mineralmix-katzen.html",4,"100g",NULL,NULL,"KG","KG","1-2 Werktage","14,90",33
114,"simple",0,"PETS DELI Mineral-Mix 200g für Hunde",14.9000,NULL,0,"PETS DELI Supplements für die artgerechte Ernährung.
",119602188,NULL,"/m/f/mfd_1267_a.jpg","2014-04-26 00:00:00","2014-12-30 00:00:00",2,"/m/f/mfd_1267_a.jpg","/mineralmix-hunde","/mineralmix-hunde.html",4,"200g",NULL,NULL,"KG","KG","1-2 Werktage","7,45",33
