slug,variantId,sku,name.en,manufacturer_name,product_id,image_big,image_small,category_id,category_key,xml_url,on_market,on_market_countries_set,icecat_last_updated
1630_asus_vivowatch,1,27003893,VivoWatch,ASUS,90HC0021-M00H01,http://images.icecat.biz/img/gallery/27003893_5195.jpg,http://images.icecat.biz/img/gallery_lows/27003893_5195.jpg,1630,49221599,http://data.icecat.biz/export/freexml/INT/27003893.xml,1,PT;FI;GB;IT;FR;LV;DE;ES;SE,2016-02-26T04:50:26.000Z
1630_asus_vivowatch,2,27207215,VivoWatch,ASUS,90HC0021-M00H10,http://images.icecat.biz/img/gallery/27207215_4967.jpg,http://images.icecat.biz/img/gallery_lows/27207215_4967.jpg,1630,49221599,http://data.icecat.biz/export/freexml/INT/27207215.xml,1,DK;US;GB;DE;ES;AT;SE;FR;NL;PL;NO;PT;IT;IE,2015-08-02T10:11:45.000Z
1630_hannspree_sw68sd12,1,26192836,SW68SD12,Hannspree,SW68SD12,http://images.icecat.biz/img/norm/high/26192836-1489.jpg,http://images.icecat.biz/img/norm/low/26192836-1489.jpg,1630,49221599,http://data.icecat.biz/export/freexml/INT/26192836.xml,1,NL;AT;DE;PT;ES;GB;BE;FR;PL;IT;IS,2016-02-25T19:45:52.000Z
1630_tomtom_golf,1,24235707,Golf,TomTom,1RG0.001.01,http://images.icecat.biz/img/norm/high/24235707-6105.jpg,http://images.icecat.biz/img/norm/low/24235707-6105.jpg,1630,49221599,http://data.icecat.biz/export/freexml/INT/24235707.xml,1,UA;GB;PT;DK;IT;US;NO;AT;SE;BE;DE;FR;NL;ES;AU;CH;FI,2016-02-28T18:16:38.000Z
1630_tomtom_golfer,1,27290499,Golfer,TomTom,1RG0.001.03,http://images.icecat.biz/img/gallery/27290499_3126.jpg,http://images.icecat.biz/img/gallery_lows/27290499_3126.jpg,1630,49221599,http://data.icecat.biz/export/freexml/INT/27290499.xml,1,FR;PT;UA;ES;BE;NL;IT;CH;GB;DK;DE;NO;SE,2016-02-26T05:47:50.000Z
1630_tomtom_multi-sport-cardio,1,22196533,Multi-Sport Cardio,TomTom,1RH0.001.03,http://images.icecat.biz/img/norm/high/22196533-8033.jpg,http://images.icecat.biz/img/norm/low/22196533-8033.jpg,1630,49221599,http://data.icecat.biz/export/freexml/INT/22196533.xml,1,NL;SE;CH;AT;UA;FR;GB;BE;NO;DE;US;IT;AU;DK;ES;PT;RO,2015-12-16T23:37:02.000Z
1630_tomtom_runner,1,19611864,Runner,TomTom,1RR0.001.00,http://images.icecat.biz/img/norm/high/19611864-7765.jpg,http://images.icecat.biz/img/norm/low/19611864-7765.jpg,1630,49221599,http://data.icecat.biz/export/freexml/INT/19611864.xml,1,AU;FR;US;AT;ES;NO;SE;NL;GB;FI;DK;PT;DE;IT,2016-02-29T17:11:37.000Z
1893_acer_330,1,29843537,330,Acer,HM.HPUEE.001,http://images.icecat.biz/img/gallery/29843537_8224.jpg,http://images.icecat.biz/img/gallery_lows/29843537_8224.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/29843537.xml,1,GB;IS;ES;AT;NL;SE;PT;NO;FR;IT;DK;DE;CH,2016-02-26T08:28:42.000Z
1893_acer_jade-z,1,26175504,Jade Z,Acer,HM.HMZEE.001,http://images.icecat.biz/img/norm/high/26175504-2265.jpg,http://images.icecat.biz/img/norm/low/26175504-2265.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/26175504.xml,1,NL;ES;GB;PT;FR;IT;DE,2016-02-26T01:58:42.000Z
1893_acer_jade-z-white,1,26175505,Jade Z White,Acer,HM.HN2EE.001,http://images.icecat.biz/img/norm/high/26175505-214.jpg,http://images.icecat.biz/img/norm/low/26175505-214.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/26175505.xml,1,DE;NL;AT;ES;PT;FR;IT,2016-02-28T20:35:02.000Z
1893_acer_z530,1,29406183,Z530,Acer,HM.HQSEE.001,http://images.icecat.biz/img/gallery/29406183_5782.jpg,http://images.icecat.biz/img/gallery_lows/29406183_5782.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/29406183.xml,1,PT;IS;ES;IT;DK;SE;BE;NL;GB;PL;DE;NO;CH;FR;AT,2016-02-28T11:11:37.000Z
1893_acer_z630,1,29406182,Z630,Acer,HM.HQGEE.001,http://images.icecat.biz/img/gallery/29406182_3072.jpg,http://images.icecat.biz/img/gallery_lows/29406182_3072.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/29406182.xml,1,PT;IS;ES;IT;DK;SE;BE;NL;GB;PL;DE;NO;CH;FR;AT,2016-02-26T07:16:34.000Z
1893_acer_z630,2,29406184,Z630,Acer,HM.HQEEE.001,http://images.icecat.biz/img/gallery/29406184_5039.jpg,http://images.icecat.biz/img/gallery_lows/29406184_5039.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/29406184.xml,1,FR;AT;PT;IS;ES;IT;DK;SE;BE;NL;GB;PL;DE;NO;CH,2016-02-26T07:16:34.000Z
1893_acer_z630s,1,30620196,Z630S,Acer,HM.HT6EE.001,http://images.icecat.biz/img/gallery/30620196_9706.jpg,http://images.icecat.biz/img/gallery_lows/30620196_9706.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/30620196.xml,1,IS;IT;DE;CH;AT;PL;FR;NL;ES;BE,2016-02-05T10:21:23.000Z
1893_samsung_3,1,26552089,3,Samsung,SM-G388FDSABTU,http://images.icecat.biz/img/norm/high/26552089-4534.jpg,http://images.icecat.biz/img/norm/low/26552089-4534.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/26552089.xml,1,NL;FR;IE;DE;GB;US,2016-01-16T17:45:58.000Z
1893_samsung_gt-i9060,1,25923236,GT-I9060,Samsung,GT-I9060MKIITV,http://images.icecat.biz/img/norm/high/25923236-397.jpg,http://images.icecat.biz/img/norm/low/25923236-397.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/25923236.xml,1,FR;ES;NL;GB;IT,2015-05-15T12:53:26.000Z
1893_samsung_gt-s7390,1,21736789,GT-S7390,Samsung,GT-S7390RWAITV,http://images.icecat.biz/img/norm/high/21736789-517.jpg,http://images.icecat.biz/img/norm/low/21736789-517.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/21736789.xml,1,NL;FR;DE;ES;LV;IT,2015-04-24T15:17:16.000Z
1893_samsung_sm-g110h,1,24751053,SM-G110H,Samsung,SM-G110HZWA,http://images.icecat.biz/img/norm/high/24751053-5028.jpg,http://images.icecat.biz/img/norm/low/24751053-5028.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/24751053.xml,1,NL;GB;DE;IT;FR;CH;ES,2015-04-24T15:17:17.000Z
1893_samsung_sm-g355h,1,23339155,SM-G355H,Samsung,SM-G355HZKNITV,http://images.icecat.biz/img/norm/high/23339155-1126.jpg,http://images.icecat.biz/img/norm/low/23339155-1126.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/23339155.xml,1,ES;FR;NL;IT,2015-04-24T15:17:13.000Z
1893_samsung_sm-g920f,1,26346564,SM-G920F,Samsung,SM-G920FZKAPHN,http://images.icecat.biz/img/norm/high/26346564-3890.jpg,http://images.icecat.biz/img/norm/low/26346564-3890.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/26346564.xml,1,FR;NL;DE;BE,2016-02-07T00:38:30.000Z
1893_samsung_sm-g920f,2,26408542,SM-G920F,Samsung,SM-G920FZBA,http://images.icecat.biz/img/norm/high/26408542-7762.jpg,http://images.icecat.biz/img/norm/low/26408542-7762.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/26408542.xml,1,DK;ES;AT;DE;IS;NL;GB;GR;FR;PL;SE;UA;CH;PT;FI;IT,2016-02-26T03:09:11.000Z
1893_samsung_sm-g925f,1,26408559,SM-G925F,Samsung,SM-G925FZGA,http://images.icecat.biz/img/norm/high/26408559-6956.jpg,http://images.icecat.biz/img/norm/low/26408559-6956.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/26408559.xml,1,IT;ES;AT;PT;GR;GB;FI;IS;DE;PL;FR;NL;BE,2016-02-26T03:09:06.000Z
1893_samsung_sm-g928f,1,29544908,SM-G928F,Samsung,SM-G928FZKA,http://images.icecat.biz/img/gallery/29544908_0624.jpg,http://images.icecat.biz/img/gallery_lows/29544908_0624.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/29544908.xml,1,DK;GB;BE;SE;CH;NL;AT;ES;FR;PT;FI;IS;DE;UA;IT,2016-02-26T07:34:17.000Z
1893_samsung_sm-n910f,1,24675870,SM-N910F,Samsung,SM-N910FZDEATO,http://images.icecat.biz/img/norm/high/24675870-3321.jpg,http://images.icecat.biz/img/norm/low/24675870-3321.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/24675870.xml,1,ES;FR;DE;AT;NL,2015-04-24T15:17:11.000Z
1893_sony_c5-ultra,1,29847624,C5 Ultra,Sony,1300-0331,http://images.icecat.biz/img/gallery/29847624_3088.jpg,http://images.icecat.biz/img/gallery_lows/29847624_3088.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/29847624.xml,1,NL;BE;DE,2016-02-26T08:33:45.000Z
1893_sony_m4-aqua,1,26534020,M4 Aqua,Sony,1294-4013,http://images.icecat.biz/img/norm/high/26534020-305.jpg,http://images.icecat.biz/img/norm/low/26534020-305.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/26534020.xml,1,DE;NL;BE,2016-02-25T19:46:11.000Z
1893_sony_xperia-z5,1,29579058,Xperia Z5,Sony,1298-5581,http://images.icecat.biz/img/gallery/29579058_5318.jpg,http://images.icecat.biz/img/gallery_lows/29579058_5318.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/29579058.xml,1,FR;BE;DE;NL,2016-02-26T07:38:54.000Z
1893_sony_xperia-z5,2,29579061,Xperia Z5,Sony,1298-5588,http://images.icecat.biz/img/gallery/29579061_4783.jpg,http://images.icecat.biz/img/gallery_lows/29579061_4783.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/29579061.xml,1,ES;BE;DE;NL,2016-02-26T07:38:54.000Z
1893_sony_xperia-z5-compact,1,29579056,Xperia Z5 Compact,Sony,1298-5526,http://images.icecat.biz/img/gallery/29579056_3315.jpg,http://images.icecat.biz/img/gallery_lows/29579056_3315.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/29579056.xml,1,BE;DE;NL,2016-02-07T14:44:55.000Z
1893_sony_z3-compact,1,24602396,Z3 Compact,Sony,1288-3842,http://images.icecat.biz/img/norm/high/24602396-8292.jpg,http://images.icecat.biz/img/norm/low/24602396-8292.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/24602396.xml,1,IT;IL;GR;PL;CH;DE;AT;FR;NL;FI;BE,2015-04-24T15:17:11.000Z
1893_sony_z5,1,29801571,Z5,Sony,1298-4663,http://images.icecat.biz/img/gallery/29801571_2226.jpg,http://images.icecat.biz/img/gallery_lows/29801571_2226.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/29801571.xml,1,ES;IT;NL;DE,2016-02-26T08:16:44.000Z
1893_sony_z5-premium,1,29731567,Z5 Premium,Sony,1299-3496,http://images.icecat.biz/img/gallery/29731567_0213.jpg,http://images.icecat.biz/img/gallery_lows/29731567_0213.jpg,1893,43191528,http://data.icecat.biz/export/freexml/INT/29731567.xml,1,IT;DE;FR;SE;NL;GB;AT;BE,2016-02-26T07:51:47.000Z
2647_samsung_galaxy-gear,1,19682158,Galaxy Gear,Samsung,SM-V7000ZAA,http://images.icecat.biz/img/norm/high/19682158-5489.jpg,http://images.icecat.biz/img/norm/low/19682158-5489.jpg,2647,43191599,http://data.icecat.biz/export/freexml/INT/19682158.xml,1,DK;DE,2015-12-21T19:50:48.000Z
2647_samsung_galaxy-gear,2,19682159,Galaxy Gear,Samsung,SM-V7000ZGA,http://images.icecat.biz/img/norm/high/19682159-8788.jpg,http://images.icecat.biz/img/norm/low/19682159-8788.jpg,2647,43191599,http://data.icecat.biz/export/freexml/INT/19682159.xml,1,FI;DE;FR,2015-12-21T19:50:48.000Z
2647_samsung_galaxy-gear,3,19763031,Galaxy Gear,Samsung,SM-V7000ZKANEE,http://images.icecat.biz/img/norm/high/19763031-618.jpg,http://images.icecat.biz/img/norm/low/19763031-618.jpg,2647,43191599,http://data.icecat.biz/export/freexml/INT/19763031.xml,1,DK;BE;NO;FI;SE;IT;GB;DE;NL,2013-12-19T19:42:31.000Z
2647_samsung_gear-s,1,24666697,Gear S,Samsung,SM-R7500ZWA,http://images.icecat.biz/img/norm/high/24666697-7975.jpg,http://images.icecat.biz/img/norm/low/24666697-7975.jpg,2647,43191599,http://data.icecat.biz/export/freexml/INT/24666697.xml,1,IT;GB;UA;SE;FR;DE;ES;PL;RO;NL;PT;CH;AT,2016-02-25T19:46:19.000Z
2647_samsung_gear-s2,1,30014805,Gear S2,Samsung,SM-R7200ZWALUX,http://images.icecat.biz/img/gallery/30014805_1102.jpg,http://images.icecat.biz/img/gallery_lows/30014805_1102.jpg,2647,43191599,http://data.icecat.biz/export/freexml/INT/30014805.xml,1,DE;UA;NL;BE,2015-11-24T15:57:51.000Z
2647_samsung_gear-s2,2,30014807,Gear S2,Samsung,SM-R7200ZKALUX,http://images.icecat.biz/img/gallery/30014807_9757.jpg,http://images.icecat.biz/img/gallery_lows/30014807_9757.jpg,2647,43191599,http://data.icecat.biz/export/freexml/INT/30014807.xml,1,DE;NL;BE,2016-02-26T08:57:44.000Z
2647_samsung_gear-s2-classic,1,29901936,Gear S2 Classic,Samsung,SM-R7320ZKA,http://images.icecat.biz/img/gallery/29901936_0348.jpg,http://images.icecat.biz/img/gallery_lows/29901936_0348.jpg,2647,43191599,http://data.icecat.biz/export/freexml/INT/29901936.xml,1,CH;NL;ES;DE;RO;AT;SE;UA;PT;HU;FR;IT;FI,2016-02-26T08:41:51.000Z
2647_sony_smartwatch,1,12295890,SmartWatch,Sony,1254-6626,http://images.icecat.biz/img/norm/high/15743_12295890-6463.jpg,http://images.icecat.biz/img/norm/low/15743_12295890-6463.jpg,2647,43191599,http://data.icecat.biz/export/freexml/INT/12295890.xml,1,FI;ES;DE;BE;FR,2015-06-14T15:43:23.000Z
2647_sony_smartwatch-3-swr50,1,24495842,SmartWatch 3 SWR50,Sony,1287-4372,http://images.icecat.biz/img/norm/high/24495842-3074.jpg,http://images.icecat.biz/img/norm/low/24495842-3074.jpg,2647,43191599,http://data.icecat.biz/export/freexml/INT/24495842.xml,1,FI;FR;ES;NL;AT;RU;CH;IT;NO;HU;SE;RO;PL;PT;DE;UA;GB;DK;BE,2015-04-17T16:37:27.000Z
2647_sony_smartwatch-3-swr50,2,24495843,SmartWatch 3 SWR50,Sony,1287-4373,http://images.icecat.biz/img/norm/high/24495843-7844.jpg,http://images.icecat.biz/img/norm/low/24495843-7844.jpg,2647,43191599,http://data.icecat.biz/export/freexml/INT/24495843.xml,1,DK;BE;FR;ES;NL;AT;RU;CH;IT;NO;SE;RO;PT;DE;UA;GB,2016-02-25T19:46:11.000Z
2647_sony_smartwatch-3-swr50,3,26512883,Smartwatch 3 SWR50,Sony,1294-2259,http://images.icecat.biz/img/gallery/26512883_2929.jpg,http://images.icecat.biz/img/gallery_lows/26512883_2929.jpg,2647,43191599,http://data.icecat.biz/export/freexml/INT/26512883.xml,1,BE;GB;DE;NL,2015-12-15T14:41:26.000Z
2647_sony_smartwatch-3-swr50,4,26512884,Smartwatch 3 SWR50,Sony,1294-2260,http://images.icecat.biz/img/gallery/26512884_0960.jpg,http://images.icecat.biz/img/gallery_lows/26512884_0960.jpg,2647,43191599,http://data.icecat.biz/export/freexml/INT/26512884.xml,1,BE;GB;DE;NL,2015-10-06T12:08:44.000Z
2647_sony_sw2-smartwatch-2,1,21047360,SW2 SmartWatch 2,Sony,1279-9869,http://images.icecat.biz/img/norm/high/21047360-4814.jpg,http://images.icecat.biz/img/norm/low/21047360-4814.jpg,2647,43191599,http://data.icecat.biz/export/freexml/INT/21047360.xml,1,RO;NL;GR;FI;IT;DK;AT;CH;SE;NO;ES;DE;FR;GB;PT;UA,2015-12-22T13:36:41.000Z
2871_acer_leap-active,1,29727910,Leap Active,Acer,HM.HQNEE.001,http://images.icecat.biz/img/gallery/29727910_5628.jpg,http://images.icecat.biz/img/gallery_lows/29727910_5628.jpg,2871,49221596,http://data.icecat.biz/export/freexml/INT/29727910.xml,1,NL;BE;IT;DE;ES;GB;FR,2016-02-29T00:37:50.000Z
2871_hannspree_sw49st11,1,28535676,SW49ST11,Hannspree,SW49ST11,http://images.icecat.biz/img/gallery/28535676_8339.jpg,http://images.icecat.biz/img/gallery_lows/28535676_8339.jpg,2871,49221596,http://data.icecat.biz/export/freexml/INT/28535676.xml,1,PT;BE;NL;IT;PL;IS;ES;FR;AT;DE,2016-02-08T09:44:56.000Z
2871_sony_smartband-talk-swr30,1,24495852,SmartBand Talk SWR30,Sony,1291-6168,http://images.icecat.biz/img/norm/high/24495852-3314.jpg,http://images.icecat.biz/img/norm/low/24495852-3314.jpg,2871,49221596,http://data.icecat.biz/export/freexml/INT/24495852.xml,1,CZ;UA;DK;FI;RU;CH;DE;ES;PL;AT;IT;RO;GB;BE;SE;FR;NL;NO;PT;LV,2016-02-28T14:50:22.000Z
2871_sony_smartband-talk-swr30,2,24495853,SmartBand Talk SWR30,Sony,1291-6169,http://images.icecat.biz/img/norm/high/24495853-614.jpg,http://images.icecat.biz/img/norm/low/24495853-614.jpg,2871,49221596,http://data.icecat.biz/export/freexml/INT/24495853.xml,1,PT;LV;CZ;DK;FI;HU;CH;DE;ES;PL;AT;IT;GB;BE;SE;FR;NL;NO,2016-02-28T17:00:49.000Z
2871_sony_swr10-limited-brazil-edition,1,22078075,"SWR10, Limited Brazil Edition",Sony,1284-4005,http://images.icecat.biz/img/norm/high/22078075-4910.jpg,http://images.icecat.biz/img/norm/low/22078075-4910.jpg,2871,49221596,http://data.icecat.biz/export/freexml/INT/22078075.xml,1,NL;CH;FI;DE,2015-01-22T18:29:04.000Z
2871_tomtom_spark-cardio-music,1,29805780,Spark Cardio + Music,TomTom,1RFM.003.03,http://images.icecat.biz/img/gallery/29805780_2184.jpg,http://images.icecat.biz/img/gallery_lows/29805780_2184.jpg,2871,49221596,http://data.icecat.biz/export/freexml/INT/29805780.xml,1,UA;IT;DK;FR;CH;BE;NL;AU;SE;ES;PT;NO;GB;DE;PL;AT,2016-02-29T16:30:44.000Z
3073_sony_swr12,1,29634940,SWR12,Sony,1294-1603,http://images.icecat.biz/img/gallery/29634940_7022.jpg,http://images.icecat.biz/img/gallery_lows/29634940_7022.jpg,3073,43191704,http://data.icecat.biz/export/freexml/INT/29634940.xml,1,CH;DK;SE;NO;CZ;RU;FI;FR;HU;AT;UA;BE;IT;RO;NL;DE,2015-11-03T12:41:40.000Z
