sku,variantId,price,price_type
19618489,2,2530,DEFAULT
24337732,3,1985,DEFAULT
29726686,1,2166,DEFAULT
29537653,1,867,DEFAULT
24697398,1,2354,DEFAULT
17383495,1,425,DEFAULT
21844740,1,2736,DEFAULT
14555384,1,2452,DEFAULT
17350432,2,1201,DEFAULT
17350433,3,1888,DEFAULT
22648524,1,1640,DEFAULT
22648525,2,2389,DEFAULT
22763383,1,1530,DEFAULT
22763384,2,976,DEFAULT
22763385,3,2323,DEFAULT
22139360,1,2204,DEFAULT
19176291,1,1461,DEFAULT
25957094,1,448,DEFAULT
20085312,1,272,DEFAULT
3515698,1,2634,DEFAULT
4733605,2,480,DEFAULT
23061047,1,767,DEFAULT
25957082,2,422,DEFAULT
25957083,3,712,DEFAULT
26477131,4,1219,DEFAULT
15728518,1,2279,DEFAULT
15728545,2,340,DEFAULT
23018615,1,2361,DEFAULT
23018617,2,1585,DEFAULT
24778678,1,2926,DEFAULT
24778679,2,941,DEFAULT
21765104,1,1116,DEFAULT
24683107,2,1912,DEFAULT
24683108,3,107,DEFAULT
24683126,4,1983,DEFAULT
24683127,5,1266,DEFAULT
20826394,1,532,DEFAULT
20826465,2,1719,DEFAULT
20561196,1,718,DEFAULT
20561197,2,1734,DEFAULT
17214342,1,607,DEFAULT
20826395,1,2359,DEFAULT
20826411,1,1123,DEFAULT
24419921,1,2138,DEFAULT
22838886,1,335,DEFAULT
22641715,1,446,DEFAULT
24419876,1,1342,DEFAULT
22641681,1,1797,DEFAULT
19765553,1,895,DEFAULT
25942364,1,1615,DEFAULT
25942365,2,1432,DEFAULT
19983292,1,1375,DEFAULT
20322506,2,2382,DEFAULT
22641722,3,1854,DEFAULT
25942309,1,2088,DEFAULT
15728546,1,602,DEFAULT
18254403,2,1134,DEFAULT
14640637,1,2428,DEFAULT
21926775,1,2964,DEFAULT
13178008,1,2720,DEFAULT
14640640,1,2354,DEFAULT
15938748,2,905,DEFAULT
15728538,1,836,DEFAULT
15755649,2,1266,DEFAULT
23149382,1,1012,DEFAULT
23205117,2,2820,DEFAULT
23209351,1,2533,DEFAULT
17383482,1,1545,DEFAULT
20806879,1,1539,DEFAULT
20947049,1,252,DEFAULT
20948035,2,280,DEFAULT
15728539,1,2147,DEFAULT
29533761,1,2611,DEFAULT
21319959,1,1403,DEFAULT
26030822,1,1285,DEFAULT
24337731,1,2947,DEFAULT
24507628,1,1850,DEFAULT
30031910,1,2628,DEFAULT
25917970,1,1744,DEFAULT
25917971,2,2746,DEFAULT
25917977,3,1243,DEFAULT
25917978,4,176,DEFAULT
25917979,5,1122,DEFAULT
25917980,6,626,DEFAULT
25917981,7,2031,DEFAULT
25917982,8,210,DEFAULT
25917987,9,1228,DEFAULT
26179530,10,166,DEFAULT
29283449,1,2638,DEFAULT
21549615,1,1193,DEFAULT
21549616,2,2886,DEFAULT
21549617,3,1993,DEFAULT
21549618,4,2098,DEFAULT
21549619,5,723,DEFAULT
21549620,6,260,DEFAULT
25917869,1,111,DEFAULT
25917870,2,543,DEFAULT
25917871,3,2793,DEFAULT
25917872,4,1657,DEFAULT
25917873,5,2082,DEFAULT
25917880,6,46,DEFAULT
25917881,7,1937,DEFAULT
25917882,8,1230,DEFAULT
25917885,9,2658,DEFAULT
25917886,10,341,DEFAULT
25917887,11,2515,DEFAULT
25924973,1,2605,DEFAULT
25924974,2,2192,DEFAULT
25924976,3,2144,DEFAULT
25924977,4,1349,DEFAULT
21549592,1,1938,DEFAULT
21942025,2,387,DEFAULT
21999579,3,1526,DEFAULT
21999580,4,60,DEFAULT
21549582,1,1014,DEFAULT
21549583,2,557,DEFAULT
21549587,3,270,DEFAULT
21942026,4,2243,DEFAULT
21942027,5,723,DEFAULT
21999581,6,2909,DEFAULT
21999582,7,436,DEFAULT
23086822,8,610,DEFAULT
21570729,1,1902,DEFAULT
30049128,1,2535,DEFAULT
30049129,2,1333,DEFAULT
22651890,1,2162,DEFAULT
25937983,2,2647,DEFAULT
16939144,1,1877,DEFAULT
17406755,1,1956,DEFAULT
17406766,2,1304,DEFAULT
18057595,3,959,DEFAULT
27304833,4,2002,DEFAULT
19854110,1,242,DEFAULT
20739544,2,2190,DEFAULT
22297675,3,1660,DEFAULT
22297676,4,583,DEFAULT
22297677,5,1706,DEFAULT
22297678,6,1266,DEFAULT
22297679,7,2775,DEFAULT
24355627,8,850,DEFAULT
19854122,1,2616,DEFAULT
19854134,2,1714,DEFAULT
22678652,1,1238,DEFAULT
26058615,1,1142,DEFAULT
9097969,1,1775,DEFAULT
9097970,2,2252,DEFAULT
9100181,1,1700,DEFAULT
15759764,1,2045,DEFAULT
15759766,2,1495,DEFAULT
15899252,3,2423,DEFAULT
17698048,1,1955,DEFAULT
19854148,1,1932,DEFAULT
19854163,2,34,DEFAULT
20382668,3,857,DEFAULT
20382669,4,1467,DEFAULT
20752060,5,1368,DEFAULT
20840712,1,20,DEFAULT
21128642,2,1114,DEFAULT
22002156,3,245,DEFAULT
24913775,4,1976,DEFAULT
19672400,1,2419,DEFAULT
19672401,2,1204,DEFAULT
19672402,3,979,DEFAULT
19672403,4,2661,DEFAULT
19672404,5,395,DEFAULT
19672405,6,2640,DEFAULT
19854089,7,245,DEFAULT
20382642,8,2101,DEFAULT
20382643,9,906,DEFAULT
20382644,10,21,DEFAULT
26028972,1,2951,DEFAULT
18239889,1,522,DEFAULT
20640624,1,1735,DEFAULT
20640625,2,1189,DEFAULT
20640626,3,1665,DEFAULT
20640629,4,510,DEFAULT
20640630,5,442,DEFAULT
20640631,6,365,DEFAULT
20640649,7,2556,DEFAULT
20640652,8,1938,DEFAULT
21128641,9,2789,DEFAULT
2602363,1,1512,DEFAULT
2538321,1,870,DEFAULT
9522809,1,2823,DEFAULT
15922321,1,2369,DEFAULT
20845496,1,2338,DEFAULT
20845498,2,1191,DEFAULT
20845504,3,2390,DEFAULT
20845505,4,452,DEFAULT
20845507,5,1436,DEFAULT
20845530,6,1366,DEFAULT
26091759,1,2872,DEFAULT
26091761,2,2641,DEFAULT
26937376,1,2345,DEFAULT
6296528,1,2533,DEFAULT
21125384,1,36,DEFAULT
21130531,2,1985,DEFAULT
21130532,3,2779,DEFAULT
25917948,4,2137,DEFAULT
25917950,5,2892,DEFAULT
25917951,6,2800,DEFAULT
25917966,7,2089,DEFAULT
25917967,8,414,DEFAULT
25917968,9,1535,DEFAULT
16717369,1,279,DEFAULT
16717370,2,2079,DEFAULT
15922340,1,2046,DEFAULT
15922341,2,721,DEFAULT
15922351,3,2444,DEFAULT
21820622,4,1603,DEFAULT
21820623,5,2659,DEFAULT
21820624,6,2234,DEFAULT
22137208,7,115,DEFAULT
20765791,1,530,DEFAULT
20765794,2,2057,DEFAULT
9140070,1,2485,DEFAULT
15899230,1,2868,DEFAULT
15899234,2,249,DEFAULT
15899235,3,1876,DEFAULT
17698046,4,321,DEFAULT
14583430,1,1685,DEFAULT
20739502,1,242,DEFAULT
22002136,2,193,DEFAULT
23211352,3,1327,DEFAULT
27236728,1,2588,DEFAULT
22764839,1,2727,DEFAULT
22764840,1,1364,DEFAULT
21304547,1,1574,DEFAULT
21505414,2,2506,DEFAULT
20689836,1,502,DEFAULT
22644076,1,1466,DEFAULT
28515197,1,2306,DEFAULT
27107313,1,2591,DEFAULT
19560630,1,1881,DEFAULT
20726099,2,842,DEFAULT
20769568,3,2871,DEFAULT
21052264,4,961,DEFAULT
22140366,5,2889,DEFAULT
24408319,6,592,DEFAULT
24715439,7,406,DEFAULT
24715526,8,1493,DEFAULT
24715533,9,252,DEFAULT
24715843,10,2640,DEFAULT
24715994,11,1609,DEFAULT
24716014,12,782,DEFAULT
26134720,13,1697,DEFAULT
26195742,14,1095,DEFAULT
26195760,15,650,DEFAULT
26195764,16,1947,DEFAULT
26195791,17,2971,DEFAULT
26195840,18,971,DEFAULT
26195857,19,633,DEFAULT
26195867,20,213,DEFAULT
26195868,21,1165,DEFAULT
26195873,22,1960,DEFAULT
26195938,23,2802,DEFAULT
26429344,24,892,DEFAULT
26538235,25,325,DEFAULT
19560738,1,1377,DEFAULT
19560852,2,399,DEFAULT
19560867,3,827,DEFAULT
19560868,4,2843,DEFAULT
19560872,5,2705,DEFAULT
19560873,6,419,DEFAULT
19560875,7,1725,DEFAULT
19560876,8,548,DEFAULT
19560877,9,290,DEFAULT
19560878,10,2686,DEFAULT
19560879,11,438,DEFAULT
19560881,12,883,DEFAULT
20086085,13,93,DEFAULT
20657294,14,1931,DEFAULT
21419279,15,1135,DEFAULT
22003128,16,2733,DEFAULT
23045632,17,540,DEFAULT
23066884,18,1917,DEFAULT
24591844,19,1431,DEFAULT
24715316,20,1635,DEFAULT
24715317,21,2568,DEFAULT
24715320,22,378,DEFAULT
24715336,23,1606,DEFAULT
24715338,24,539,DEFAULT
24715355,25,1011,DEFAULT
24715357,26,1820,DEFAULT
24715361,27,1704,DEFAULT
24715365,28,2972,DEFAULT
24715401,29,1623,DEFAULT
24715403,30,2597,DEFAULT
24715532,31,298,DEFAULT
24715547,32,0,DEFAULT
24715572,33,2996,DEFAULT
24715588,34,1125,DEFAULT
24715593,35,2844,DEFAULT
24715848,36,2702,DEFAULT
24715961,37,1545,DEFAULT
24715963,38,1569,DEFAULT
24715965,39,250,DEFAULT
24715966,40,1836,DEFAULT
24716016,41,1256,DEFAULT
24716084,42,688,DEFAULT
24716089,43,2719,DEFAULT
24716096,44,1349,DEFAULT
24716102,45,2620,DEFAULT
24716106,46,854,DEFAULT
24716108,47,1083,DEFAULT
24716169,48,161,DEFAULT
24716927,49,2772,DEFAULT
24717112,50,2514,DEFAULT
24717194,51,1796,DEFAULT
25175961,52,2340,DEFAULT
26135284,53,2893,DEFAULT
26195763,54,403,DEFAULT
26195765,55,2880,DEFAULT
26195776,56,905,DEFAULT
26195802,57,2224,DEFAULT
26195804,58,1585,DEFAULT
26195816,59,878,DEFAULT
26195852,60,848,DEFAULT
26195853,61,1182,DEFAULT
26195870,62,1176,DEFAULT
26195871,63,848,DEFAULT
26195906,64,1178,DEFAULT
26195907,65,2302,DEFAULT
26195908,66,693,DEFAULT
26195917,67,880,DEFAULT
26195931,68,847,DEFAULT
26195933,69,2263,DEFAULT
26195943,70,1131,DEFAULT
26195944,71,2683,DEFAULT
26429346,72,520,DEFAULT
27187570,73,1820,DEFAULT
28595922,74,2403,DEFAULT
28595923,75,1869,DEFAULT
15587312,1,1440,DEFAULT
17734604,2,258,DEFAULT
19352134,3,2953,DEFAULT
25122108,4,1601,DEFAULT
19606152,1,31,DEFAULT
19606153,2,2468,DEFAULT
19606154,3,398,DEFAULT
19606163,4,2372,DEFAULT
19606164,5,2361,DEFAULT
19606214,6,802,DEFAULT
19606219,7,2252,DEFAULT
19606227,8,267,DEFAULT
19606228,9,26,DEFAULT
19606252,10,837,DEFAULT
19606254,11,1145,DEFAULT
19606255,12,875,DEFAULT
19606260,13,2020,DEFAULT
20739188,14,2321,DEFAULT
20911960,15,1723,DEFAULT
21052262,16,199,DEFAULT
21932715,17,1624,DEFAULT
21932717,18,2417,DEFAULT
21932719,19,1079,DEFAULT
21978368,20,2471,DEFAULT
21978370,21,1680,DEFAULT
21978371,22,2211,DEFAULT
21978372,23,2155,DEFAULT
21995314,24,2200,DEFAULT
22145880,25,1031,DEFAULT
24378402,26,1559,DEFAULT
24378437,27,1070,DEFAULT
24378465,28,2472,DEFAULT
24547706,29,1817,DEFAULT
24547707,30,1023,DEFAULT
24716171,31,1073,DEFAULT
24716917,32,1849,DEFAULT
24716918,33,491,DEFAULT
24716920,34,1472,DEFAULT
24716921,35,1221,DEFAULT
24716922,36,2853,DEFAULT
24716923,37,2274,DEFAULT
24717043,38,473,DEFAULT
24717044,39,120,DEFAULT
24717046,40,2301,DEFAULT
24717047,41,1311,DEFAULT
24717049,42,1266,DEFAULT
24717050,43,176,DEFAULT
24717051,44,332,DEFAULT
24717052,45,588,DEFAULT
24717053,46,1900,DEFAULT
24717054,47,531,DEFAULT
24717055,48,2212,DEFAULT
24717056,49,1317,DEFAULT
24717057,50,1611,DEFAULT
24717058,51,1684,DEFAULT
24717060,52,2998,DEFAULT
24717061,53,822,DEFAULT
24717062,54,839,DEFAULT
24717063,55,2198,DEFAULT
24717064,56,1854,DEFAULT
24717065,57,2399,DEFAULT
24717066,58,268,DEFAULT
24717067,59,1326,DEFAULT
24717068,60,1216,DEFAULT
24717069,61,1292,DEFAULT
24717070,62,2400,DEFAULT
24717071,63,65,DEFAULT
24717072,64,1784,DEFAULT
24717073,65,872,DEFAULT
24717074,66,1287,DEFAULT
24717075,67,1638,DEFAULT
24717076,68,146,DEFAULT
24717077,69,1760,DEFAULT
24717078,70,1759,DEFAULT
24717079,71,2447,DEFAULT
24717081,72,72,DEFAULT
24717083,73,25,DEFAULT
24717084,74,2624,DEFAULT
24717085,75,404,DEFAULT
24717086,76,614,DEFAULT
24717087,77,1524,DEFAULT
24717088,78,936,DEFAULT
24717089,79,2826,DEFAULT
24717090,80,2842,DEFAULT
24717093,81,2547,DEFAULT
24717096,82,1510,DEFAULT
24717099,83,2840,DEFAULT
24717100,84,370,DEFAULT
24717102,85,2350,DEFAULT
24717111,86,2038,DEFAULT
24717128,87,2224,DEFAULT
24717129,88,1749,DEFAULT
24717130,89,2307,DEFAULT
24717131,90,550,DEFAULT
24717132,91,2966,DEFAULT
24717133,92,600,DEFAULT
24717134,93,2950,DEFAULT
24717175,94,32,DEFAULT
24717176,95,2384,DEFAULT
24762347,96,822,DEFAULT
24925001,97,1319,DEFAULT
25139232,98,1023,DEFAULT
26222762,1,969,DEFAULT
26298667,2,80,DEFAULT
26298680,3,2782,DEFAULT
26298725,4,417,DEFAULT
26298728,5,153,DEFAULT
26298758,6,2808,DEFAULT
26298762,7,41,DEFAULT
26511737,8,557,DEFAULT
27086481,9,422,DEFAULT
27139635,10,1566,DEFAULT
27139646,11,1494,DEFAULT
27231942,12,248,DEFAULT
28595928,13,1408,DEFAULT
29401771,14,1041,DEFAULT
29401772,15,1759,DEFAULT
17639630,1,1249,DEFAULT
21355719,2,1411,DEFAULT
22529796,3,1109,DEFAULT
25175963,4,287,DEFAULT
20812394,1,635,DEFAULT
23212338,2,2859,DEFAULT
23212343,3,2595,DEFAULT
24369235,4,1186,DEFAULT
24715544,1,2825,DEFAULT
23153870,1,195,DEFAULT
21759467,1,1137,DEFAULT
22171576,2,2858,DEFAULT
23212348,3,2580,DEFAULT
24356316,4,1960,DEFAULT
24369175,5,1177,DEFAULT
24449515,6,604,DEFAULT
24715959,7,2929,DEFAULT
24715995,8,1258,DEFAULT
24716147,9,386,DEFAULT
24716168,10,347,DEFAULT
19606183,1,1411,DEFAULT
19606185,2,194,DEFAULT
19606186,3,388,DEFAULT
19854315,4,1969,DEFAULT
20086098,5,617,DEFAULT
21727733,6,1955,DEFAULT
24236351,7,463,DEFAULT
24343953,8,865,DEFAULT
24343954,9,364,DEFAULT
24343963,10,1505,DEFAULT
24343964,11,2625,DEFAULT
24378400,12,1613,DEFAULT
24378401,13,2916,DEFAULT
24378403,14,735,DEFAULT
24378404,15,1901,DEFAULT
24378413,16,552,DEFAULT
24378414,17,594,DEFAULT
24378415,18,1496,DEFAULT
24378423,19,1739,DEFAULT
24378424,20,420,DEFAULT
24378425,21,1692,DEFAULT
24378436,22,2876,DEFAULT
24378448,23,278,DEFAULT
24378458,24,1273,DEFAULT
24378460,25,1836,DEFAULT
24378461,26,1456,DEFAULT
24378462,27,1877,DEFAULT
24378464,28,1766,DEFAULT
24378466,29,2715,DEFAULT
24378467,30,2264,DEFAULT
24378469,31,2113,DEFAULT
24695590,32,1126,DEFAULT
24716056,33,2459,DEFAULT
24716149,34,2502,DEFAULT
30050948,1,95,DEFAULT
19529795,1,76,DEFAULT
19529796,2,1457,DEFAULT
19673258,3,559,DEFAULT
20812500,4,942,DEFAULT
20845561,5,1822,DEFAULT
20911964,6,2064,DEFAULT
20911972,7,567,DEFAULT
20911984,8,435,DEFAULT
20911985,9,1981,DEFAULT
20956713,10,1302,DEFAULT
20969793,11,2336,DEFAULT
21034107,12,2533,DEFAULT
21034108,13,1897,DEFAULT
21034109,14,833,DEFAULT
21034111,15,1273,DEFAULT
21034114,16,2317,DEFAULT
21116003,17,2526,DEFAULT
21355721,18,1149,DEFAULT
21569981,19,2596,DEFAULT
21750464,20,799,DEFAULT
21750480,21,2986,DEFAULT
28517370,22,1053,DEFAULT
15587313,1,2677,DEFAULT
15587314,2,1752,DEFAULT
15587315,3,768,DEFAULT
15590792,4,1942,DEFAULT
14887230,1,866,DEFAULT
14887248,2,1894,DEFAULT
14887250,3,1401,DEFAULT
14887254,4,368,DEFAULT
15660402,5,1990,DEFAULT
12022680,1,1477,DEFAULT
15658113,1,1826,DEFAULT
18299317,1,2549,DEFAULT
18661166,1,2420,DEFAULT
20761768,1,648,DEFAULT
27305679,1,1613,DEFAULT
24623804,1,2987,DEFAULT
27305680,1,1083,DEFAULT
21130070,1,595,DEFAULT
21966254,1,1290,DEFAULT
27277017,1,420,DEFAULT
19681652,1,129,DEFAULT
15564323,1,188,DEFAULT
19666714,1,1253,DEFAULT
25531885,1,1402,DEFAULT
25531886,1,2506,DEFAULT
21081206,1,780,DEFAULT
17358718,1,2552,DEFAULT
9588586,1,2102,DEFAULT
27277018,1,1580,DEFAULT
23117242,1,2538,DEFAULT
24207717,1,156,DEFAULT
25864683,1,1257,DEFAULT
23130141,1,1291,DEFAULT
25131710,1,924,DEFAULT
28474020,1,199,DEFAULT
14539859,1,2158,DEFAULT
24548108,1,2819,DEFAULT
19561067,1,1601,DEFAULT
23152181,1,2526,DEFAULT
23117243,1,1810,DEFAULT
20849177,1,78,DEFAULT
19590047,1,1353,DEFAULT
18329134,1,1360,DEFAULT
17863310,1,2499,DEFAULT
14699490,1,2001,DEFAULT
15764289,1,2973,DEFAULT
475332,1,2486,DEFAULT
13362559,1,85,DEFAULT
324131,1,568,DEFAULT
1266153,1,777,DEFAULT
9488038,1,505,DEFAULT
28977,1,697,DEFAULT
14110624,1,965,DEFAULT
8638500,1,1759,DEFAULT
5231874,1,2100,DEFAULT
12799528,1,471,DEFAULT
1569606,1,2540,DEFAULT
1579214,1,1652,DEFAULT
20882388,1,2574,DEFAULT
30150521,1,1120,DEFAULT
22175000,1,1191,DEFAULT
3921127,1,2731,DEFAULT
8982128,1,2377,DEFAULT
3402520,1,2483,DEFAULT
30647079,1,656,DEFAULT
30375357,1,2577,DEFAULT
24593161,1,1641,DEFAULT
3597731,1,476,DEFAULT
101599,1,1178,DEFAULT
19331829,1,1167,DEFAULT
19175698,1,2286,DEFAULT
12808323,1,1257,DEFAULT
22641728,1,2521,DEFAULT
14922763,1,646,DEFAULT
12808120,1,756,DEFAULT
19175752,1,1522,DEFAULT
12808321,1,620,DEFAULT
19331850,1,243,DEFAULT
19331851,1,1608,DEFAULT
19312877,1,1189,DEFAULT
22641705,1,1021,DEFAULT
3516239,1,2114,DEFAULT
3516252,1,1887,DEFAULT
19331840,1,1986,DEFAULT
19331861,1,873,DEFAULT
12808322,1,987,DEFAULT
19175708,1,2458,DEFAULT
13191619,1,414,DEFAULT
15587357,1,2640,DEFAULT
15587356,1,2033,DEFAULT
24410537,1,1534,DEFAULT
29851197,1,831,DEFAULT
8974779,1,1764,DEFAULT
3919279,1,911,DEFAULT
4195543,1,314,DEFAULT
17407022,1,2420,DEFAULT
26936319,1,489,DEFAULT
26936320,1,1956,DEFAULT
20876199,1,2896,DEFAULT
29803456,1,1668,DEFAULT
30086208,1,123,DEFAULT
18009570,1,2183,DEFAULT
24770456,1,2925,DEFAULT
22294595,1,2644,DEFAULT
18383393,1,2829,DEFAULT
30823384,1,682,DEFAULT
30823385,2,1167,DEFAULT
21125001,1,450,DEFAULT
9890243,1,925,DEFAULT
18637360,1,2775,DEFAULT
21199239,1,1639,DEFAULT
21199233,1,1946,DEFAULT
10646676,1,1889,DEFAULT
449602,1,526,DEFAULT
4713932,1,933,DEFAULT
1804995,1,2763,DEFAULT
1346737,1,1514,DEFAULT
1231820,1,392,DEFAULT
1347779,1,177,DEFAULT
1716961,1,1154,DEFAULT
15415777,1,2425,DEFAULT
6845644,1,1711,DEFAULT
16795486,1,1986,DEFAULT
29892294,1,1190,DEFAULT
27210206,1,2623,DEFAULT
27210207,2,2301,DEFAULT
27210217,3,611,DEFAULT
25898397,1,113,DEFAULT
26035391,2,1257,DEFAULT
8630289,1,508,DEFAULT
18247797,1,1781,DEFAULT
4314897,1,1380,DEFAULT
24574647,1,2691,DEFAULT
24573697,1,1706,DEFAULT
