sku,variantId,quantity,is_never_out_of_stock,stock_type
24716922,36,2853,0,Warehouse1
24716923,37,2274,0,Warehouse1
24717043,38,473,0,Warehouse1
24717044,39,120,0,Warehouse1
24717046,40,2301,0,Warehouse1
24717047,41,1311,0,Warehouse1
24717049,42,1266,0,Warehouse1
24717050,43,176,0,Warehouse1
24717051,44,332,0,Warehouse1
24717052,45,588,0,Warehouse1
24717053,46,1900,0,Warehouse1
24717054,47,531,0,Warehouse1
24717055,48,2212,0,Warehouse1
24717056,49,1317,0,Warehouse1
24717057,50,1611,0,Warehouse1
24717058,51,1684,0,Warehouse1
24717060,52,2998,0,Warehouse1
24717061,53,822,0,Warehouse1
24717062,54,839,0,Warehouse1
24717063,55,2198,0,Warehouse1
24717064,56,1854,0,Warehouse1
24717065,57,2399,0,Warehouse1
24717066,58,268,0,Warehouse1
24717067,59,1326,0,Warehouse1
24717068,60,1216,0,Warehouse1
24717069,61,1292,0,Warehouse1
24717070,62,2400,0,Warehouse1
24717071,63,65,0,Warehouse1
24717072,64,1784,0,Warehouse1
24717073,65,872,0,Warehouse1
24717074,66,1287,0,Warehouse1
24717075,67,1638,0,Warehouse1
24717076,68,146,0,Warehouse1
24717077,69,1760,0,Warehouse1
24717078,70,1759,0,Warehouse1
24717079,71,2447,0,Warehouse1
24717081,72,72,0,Warehouse1
24717083,73,25,0,Warehouse1
24717084,74,2624,0,Warehouse1
24717085,75,404,0,Warehouse1
24717086,76,614,0,Warehouse1
24717087,77,1524,0,Warehouse1
24717088,78,936,0,Warehouse1
24717089,79,2826,0,Warehouse1
24717090,80,2842,0,Warehouse1
24717093,81,2547,0,Warehouse1
24717096,82,1510,0,Warehouse1
24717099,83,2840,0,Warehouse1
24717100,84,370,0,Warehouse1
24717102,85,2350,0,Warehouse1
24717111,86,2038,0,Warehouse1
24717128,87,2224,0,Warehouse1
24717129,88,1749,0,Warehouse1
24717130,89,2307,0,Warehouse1
24717131,90,550,0,Warehouse1
24717132,91,2966,0,Warehouse1
24717133,92,600,0,Warehouse1
24717134,93,2950,0,Warehouse1
24717175,94,32,0,Warehouse1
24717176,95,2384,0,Warehouse1
24762347,96,822,0,Warehouse1
24925001,97,1319,0,Warehouse1
25139232,98,1023,0,Warehouse1
26222762,1,969,0,Warehouse1
26298667,2,80,0,Warehouse1
26298680,3,2782,0,Warehouse1
26298725,4,417,0,Warehouse1
26298728,5,153,0,Warehouse1
26298758,6,2808,0,Warehouse1
26298762,7,41,0,Warehouse1
26511737,8,557,0,Warehouse1
27086481,9,422,0,Warehouse1
27139635,10,1566,0,Warehouse1
27139646,11,1494,0,Warehouse1
27231942,12,248,0,Warehouse1
28595928,13,1408,0,Warehouse1
29401771,14,1041,0,Warehouse1
29401772,15,1759,0,Warehouse1
17639630,1,1249,0,Warehouse1
21355719,2,1411,0,Warehouse1
22529796,3,1109,0,Warehouse1
25175963,4,287,0,Warehouse1
20812394,1,635,0,Warehouse1
23212338,2,2859,0,Warehouse1
23212343,3,2595,0,Warehouse1
24369235,4,1186,0,Warehouse1
24715544,1,2825,0,Warehouse1
23153870,1,195,0,Warehouse1
21759467,1,1137,0,Warehouse1
22171576,2,2858,0,Warehouse1
23212348,3,2580,0,Warehouse1
24356316,4,1960,0,Warehouse1
24369175,5,1177,0,Warehouse1
24449515,6,604,0,Warehouse1
24715959,7,2929,0,Warehouse1
24715995,8,1258,0,Warehouse1
24716147,9,386,0,Warehouse1
24716168,10,347,0,Warehouse1
19606183,1,1411,0,Warehouse1
19606185,2,194,0,Warehouse1
19606186,3,388,0,Warehouse1
19854315,4,1969,0,Warehouse1
20086098,5,617,0,Warehouse1
21727733,6,1955,0,Warehouse1
24236351,7,463,0,Warehouse1
24343953,8,865,0,Warehouse1
24343954,9,364,0,Warehouse1
24343963,10,1505,0,Warehouse1
24343964,11,2625,0,Warehouse1
24378400,12,1613,0,Warehouse1
24378401,13,2916,0,Warehouse1
24378403,14,735,0,Warehouse1
24378404,15,1901,0,Warehouse1
24378413,16,552,0,Warehouse1
24378414,17,594,0,Warehouse1
24378415,18,1496,0,Warehouse1
24378423,19,1739,0,Warehouse1
24378424,20,420,0,Warehouse1
24378425,21,1692,0,Warehouse1
24378436,22,2876,0,Warehouse1
24378448,23,278,0,Warehouse1
24378458,24,1273,0,Warehouse1
24378460,25,1836,0,Warehouse1
24378461,26,1456,0,Warehouse1
24378462,27,1877,0,Warehouse1
24378464,28,1766,0,Warehouse1
24378466,29,2715,0,Warehouse1
24378467,30,2264,0,Warehouse1
24378469,31,2113,0,Warehouse1
24695590,32,1126,0,Warehouse1
24716056,33,2459,0,Warehouse1
24716149,34,2502,0,Warehouse1
30050948,1,95,0,Warehouse1
19529795,1,76,0,Warehouse1
19529796,2,1457,0,Warehouse1
19673258,3,559,0,Warehouse1
20812500,4,942,0,Warehouse1
20845561,5,1822,0,Warehouse1
20911964,6,2064,0,Warehouse1
20911972,7,567,0,Warehouse1
20911984,8,435,0,Warehouse1
20911985,9,1981,0,Warehouse1
20956713,10,1302,0,Warehouse1
20969793,11,2336,0,Warehouse1
21034107,12,2533,0,Warehouse1
21034108,13,1897,0,Warehouse1
21034109,14,833,0,Warehouse1
21034111,15,1273,0,Warehouse1
21034114,16,2317,0,Warehouse1
21116003,17,2526,0,Warehouse1
21355721,18,1149,0,Warehouse1
21569981,19,2596,0,Warehouse1
21750464,20,799,0,Warehouse1
21750480,21,2986,0,Warehouse1
28517370,22,1053,0,Warehouse1
15587313,1,2677,0,Warehouse1
15587314,2,1752,0,Warehouse1
15587315,3,768,0,Warehouse1
15590792,4,1942,0,Warehouse1
14887230,1,866,0,Warehouse1
14887248,2,1894,0,Warehouse1
14887250,3,1401,0,Warehouse1
14887254,4,368,0,Warehouse1
15660402,5,1990,0,Warehouse1
12022680,1,1477,0,Warehouse1
15658113,1,1826,0,Warehouse1
18299317,1,2549,0,Warehouse1
18661166,1,2420,0,Warehouse1
20761768,1,648,0,Warehouse1
27305679,1,1613,0,Warehouse1
24623804,1,2987,0,Warehouse1
27305680,1,1083,0,Warehouse1
21130070,1,595,0,Warehouse1
21966254,1,1290,0,Warehouse1
27277017,1,420,0,Warehouse1
19681652,1,129,0,Warehouse1
15564323,1,188,0,Warehouse1
19666714,1,1253,0,Warehouse1
25531885,1,1402,0,Warehouse1
25531886,1,2506,0,Warehouse1
21081206,1,780,0,Warehouse1
17358718,1,2552,0,Warehouse1
9588586,1,2102,0,Warehouse1
27277018,1,1580,0,Warehouse1
23117242,1,2538,0,Warehouse1
24207717,1,156,0,Warehouse1
