category_key,abstract_sku,name.en_US,name.de_DE,is_featured,attribute_key_1,value_1,attribute_key_1.en_US,value_1.en_US,attribute_key_1.de_DE,value_1.de_DE,attribute_key_2,value_2,attribute_key_2.en_US,value_2.en_US,attribute_key_2.de_DE,value_2.de_DE,attribute_key_3,value_3,attribute_key_3.en_US,value_3.en_US,attribute_key_3.de_DE,value_3.de_DE,attribute_key_4,value_4,attribute_key_4.en_US,value_4.en_US,attribute_key_4.de_DE,value_4.de_DE,attribute_key_5,value_5,attribute_key_6,value_6,attribute_key_6.en_US,value_6.en_US,attribute_key_6.de_DE,value_6.de_DE,color_code,description.en_US,description.de_DE,icecat_pdp_url,tax_set_name,meta_title.en_US,meta_title.de_DE,meta_keywords.en_US,meta_keywords.de_DE,meta_description.en_US,meta_description.de_DE,icecat_license
digital-cameras,023,Sony Cyber-shot DSC-WX220,Sony Cyber-shot DSC-WX220,0,megapixel,18.2 MP,,,,,display,LCD,,,,,digital_zoom,20 x,,,,,sensor_type,CMOS,,,,,brand,Sony,,,color,Black,color,Schwarz,#000000,"Styled for your pocket  Precision photography meets the portability of a smartphone. The W800 is small enough to take great photos, look good while doing it, and slip in your pocket. Shooting great photos and videos is easy with the W800. Buttons are positioned for ease of use, while a dedicated movie button makes shooting movies simple. The vivid 2.7-type Clear Photo LCD display screen lets you view your stills and play back movies with minimal effort. Whip out the W800 to capture crisp, smooth footage in an instant. At the press of a button, you can record blur-free 720 HD images with digital sound. Breathe new life into a picture by using built-in Picture Effect technology. There’s a range of modes to choose from – you don’t even have to download image-editing software.","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",https://uk.icecat.biz/de/p/sony/dsc-wx220b/digitale-kameras-4905524980745-Sony-Cyber-shot-DSC-WX220-21758366.html,Entertainment Electronics,Sony Cyber-shot DSC-WX220,Sony Cyber-shot DSC-WX220,"Sony,Entertainment Electronics","Sony,Entertainment Electronics","Styled for your pocket  Precision photography meets the portability of a smartphone. The W800 is small enough to take great photos, look good while doing i","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapi","This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
digital-cameras,024,Sony Cyber-shot DSC-WX350,Sony Cyber-shot DSC-WX350,0,megapixel,18.2 MP,,,,,digital_zoom,40 x,,,,,usb_version,2,,,,,voice_recording,yes,,,,,brand,Sony,,,color,Pink,color,Pink,#FF69B4,"Styled for your pocket  Precision photography meets the portability of a smartphone. The W800 is small enough to take great photos, look good while doing it, and slip in your pocket. Shooting great photos and videos is easy with the W800. Buttons are positioned for ease of use, while a dedicated movie button makes shooting movies simple. The vivid 2.7-type Clear Photo LCD display screen lets you view your stills and play back movies with minimal effort. Whip out the W800 to capture crisp, smooth footage in an instant. At the press of a button, you can record blur-free 720 HD images with digital sound. Breathe new life into a picture by using built-in Picture Effect technology. There’s a range of modes to choose from – you don’t even have to download image-editing software.","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",https://uk.icecat.biz/en/p/sony/dsc-wx350p/digitale-kameras-4905524981179-DSC-WX350-21987578.html,Entertainment Electronics,Sony Cyber-shot DSC-WX350,Sony Cyber-shot DSC-WX350,"Sony,Entertainment Electronics","Sony,Entertainment Electronics","Styled for your pocket  Precision photography meets the portability of a smartphone. The W800 is small enough to take great photos, look good while doing i","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapi","This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
digital-cameras,025,Sony Cyber-shot DSC-WX350,Sony Cyber-shot DSC-WX350,0,megapixel,18.2 MP,,,,,digital_zoom,40 x,,,,,usb_version,2,,,,,voice_recording,yes,,,,,brand,Sony,,,color,Black,color,Schwarz,#000000,"Styled for your pocket  Precision photography meets the portability of a smartphone. The W800 is small enough to take great photos, look good while doing it, and slip in your pocket. Shooting great photos and videos is easy with the W800. Buttons are positioned for ease of use, while a dedicated movie button makes shooting movies simple. The vivid 2.7-type Clear Photo LCD display screen lets you view your stills and play back movies with minimal effort. Whip out the W800 to capture crisp, smooth footage in an instant. At the press of a button, you can record blur-free 720 HD images with digital sound. Breathe new life into a picture by using built-in Picture Effect technology. There’s a range of modes to choose from – you don’t even have to download image-editing software.","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",https://uk.icecat.biz/de/p/sony/dscwx350b.ce3/digitale-kameras-Sony-Cyber-shot-DSC-WX350-21764665.html,Entertainment Electronics,Sony Cyber-shot DSC-WX350,Sony Cyber-shot DSC-WX350,"Sony,Entertainment Electronics","Sony,Entertainment Electronics","Styled for your pocket  Precision photography meets the portability of a smartphone. The W800 is small enough to take great photos, look good while doing i","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapi","This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
digital-cameras,026,Sony Cyber-shot DSC-WX350,Sony Cyber-shot DSC-WX350,0,megapixel,18.2 MP,,,,,digital_zoom,40 x,,,,,usb_version,2,,,,,voice_recording,yes,,,,,brand,Sony,,,color,White,color,Weiß,#FFFFFF,"Styled for your pocket  Precision photography meets the portability of a smartphone. The W800 is small enough to take great photos, look good while doing it, and slip in your pocket. Shooting great photos and videos is easy with the W800. Buttons are positioned for ease of use, while a dedicated movie button makes shooting movies simple. The vivid 2.7-type Clear Photo LCD display screen lets you view your stills and play back movies with minimal effort. Whip out the W800 to capture crisp, smooth footage in an instant. At the press of a button, you can record blur-free 720 HD images with digital sound. Breathe new life into a picture by using built-in Picture Effect technology. There’s a range of modes to choose from – you don’t even have to download image-editing software.","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",https://uk.icecat.biz/de/p/sony/dsc-wx350w/digitale-kameras-4905524981087-Sony-Cyber-shot-DSC-WX350-21748904.html,Entertainment Electronics,Sony Cyber-shot DSC-WX350,Sony Cyber-shot DSC-WX350,"Sony,Entertainment Electronics","Sony,Entertainment Electronics","Styled for your pocket  Precision photography meets the portability of a smartphone. The W800 is small enough to take great photos, look good while doing i","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapi","This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
digital-cameras,027,Sony Cyber-shot DSC-WX500,Sony Cyber-shot DSC-WX500,0,camera_type,Compact camera,,,,,display,LCD,,,,,hdmi,yes,,,,,digital_zoom,120 x,,,,,brand,Sony,,,color,Red,color,Rot,#DC2E09,"Styled for your pocket  Precision photography meets the portability of a smartphone. The W800 is small enough to take great photos, look good while doing it, and slip in your pocket. Shooting great photos and videos is easy with the W800. Buttons are positioned for ease of use, while a dedicated movie button makes shooting movies simple. The vivid 2.7-type Clear Photo LCD display screen lets you view your stills and play back movies with minimal effort. Whip out the W800 to capture crisp, smooth footage in an instant. At the press of a button, you can record blur-free 720 HD images with digital sound. Breathe new life into a picture by using built-in Picture Effect technology. There’s a range of modes to choose from – you don’t even have to download image-editing software.","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",https://uk.icecat.biz/en/p/sony/dsc-wx500r.ce3/digitale-kameras-4548736014275-DSC-WX500-26976107.html,Entertainment Electronics,Sony Cyber-shot DSC-WX500,Sony Cyber-shot DSC-WX500,"Sony,Entertainment Electronics","Sony,Entertainment Electronics","Styled for your pocket  Precision photography meets the portability of a smartphone. The W800 is small enough to take great photos, look good while doing i","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapi","This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
digital-cameras,028,Sony Cyber-shot DSC-WX500,Sony Cyber-shot DSC-WX500,0,camera_type,Compact camera,,,,,display,LCD,,,,,hdmi,yes,,,,,digital_zoom,120 x,,,,,brand,Sony,,,color,Black,color,Schwarz,#000000,"Styled for your pocket  Precision photography meets the portability of a smartphone. The W800 is small enough to take great photos, look good while doing it, and slip in your pocket. Shooting great photos and videos is easy with the W800. Buttons are positioned for ease of use, while a dedicated movie button makes shooting movies simple. The vivid 2.7-type Clear Photo LCD display screen lets you view your stills and play back movies with minimal effort. Whip out the W800 to capture crisp, smooth footage in an instant. At the press of a button, you can record blur-free 720 HD images with digital sound. Breathe new life into a picture by using built-in Picture Effect technology. There’s a range of modes to choose from – you don’t even have to download image-editing software.","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",https://uk.icecat.biz/de/p/sony/dsc-wx500b/digitale-kameras-4548736014152-Sony-Cyber-shot-DSC-WX500-26976108.html,Entertainment Electronics,Sony Cyber-shot DSC-WX500,Sony Cyber-shot DSC-WX500,"Sony,Entertainment Electronics","Sony,Entertainment Electronics","Styled for your pocket  Precision photography meets the portability of a smartphone. The W800 is small enough to take great photos, look good while doing i","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapi","This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
digital-cameras,029,Sony Cyber-shot DSC-WX500,Sony Cyber-shot DSC-WX500,0,camera_type,Compact camera,,,,,display,LCD,,,,,hdmi,yes,,,,,digital_zoom,120 x,,,,,brand,Sony,,,color,White,color,Weiß,#FFFFFF,"Styled for your pocket  Precision photography meets the portability of a smartphone. The W800 is small enough to take great photos, look good while doing it, and slip in your pocket. Shooting great photos and videos is easy with the W800. Buttons are positioned for ease of use, while a dedicated movie button makes shooting movies simple. The vivid 2.7-type Clear Photo LCD display screen lets you view your stills and play back movies with minimal effort. Whip out the W800 to capture crisp, smooth footage in an instant. At the press of a button, you can record blur-free 720 HD images with digital sound. Breathe new life into a picture by using built-in Picture Effect technology. There’s a range of modes to choose from – you don’t even have to download image-editing software.","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",https://uk.icecat.biz/de/p/sony/dsc-wx500w.ce3/digitale-kameras-4548736014183-Sony-Cyber-shot-DSC-WX500-26976109.html,Entertainment Electronics,Sony Cyber-shot DSC-WX500,Sony Cyber-shot DSC-WX500,"Sony,Entertainment Electronics","Sony,Entertainment Electronics","Styled for your pocket  Precision photography meets the portability of a smartphone. The W800 is small enough to take great photos, look good while doing i","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapi","This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
digital-cameras,030,Canon PowerShot G9 X,Canon PowerShot G9 X,0,audio_system,Stereo,,,,,optical_zoom,3 x,,,,,usb_version,2,,,,,display,TFT,,,,,brand,Canon,,,color,Black,color,Schwarz,#000000,"Impressive image quality Stunning videos. A camera that’s slim and comfortable. The PowerShot G9 X camera is all this and more, featuring a 20.2 Megapixel, 1.0-inch High-Sensitivity CMOS sensor, Canon’s powerful DIGIC 6 Image Processor and a fast, f/2.0–4.9 lens that helps you capture inspiring images – even in low light – with detail and color to match. Whether you carry it in your hand, a bag or inside a pocket, the PowerShot G9 X can accompany you anywhere you go and is slim enough to quickly be in your grasp when opportunity knocks. Subjects in the distance become closer with a 3x Optical Zoom lens (28–84mm equivalent). Movement can be captured in stunning Full HD video, or frozen in beautiful increments with up to 6.0 fps continuous shooting.","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",https://de.icecat.biz/en/p/canon/0511c002/digitale-kameras-4549292051773-G9+X-30021698.html,Entertainment Electronics,Canon PowerShot G9 X,Canon PowerShot G9 X,"Canon,Entertainment Electronics","Canon,Entertainment Electronics","Impressive image quality Stunning videos. A camera that’s slim and comfortable. The PowerShot G9 X camera is all this and more, featuring a 20.2 Megapixel,","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapi","This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
digital-cameras,031,Canon PowerShot G9 X,Canon PowerShot G9 X,0,audio_system,Stereo,,,,,optical_zoom,3 x,,,,,usb_version,2,,,,,display,TFT,,,,,brand,Canon,,,color,Brown,color,Braun,#835C3B,"Impressive image quality Stunning videos. A camera that’s slim and comfortable. The PowerShot G9 X camera is all this and more, featuring a 20.2 Megapixel, 1.0-inch High-Sensitivity CMOS sensor, Canon’s powerful DIGIC 6 Image Processor and a fast, f/2.0–4.9 lens that helps you capture inspiring images – even in low light – with detail and color to match. Whether you carry it in your hand, a bag or inside a pocket, the PowerShot G9 X can accompany you anywhere you go and is slim enough to quickly be in your grasp when opportunity knocks. Subjects in the distance become closer with a 3x Optical Zoom lens (28–84mm equivalent). Movement can be captured in stunning Full HD video, or frozen in beautiful increments with up to 6.0 fps continuous shooting.","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",https://de.icecat.biz/de/p/canon/0924c002/digitale-kameras-4549292051841-Canon-PowerShot-G9-X-30021637.html,Entertainment Electronics,Canon PowerShot G9 X,Canon PowerShot G9 X,"Canon,Entertainment Electronics","Canon,Entertainment Electronics","Impressive image quality Stunning videos. A camera that’s slim and comfortable. The PowerShot G9 X camera is all this and more, featuring a 20.2 Megapixel,","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapi","This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
digital-cameras,032,Canon PowerShot SC620,Canon PowerShot SC620,0,megapixel,20.2 MP,,,,,display,TFT,,,,,digital_zoom,4 x,,,,,recording_time,65 min,,,,,brand,Canon,,,color,Red,color,Rot,#DC2E09,"Intelligent IS Whether you're taking a vacation, celebrating a special family occasion or just having some everyday fun, the slim and sleek PowerShot SX620 HS camera is ready for your next shot. Enjoy the versatility of a powerful 25x (25-625mm) Optical Zoom for subjects both near and far. Equipped with Intelligent IS for optimized image stabilization, it helps capture everything from lovely close-ups to distant sights virtually shake-free, with confidence. You can then show off your photos with built-in Wi-Fi® and NFC, which lets you transfer them to your compatible devices and upload to select social networking sites for your family, friends and the world to see. Stunning image quality comes via a 20.2 Megapixel CMOS sensor and the DIGIC 4+ Image Processor for beautiful shots whether you're picnicking during the day or camping at night. If videos are more your thing, rest assured they'll have gorgeous detail with 1080p Full HD video at your fingertips.","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",https://de.icecat.biz/en/p/canon/1073c002/digitale-kameras-4549292057362-SX620-32125551.html,Entertainment Electronics,Canon PowerShot SC620,Canon PowerShot SC620,"Canon,Entertainment Electronics","Canon,Entertainment Electronics","Intelligent IS Whether you're taking a vacation, celebrating a special family occasion or just having some everyday fun, the slim and sleek PowerShot SX620","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapi","This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
digital-cameras,033,Canon PowerShot SC620,Canon PowerShot SC620,0,megapixel,20.2 MP,,,,,display,TFT,,,,,digital_zoom,4 x,,,,,recording_time,65 min,,,,,brand,Canon,,,color,Silver,color,Silber,#D3D3D3,"Intelligent IS Whether you're taking a vacation, celebrating a special family occasion or just having some everyday fun, the slim and sleek PowerShot SX620 HS camera is ready for your next shot. Enjoy the versatility of a powerful 25x (25-625mm) Optical Zoom for subjects both near and far. Equipped with Intelligent IS for optimized image stabilization, it helps capture everything from lovely close-ups to distant sights virtually shake-free, with confidence. You can then show off your photos with built-in Wi-Fi® and NFC, which lets you transfer them to your compatible devices and upload to select social networking sites for your family, friends and the world to see. Stunning image quality comes via a 20.2 Megapixel CMOS sensor and the DIGIC 4+ Image Processor for beautiful shots whether you're picnicking during the day or camping at night. If videos are more your thing, rest assured they'll have gorgeous detail with 1080p Full HD video at your fingertips.","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapixel ermöglichen eine flexible Motivwahl, das Zuschneiden der Aufnahmen und brillante Drucke im Posterformat. Dank des optischen Bildstabilisators werden Kamerawackler, die eine Aufnahme ruinieren könnten, ausgeglichen. Diese Kamera kompensiert derartige Verwacklungen und ermöglicht immer gestochen scharfe und detailreiche Aufnahmen. Großartige Movies aufnehmen macht Spaß und ist ein Kinderspiel. Auf Knopfdruck zeichnen Sie ganz einfach HD-Movies (720p) auf – selbst aus der Bewegung und bei vollem Zoom.",https://de.icecat.biz/de/p/canon/1074c002/digitale-kameras-4549292057423-Canon-PowerShot-SX620-20-2MP-1-2-3Zoll-CMOS-5184-x-3888Pixel-32125568.html,Entertainment Electronics,Canon PowerShot SC620,Canon PowerShot SC620,"Canon,Entertainment Electronics","Canon,Entertainment Electronics","Intelligent IS Whether you're taking a vacation, celebrating a special family occasion or just having some everyday fun, the slim and sleek PowerShot SX620","Außergewöhnlicher Detailreichtum, damit alles in Erinnerung bleibt Die Kamera bietet außergewöhnliche Bildqualität mit hohem Detailreichtum. Ihre 20 Megapi","This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
