externalId,name.de,slug.de
192,Grafiktabletts,192_grafiktabletts
193,Spielkontroller,193_spielkontroller
194,Tastaturen,194_tastaturen
195,Mäuse,195_mause
196,Funk-Presenter,196_funk-presenter
197,Scanner,197_scanner
198,Touchpads,198_touchpads
201,Lochkartenleser,201_lochkartenleser
202,Lichtgriffel,202_lichtgriffel
203,Eingabestifte,203_eingabestifte
204,Mauspads,204_mauspads
206,Datenspeicher,206_datenspeicher
208,optische Medienwechsler,208_optische-medienwechsler
210,Disk-Arrays,210_disk-arrays
211,Diskettenlaufwerke,211_diskettenlaufwerke
214,optische Laufwerke,214_optische-laufwerke
215,Bandlaufwerke,215_bandlaufwerke
217,Tape-Arrays,217_tape-arrays
218,Tape Autoloaders & Libraries,218_tape-autoloaders-libraries
219,Interne Festplatten,219_interne-festplatten
220,Fernseher und Monitore,220_fernseher-und-monitore
221,CRT Monitore,221_crt-monitore
222,PC Flachbildschirme,222_pc-flachbildschirme
223,Touchscreen-Monitore,223_touchscreen-monitore
225,Drucker & Zubehör,225_drucker-zubehor
227,Banddrucker,227_banddrucker
228,Nadeldrucker,228_nadeldrucker
229,Etikettendrucker,229_etikettendrucker
230,Großformatdrucker,230_groformatdrucker
231,Matrixdrucker,231_matrixdrucker
234,Tintenstrahldrucker,234_tintenstrahldrucker
235,Laser-/LED-Drucker,235_laser-led-drucker
236,Gehäuse Komponenten,236_gehause-komponenten
237,Computer-Gehäuse,237_computer-gehause
238,Netzwerkkomponentengehäuse,238_netzwerkkomponentengehause
239,Slot Erweiterer,239_slot-erweiterer
240,Schränke/Regale,240_schrankeregale
242,Vernetzungen,242_vernetzungen
243,Schnittstellenhubs,243_schnittstellenhubs
244,Kabelrouter,244_kabelrouter
246,Media Filter,246_media-filter
248,Multistation Access Units (MAU),248_multistation-access-units-mau
249,Data Service Units,249_data-service-units
253,Modems,253_modems
254,ISDN Zugangsgeräte,254_isdn-zugangsgerate
256,Modem Teleadapter,256_modem-teleadapter
258,Netzwerk Switches,258_netzwerk-switches
262,Bridges & Repeater,262_bridges-repeater
274,Barcodeleser,274_barcodeleser
281,Serial Switch Boxen,281_serial-switch-boxen
282,Tastatur/Video/Maus (KVM) Switches,282_tastaturvideomaus-kvm-switches
283,Drucker Switches,283_drucker-switches
287,Datenspeichermedien,287_datenspeichermedien
291,Disketten,291_disketten
292,CD-Rohlinge,292_cd-rohlinge
293,leere Datenbänder,293_leere-datenbander
294,Enfernbare Rohlinge mit großer Kapazität,294_enfernbare-rohlinge-mit-groer-kapazitat
298,Taschen für Speichermedien,298_taschen-fur-speichermedien
300,Büro,300_buro
302,Kopierer,302_kopierer
303,Faxgeräte,303_faxgerate
304,Multifunktionsgeräte,304_multifunktionsgerate
306,Papierschneidemaschinen,306_papierschneidemaschinen
307,Bindemaschinen,307_bindemaschinen
312,Duplex Einheiten,312_duplex-einheiten
314,Papierzuführungen,314_papierzufuhrungen
316,Taschenrechner,316_taschenrechner
322,Laminierzubehör,322_laminierzubehor
323,Laminierfolien,323_laminierfolien
325,Frankiermaschinen,325_frankiermaschinen
332,Prägemaschinen,332_pragemaschinen
353,Sortierer,353_sortierer
355,Schreibmaschinen,355_schreibmaschinen
356,Typenräder,356_typenrader
360,Laminiergeräte,360_laminiergerate
363,Speicherzubehör für Bürogeräte,363_speicherzubehor-fur-burogerate
364,Reinigungsbänder,364_reinigungsbander
367,Reinigungskits,367_reinigungskits
369,Reinigungspads für Fixiereinheiten,369_reinigungspads-fur-fixiereinheiten
370,Fixieröl,370_fixierol
371,Fixierer Wischer,371_fixierer-wischer
372,Fixiereinheiten,372_fixiereinheiten
373,Druckerzubehör,373_druckerzubehor
374,Druckerbänder,374_druckerbander
375,Lasertoner & Patronen,375_lasertoner-patronen
376,Transferrollen,376_transferrollen
377,Tintenpatronen,377_tintenpatronen
378,Tinten Colorsticks,378_tinten-colorsticks
379,Druckerreinigung,379_druckerreinigung
380,Entwickler für Drucker,380_entwickler-fur-drucker
381,Bildtrommeln,381_bildtrommeln
388,Umschläge,388_umschlage
390,Schreibtischorganisation & -zubehör,390_schreibtischorganisation-zubehor
392,Schubladenordnungssysteme,392_schubladenordnungssysteme
393,Schreibtischablagen,393_schreibtischablagen
394,Bücherstützen,394_bucherstutzen
400,Geld- & Kartenkassetten,400_geld-kartenkassetten
401,Münzzählbretter,401_munzzahlbretter
403,Zeichenzubehör,403_zeichenzubehor
404,Schablonen,404_schablonen
405,Zeichenfolien,405_zeichenfolien
406,Zirkel,406_zirkel
407,Zeichenpapier,407_zeichenpapier
413,Dreiecke,413_dreiecke
415,Tafeln,415_tafeln
416,Planungstafeln,416_planungstafeln
419,Buchstabentafeln,419_buchstabentafeln
422,Pinnwände,422_pinnwande
423,Magnettafeln,423_magnettafeln
424,Planungssysteme,424_planungssysteme
425,Adressbücher,425_adressbucher
426,Kalender,426_kalender
428,Terminkalender,428_terminkalender
431,Postzubehör,431_postzubehor
432,Versandröhren,432_versandrohren
433,Datenträger Versandtaschen,433_datentrager-versandtaschen
434,Fensterbriefumschläge,434_fensterbriefumschlage
436,Briefumschläge,436_briefumschlage
438,Schreibtischzubehör,438_schreibtischzubehor
440,Klebefilm-Abroller,440_klebefilm-abroller
443,Heftklammerentferner,443_heftklammerentferner
445,Hefter,445_hefter
446,manuelle Brieföffner,446_manuelle-briefoffner
447,Schere,447_schere
448,Anspitzer,448_anspitzer
449,Fingerschutz,449_fingerschutz
450,Schreibtischunterlagen,450_schreibtischunterlagen
451,Anfeuchter,451_anfeuchter
452,mechanische Brieföffner,452_mechanische-briefoffner
453,Schreibinstrumente,453_schreibinstrumente
454,Tintenroller,454_tintenroller
455,Füller & Bleistift Sets,455_fuller-bleistift-sets
456,Füllfederhalter,456_fullfederhalter
457,Kugelschreiber,457_kugelschreiber
459,hölzerne Bleistifte,459_holzerne-bleistifte
460,Farbstifte,460_farbstifte
461,Marker,461_marker
463,Kreide,463_kreide
464,Filzstifte,464_filzstifte
467,Korrekturflüssigkeiten,467_korrekturflussigkeiten
469,Korrektur-Stifte/-Roller,469_korrektur-stifte-roller
471,Bleiminen,471_bleiminen
473,Stempelkissen,473_stempelkissen
474,"Hefte, Ordner & Register",474_hefte-ordner-register
475,Karteikästen,475_karteikasten
477,Ringmappen,477_ringmappen
480,Präsentations-Materialien,480_prasentations-materialien
481,Tab-Register,481_tab-register
482,Visitenkarten-Aufsteller,482_visitenkarten-aufsteller
483,Trennwände,483_trennwande
484,Aktendeckel,484_aktendeckel
485,Klemmbretter,485_klemmbretter
486,Präsentations-Mappen,486_prasentations-mappen
489,Gummibänder,489_gummibander
490,Heftzwecken,490_heftzwecken
491,Heftstreifen,491_heftstreifen
492,Papierklammern,492_papierklammern
493,Büroklammern,493_buroklammern
494,Pinwandstifte & Reißnägel,494_pinwandstifte-reinagel
495,Heftklammern,495_heftklammern
558,Projektoren,558_projektoren
559,Laserpointer,559_laserpointer
560,Projektorelampen,560_projektorelampen
561,Projektionsleinwände,561_projektionsleinwande
562,Diaprojektoren,562_diaprojektoren
565,Overhead-Projektoren,565_overhead-projektoren
566,Filmprojektoren,566_filmprojektoren
567,Beamer,567_beamer
571,Kameras &Camcorders,571_kameras-camcorders
574,Filmkameras,574_filmkameras
575,Digitale Kameras,575_digitale-kameras
577,Webcams,577_webcams
584,Digitale Videokameras,584_digitale-videokameras
585,Kamerazubehör,585_kamerazubehor
586,Kamerablitze u. -beleuchtung,586_kamerablitze-u-beleuchtung
587,Stative,587_stative
588,Kameraobjektive,588_kameraobjektive
597,Farbfilme,597_farbfilme
598,Schwarz-Weiß-Filme,598_schwarz-wei-filme
599,Sofortbildfilme,599_sofortbildfilme
604,Videobänder,604_videobander
692,Druckerpapier,692_druckerpapier
700,Faxpapier,700_faxpapier
702,Plotterpapier,702_plotterpapier
704,Millimeterpapier,704_millimeterpapier
705,Kontierungspapier,705_kontierungspapier
706,Notizbücher,706_notizbucher
708,Notizbuchpapier,708_notizbuchpapier
709,Geschäftsformulare,709_geschaftsformulare
710,Karteikarten,710_karteikarten
714,Druckerpapier,714_druckerpapier
717,Visitenkarten,717_visitenkarten
718,Grußkarten,718_grukarten
787,Installationsservice,787_installationsservice
788,Garantieverlängerungen,788_garantieverlangerungen
803,Software-Lizenzen/-Upgrades,803_software-lizenzen-upgrades
814,Wiederaufladbare Batterien,814_wiederaufladbare-batterien
816,Stromversorgungen,816_stromversorgungen
817,Unterbrechungsfreie Stromversorgungen (USP),817_unterbrechungsfreie-stromversorgungen-usp
819,Sicherheitsgeräte,819_sicherheitsgerate
820,Zubehör Sicherheitsgeräte,820_zubehor-sicherheitsgerate
822,Ausrüstungskoffer,822_ausrustungskoffer
823,Taschen & Koffer,823_taschen-koffer
826,Rucksäcke,826_rucksacke
827,Netzteile & Spannungsumwandler,827_netzteile-spannungsumwandler
829,Ladegeräte,829_ladegerate
830,Kabel für Computer und Peripherie,830_kabel-fur-computer-und-peripherie
832,Firewalls (Hardware),832_firewalls-hardware
833,Gateways/Controllers,833_gatewayscontrollers
836,Software-Handbücher,836_software-handbucher
839,Garantie & Support,839_garantie-support
840,Ozonfilter,840_ozonfilter
842,Digitale Sender,842_digitale-sender
843,Druckerfolien,843_druckerfolien
844,Mattweiß-Folien,844_mattwei-folien
845,Bedruckbare Textilien,845_bedruckbare-textilien
846,Druckköpfe,846_druckkopfe
847,Fotopapier,847_fotopapier
848,Polypropylen-Folien,848_polypropylen-folien
850,MP3/MP4 Player,850_mp3mp4-player
853,Transparentfolien,853_transparentfolien
854,Schreibpapier,854_schreibpapier
857,Fernbedienungen,857_fernbedienungen
858,Kartenleser,858_kartenleser
859,Projektor-Zubehör,859_projektor-zubehor
860,Medien-Spindeln,860_medien-spindeln
862,Speichergehäuse,862_speichergehause
867,Drahtverbinder,867_drahtverbinder
868,Barcode-Etiketten,868_barcode-etiketten
869,Stromkabel,869_stromkabel
872,Netzwerk-Monitor-Software,872_netzwerk-monitor-software
875,Speichernetzwerk-Software,875_speichernetzwerk-software
878,Firewall-Software,878_firewall-software
880,Telefonkabel,880_telefonkabel
883,Netzwerkkabel,883_netzwerkkabel
885,E-Mail Clients,885_e-mail-clients
886,Konferenz-Software,886_konferenz-software
887,Instant Messaging Software,887_instant-messaging-software
888,PDA Zubehör,888_pda-zubehor
889,Schriftarten,889_schriftarten
890,Peripherie Controller,890_peripherie-controller
893,Navigations-Software,893_navigations-software
894,Daughterboards,894_daughterboards
896,Thin Clients,896_thin-clients
897,Tablets,897_tablets
900,HTML-Editoren,900_html-editoren
902,Speicherkarten,902_speicherkarten
903,Plasma-Fernseher,903_plasma-fernseher
904,CRM Software,904_crm-software
905,Farbbänder,905_farbbander
907,Aktenvernichter,907_aktenvernichter
909,WLAN Access Points,909_wlan-access-points
910,Navigationssysteme,910_navigationssysteme
911,Speichermodule,911_speichermodule
915,Druckerschränke,915_druckerschranke
916,Scanner-Transparenzadapter,916_scanner-transparenzadapter
917,Ablagefächer,917_ablagefacher
918,Magento Optical Disc,918_magento-optical-disc
920,Switch-Komponenten,920_switch-komponenten
921,PC Kühlventilatoren,921_pc-kuhlventilatoren
922,Fotodrucker,922_fotodrucker
923,Audiomodule,923_audiomodule
925,Druckserver,925_druckserver
932,netzgebundene Speicherserver,932_netzgebundene-speicherserver
933,Kameraobjektivadapter,933_kameraobjektivadapter
934,Kamerakabel,934_kamerakabel
935,Mikrofone,935_mikrofone
937,Unterhaltungs Roboter,937_unterhaltungs-roboter
940,Flachbildschirmzubehör,940_flachbildschirmzubehor
942,Flachbildschirm Tischhalterungen,942_flachbildschirm-tischhalterungen
943,Bildschirmfilter,943_bildschirmfilter
946,nicht wiederaufladbare Batterien,946_nicht-wiederaufladbare-batterien
952,Koaxialkabel,952_koaxialkabel
953,Glasfaser-Optikkabel,953_glasfaser-optikkabel
956,Flachbandkabel,956_flachbandkabel
957,Chipkarten,957_chipkarten
961,Netzwerkanalysatoren,961_netzwerkanalysatoren
962,IT Training,962_it-training
963,Energieversorgungseinheiten,963_energieversorgungseinheiten
964,Serielle Infrarotports,964_serielle-infrarotports
966,ZIP Laufwerke,966_zip-laufwerke
971,Großformat Medien,971_groformat-medien
977,Kabelschlösser,977_kabelschlosser
978,Drucker Kit,978_drucker-kit
979,Staubhüllen,979_staubhullen
980,Hefter,980_hefter
981,Fotoleiter/-belichtungseinheiten,981_fotoleiter-belichtungseinheiten
982,Polsterung,982_polsterung
984,Stromverteilereinheiten (PDUs),984_stromverteilereinheiten-pdus
986,Erdungsmittel,986_erdungsmittel
987,Koaxialstecker,987_koaxialstecker
989,Prozessoren,989_prozessoren
991,Magnetkartenleser,991_magnetkartenleser
992,GPRS Ausrüstung,992_gprs-ausrustung
996,Pakete,996_pakete
998,Halterungen,998_halterungen
999,Kanal Konverter,999_kanal-konverter
1001,DVD-Player,1001_dvd-player
1006,Projektionsobjektive,1006_projektionsobjektive
1007,Montage Kits,1007_montage-kits
1008,Netzwerk Medienkonverter,1008_netzwerk-medienkonverter
1010,Druckeretiketten,1010_druckeretiketten
1013,Seile,1013_seile
1014,Klebebänder,1014_klebebander
1015,Kleber,1015_kleber
1017,Briefwaagen,1017_briefwaagen
1018,Entfernungsmesser,1018_entfernungsmesser
1020,Kopfhörer,1020_kopfhorer
1022,Laminierhüllen,1022_laminierhullen
1023,Schreibmaschinenbänder,1023_schreibmaschinenbander
1024,Tonerauffangbehälter,1024_tonerauffangbehalter
1025,Stiftehalter,1025_stiftehalter
1026,Ordner-/Bücherregal,1026_ordner-bucherregal
1027,Boxen & Organizer zur Aktenaufbewahrung,1027_boxen-organizer-zur-aktenaufbewahrung
1028,Aktenhalter,1028_aktenhalter
1029,Bodenschutzmatten,1029_bodenschutzmatten
1030,Dokumentenhalter,1030_dokumentenhalter
1031,Hängemappen & Zubehör,1031_hangemappen-zubehor
1032,Kartenhüllen,1032_kartenhullen
1033,Heftmappenzubehör,1033_heftmappenzubehor
1034,Lochverstärker,1034_lochverstarker
1035,Rundkopfklammern,1035_rundkopfklammern
1036,Thermobindegeräte,1036_thermobindegerate
1038,Schlüsselkästen & Organizer,1038_schlusselkasten-organizer
1040,Fußstützen,1040_fustutzen
1041,Handgelenkstützen,1041_handgelenkstutzen
1045,Spielkarten,1045_spielkarten
1048,Kalligrafiesets,1048_kalligrafiesets
1049,Feinschreiber,1049_feinschreiber
1050,Foto Alben,1050_foto-alben
1051,Fotoaufkleber,1051_fotoaufkleber
1052,selbstklebende Etiketten,1052_selbstklebende-etiketten
1053,Adressaufkleber,1053_adressaufkleber
1054,Schlüsselanhänger,1054_schlusselanhanger
1056,Flachbildschirm-Wandhalter,1056_flachbildschirm-wandhalter
1057,Application Server-Software,1057_application-server-software
1058,Audio-& Heimkinos,1058_audio-heimkinos
1060,Spielkonsolen,1060_spielkonsolen
1061,Videokassettenrekorder,1061_videokassettenrekorder
1062,PC/Workstation Barebone Gehäuse,1062_pcworkstation-barebone-gehause
1063,Korrekturbänder,1063_korrekturbander
1064,Fax-Zubehör,1064_fax-zubehor
1065,Büromöbel,1065_buromobel
1066,DVD-Rohlinge,1066_dvd-rohlinge
1069,Whiteboards,1069_whiteboards
1070,Nichtklebende Etiketten,1070_nichtklebende-etiketten
1072,Glanzfolien Weiß,1072_glanzfolien-wei
1075,Papier-Perforatoren u. Zubehör,1075_papier-perforatoren-u-zubehor
1076,Aktenschränke,1076_aktenschranke
1077,ZIP-Disks,1077_zip-disks
1078,LCD-Fernseher,1078_lcd-fernseher
1081,Lautsprecher,1081_lautsprecher
1082,Home-Kino Systeme,1082_home-kino-systeme
1083,Radios,1083_radios
1086,TV-Set-Top-Boxen,1086_tv-set-top-boxen
1087,Diktiergeräte,1087_diktiergerate
1088,Kalligraphie Federn,1088_kalligraphie-federn
1089,Handy Startersets,1089_handy-startersets
1092,Brettspiele,1092_brettspiele
1093,Landkarten,1093_landkarten
1094,Reinigungstücher für's Büro,1094_reinigungstucher-furs-buro
1101,Flipcharts,1101_flipcharts
1103,Klebender Kunststoff,1103_klebender-kunststoff
1104,Kleiderständer,1104_kleiderstander
1105,Leuchtmarker,1105_leuchtmarker
1106,Zeichenmappen,1106_zeichenmappen
1107,Personal Organizer,1107_personal-organizer
1109,Zeichenbretter,1109_zeichenbretter
1110,T-Shirt-Transfer-Folien,1110_t-shirt-transfer-folien
1111,Klebstoffentferner,1111_klebstoffentferner
1112,Fußschemel,1112_fuschemel
1113,Buchhaltungformulare & -Bücher,1113_buchhaltungformulare-bucher
1114,Verwaltungsbücher,1114_verwaltungsbucher
1115,Schauvitrinen,1115_schauvitrinen
1116,Permanent Marker,1116_permanent-marker
1119,Fest-Zubehör,1119_fest-zubehor
1120,Schildhalter,1120_schildhalter
1121,SCSI Kabel,1121_scsi-kabel
1122,IP Kommunikations-Server,1122_ip-kommunikations-server
1125,Projektortaschen,1125_projektortaschen
1130,Geschenkverpackungen,1130_geschenkverpackungen
1131,Kunstdruckpapier,1131_kunstdruckpapier
1134,Kartons,1134_kartons
1135,Verpackungspapier,1135_verpackungspapier
1136,Ausstattungspapier,1136_ausstattungspapier
1137,Papiertücher,1137_papiertucher
1139,Toilettenpapier,1139_toilettenpapier
1140,Papierservietten,1140_papierservietten
1141,Tischdecken (Papier),1141_tischdecken-papier
1144,Abroller für elastische Folien,1144_abroller-fur-elastische-folien
1147,Verpackungsmaterialien,1147_verpackungsmaterialien
1148,Druckerkabel,1148_druckerkabel
1149,Verpackungsfolien elastisch,1149_verpackungsfolien-elastisch
1150,Verpackungsfolien,1150_verpackungsfolien
1151,Steckdosenleiste / Stromkabel,1151_steckdosenleiste-stromkabel
1154,Folien,1154_folien
1155,Trittleitern,1155_trittleitern
1157,Haken,1157_haken
1158,USB Kabel,1158_usb-kabel
1159,Stempel,1159_stempel
1160,Folienkleber,1160_folienkleber
1162,Lackpinsel,1162_lackpinsel
1163,Lampen,1163_lampen
1164,Halogenlampen,1164_halogenlampen
1165,Leuchtstofflampen,1165_leuchtstofflampen
1168,Leuchtstoffbefestigungen,1168_leuchtstoffbefestigungen
1169,Wachskerzen,1169_wachskerzen
1170,nicht kategorisiert,1170_nicht-kategorisiert
1171,Taschenlampen,1171_taschenlampen
1172,Kabelklammern,1172_kabelklammern
1174,Luftumwälzer,1174_luftumwalzer
1175,Ventilatoren,1175_ventilatoren
1176,Teilklimaanlagen,1176_teilklimaanlagen
1177,Luftfilter,1177_luftfilter
1178,Maßstäbe,1178_mastabe
1179,Kameradocks,1179_kameradocks
1185,Briefmappen,1185_briefmappen
1186,Geldzählautomaten,1186_geldzahlautomaten
1188,Druckluftspray,1188_druckluftspray
1190,Bindegeräte,1190_bindegerate
1192,Falschgeld-Detektoren,1192_falschgeld-detektoren
1193,Winkelmesser,1193_winkelmesser
1194,Zeichenschablonen,1194_zeichenschablonen
1195,Staffeleien,1195_staffeleien
1196,Whiteboards,1196_whiteboards
1197,Kreidetafeln,1197_kreidetafeln
1198,Lesezeichen,1198_lesezeichen
1199,Dokumentenmappen,1199_dokumentenmappen
1200,Entwicklerlösungen,1200_entwicklerlosungen
1201,Fixiermittel,1201_fixiermittel
1203,Vorhängeschlösser,1203_vorhangeschlosser
1204,Safes,1204_safes
1205,Schlüsselketten & -Etuis,1205_schlusselketten-etuis
1206,Schutzhandschuhe,1206_schutzhandschuhe
1207,Sicherheitswesten,1207_sicherheitswesten
1208,Spielzeug Ballons,1208_spielzeug-ballons
1209,Sicherheitshelme,1209_sicherheitshelme
1210,Kleidungspflege,1210_kleidungspflege
1211,Computermöbelteile,1211_computermobelteile
1212,Computerschreibtische,1212_computerschreibtische
1213,Freistehende Tische,1213_freistehende-tische
1215,Büro- & Computerstühle,1215_buro-computerstuhle
1216,Hinweisschilder,1216_hinweisschilder
1217,selbstklebende Schilder,1217_selbstklebende-schilder
1218,nicht-metallische Namensschilder,1218_nicht-metallische-namensschilder
1219,Etiketten erstellende Bänder,1219_etiketten-erstellende-bander
1220,Wörterbücher,1220_worterbucher
1221,Hobby-Farben,1221_hobby-farben
1222,Landkarten,1222_landkarten
1223,Wanduhren,1223_wanduhren
1224,Sicherheitsbrillen,1224_sicherheitsbrillen
1225,Hörschutz,1225_horschutz
1226,Ohrstöpsel,1226_ohrstopsel
1227,Gehörschutz,1227_gehorschutz
1228,persönliche Sicherheit & Schutz,1228_personliche-sicherheit-schutz
1229,Schutzmasken,1229_schutzmasken
1231,Feuerschutz,1231_feuerschutz
1232,Faltmaschinen,1232_faltmaschinen
1233,Reinigungswagen,1233_reinigungswagen
1234,Staubsauger,1234_staubsauger
1235,Staubsaugerzubehör,1235_staubsaugerzubehor
1236,Abfallbehälter & Zubehör,1236_abfallbehalter-zubehor
1237,Abfallbeutel,1237_abfallbeutel
1239,Aschenbecher,1239_aschenbecher
1242,Kohlepapier,1242_kohlepapier
1243,Bodenreinigung,1243_bodenreinigung
1244,Scheuerschwämme,1244_scheuerschwamme
1245,Schwämme,1245_schwamme
1246,Besen,1246_besen
1247,Reinigungsbürsten,1247_reinigungsbursten
1248,Mopps,1248_mopps
1249,Toilettenzubehör,1249_toilettenzubehor
1250,Papierhandtuchspender,1250_papierhandtuchspender
1251,Seifen- & Lotionspender,1251_seifen-lotionspender
1252,WC-Zubehör,1252_wc-zubehor
1253,Frischluftspender,1253_frischluftspender
1254,Toilettenpapierspender,1254_toilettenpapierspender
1255,Tassen & Becher,1255_tassen-becher
1256,Tabletts,1256_tabletts
1258,Kaffeeweißer,1258_kaffeeweier
1259,Zucker & Süßungsmittel,1259_zucker-suungsmittel
1260,Schokoladentafeln,1260_schokoladentafeln
1261,Instantsuppen,1261_instantsuppen
1262,Chips,1262_chips
1263,Kaffe und Tee,1263_kaffe-und-tee
1264,Bier,1264_bier
1265,"Essen, Getränke & Tabak",1265_essen-getranke-tabak
1266,alkoholfreie Getränke,1266_alkoholfreie-getranke
1267,Matten,1267_matten
1269,Wäschekörbe,1269_waschekorbe
1270,Pfannenwender,1270_pfannenwender
1271,Besteck,1271_besteck
1272,"Schüsseln, Essgeschirr & Vorratsbehälter",1272_schusseln-essgeschirr-vorratsbehalter
1273,Seifen,1273_seifen
1274,Werkzeughalter,1274_werkzeughalter
1276,Verbände,1276_verbande
1279,Verkehrszeichen,1279_verkehrszeichen
1280,Gesundheit & Beauty,1280_gesundheit-beauty
1282,Kosmetik- & Maniküre-Etuis,1282_kosmetik-manikure-etuis
1283,MP3/MP4-Player Zubehör,1283_mp3mp4-player-zubehor
1284,Notebook Zubehör,1284_notebook-zubehor
1285,Notebooktaschen,1285_notebooktaschen
1288,Kameraausrüstung,1288_kameraausrustung
1290,Kamerataschen,1290_kamerataschen
1291,Taschen für Mobilgeräte,1291_taschen-fur-mobilgerate
1293,Spaß & Info,1293_spa-info
1294,Kassenrollen,1294_kassenrollen
1295,Perforiertes Papier,1295_perforiertes-papier
1296,TV-Tuner-Karten,1296_tv-tuner-karten
1297,Andere Eingabegeräte,1297_andere-eingabegerate
1298,AV-Receiver,1298_av-receiver
1299,VPN Sicherheitsausrüstung,1299_vpn-sicherheitsausrustung
1302,Röhrenfernseher,1302_rohrenfernseher
1303,SATA-Kabel,1303_sata-kabel
1304,CD-Spieler,1304_cd-spieler
1305,Drucker- & Scannerzubehör,1305_drucker-scannerzubehor
1306,Firewire-Kabel,1306_firewire-kabel
1307,Audio-/Videokabel,1307_audio-videokabel
1308,Wave Division Multiplexer,1308_wave-division-multiplexer
1309,Zucker & Süßigkeiten,1309_zucker-suigkeiten
1310,Wasserfilter,1310_wasserfilter
1311,Fingerabdruckscanner,1311_fingerabdruckscanner
1312,Temporäre Tattoofarben,1312_temporare-tattoofarben
1313,Auto Media-Receiver,1313_auto-media-receiver
1314,haushaltgeräte,1314_haushaltgerate
1315,Kleine Küchengeräte,1315_kleine-kuchengerate
1317,Brotbackmaschinen,1317_brotbackmaschinen
1318,Toaster,1318_toaster
1319,Fritteusen,1319_fritteusen
1320,Kaffeemaschinen,1320_kaffeemaschinen
1321,Wasserkocher,1321_wasserkocher
1322,Gefrierschränke/-truhen,1322_gefrierschranke-truhen
1323,Kühlschränke,1323_kuhlschranke
1324,Spülmaschinen,1324_spulmaschinen
1325,Mikrowellen,1325_mikrowellen
1327,Küchenherde & Kochgeräte,1327_kuchenherde-kochgerate
1329,Bügeleisen,1329_bugeleisen
1330,Wäschetrockner,1330_waschetrockner
1331,Waschmaschinen,1331_waschmaschinen
1332,Kochgeschirr,1332_kochgeschirr
1333,Badezimmer-Geräte,1333_badezimmer-gerate
