abstract_sku,old_sku,concrete_sku,name.en_US,name.de_DE,attribute_key_1,value_1,attribute_key_1.en_US,value_1.en_US,attribute_key_1.de_DE,value_1.de_DE,attribute_key_2,value_2,icecat_pdp_url,image_big,image_small,description.en_US,description.de_DE,is_searchable.en_US,is_searchable.de_DE,icecat_license,bundled
032,29641053,032_29641053,Samsung Galaxy Tab S2,Samsung Galaxy Tab S2,,,color,White,color,Weiß,,,https://uk.icecat.biz/en/p/samsung/sm-t810nzwexez/tablets-Samsung-Galaxy-Tab-S2-SM-T810-32GB-White-29641053.html,http://images.icecat.biz/img/gallery_raw/29641053_6688.png,http://images.icecat.biz/img/gallery_raw/29641053_6688.png,"Seamless Multitasking Multitask like a pro with the Galaxy Tab S2. Watch HD movies while you are flicking through a digital magazine or an e-book, or surfing the net. Run multiple apps in split screen mode or in draggable pop-up windows. Get greater security with convenient and accurate fingerprint functionality. Activate fingerprint lock by pressing the home button. Use fingerprint verification to restrict / allow access to your web browser, screen lock mode and your Samsung account. The Galaxy Tab S2’s 4 : 3 ratio display provides you with an ideal environment for performing office tasks. Use the Galaxy Tab S2’s Book Cover Keyboard, a desktop PC-like experience boon when you need to work on a range of documents. Enjoy greater flexibility than ever before with the Galaxy Tab S2. Remarkably slim and ultra-lightweight, use this device to take your e-books, photos, videos and work-related files with you wherever you need to go.","Gut gewappnet Raue Umgebungen oder staubige Luft, für diese Herausforderungen zeigt sich das SAMSUNG GALAXY Xcover 3 gut gewappnet. Es bietet nicht nur Schutz vor kleinen Staubteilchen, sondern übersteht auch unbeschadet Stürze aus einer Höhe von bis zu 1,2 Metern* (MIL-STD 810G). Zudem ist es gemäß IP67-Zertifizierung staub- und wassergeschützt bis zu einem Meter Wassertiefe und 30 Minuten** Dauer. Mit gerade einmal 9,95 Millimeter und 154 Gramm ist es für ein Outdoor-Smartphone verblüffend schlank und fällt durch sein elegantes Design auf. Trotz der kompakten Maße bietet das GALAXY Xcover 3 viele technische Raffinessen. Haptische Bedienelemente – Home-, Menü- und Zurückknöpfe – erleichtern die Nutzung unter widrigen Bedingungen wie Feuchte oder Kälte. Die neue Xcover-Taste ermöglicht den Sofortzugriff auf wichtige Funktionen: Drücken Nutzer einmal kurz darauf, aktivieren Sie beispielsweise das LED-Licht, um sich auch im Dunkeln zu orientieren. Ein langer Knopfdruck öffnet unmittelbar die Kamera, damit Nutzer spontane Fotogelegenheiten nicht verpassen – und das nicht nur im Trockenen. Der Unterwassermodus erlaubt bei kleinen Tauchgängen Aufnahmen von unvergesslichen Momenten. GALAXY Xcover 3: Steckt viel ein, sieht schick aus.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
032,29401702,032_29401702,Samsung Galaxy Tab S2,Samsung Galaxy Tab S2,,,color,Black,color,Schwarz,,,https://uk.icecat.biz/en/p/samsung/sm-t710nzkebtu/tablets-8806088054322-Samsung-Galaxy-Tab-S2-SM-T710-32GB-Black-29401702.html,http://images.icecat.biz/img/gallery_raw/29401702_3457.png,http://images.icecat.biz/img/gallery_raw/29641053_6688.png,"Seamless Multitasking Multitask like a pro with the Galaxy Tab S2. Watch HD movies while you are flicking through a digital magazine or an e-book, or surfing the net. Run multiple apps in split screen mode or in draggable pop-up windows. Get greater security with convenient and accurate fingerprint functionality. Activate fingerprint lock by pressing the home button. Use fingerprint verification to restrict / allow access to your web browser, screen lock mode and your Samsung account. The Galaxy Tab S2’s 4 : 3 ratio display provides you with an ideal environment for performing office tasks. Use the Galaxy Tab S2’s Book Cover Keyboard, a desktop PC-like experience boon when you need to work on a range of documents. Enjoy greater flexibility than ever before with the Galaxy Tab S2. Remarkably slim and ultra-lightweight, use this device to take your e-books, photos, videos and work-related files with you wherever you need to go.","Gut gewappnet Raue Umgebungen oder staubige Luft, für diese Herausforderungen zeigt sich das SAMSUNG GALAXY Xcover 3 gut gewappnet. Es bietet nicht nur Schutz vor kleinen Staubteilchen, sondern übersteht auch unbeschadet Stürze aus einer Höhe von bis zu 1,2 Metern* (MIL-STD 810G). Zudem ist es gemäß IP67-Zertifizierung staub- und wassergeschützt bis zu einem Meter Wassertiefe und 30 Minuten** Dauer. Mit gerade einmal 9,95 Millimeter und 154 Gramm ist es für ein Outdoor-Smartphone verblüffend schlank und fällt durch sein elegantes Design auf. Trotz der kompakten Maße bietet das GALAXY Xcover 3 viele technische Raffinessen. Haptische Bedienelemente – Home-, Menü- und Zurückknöpfe – erleichtern die Nutzung unter widrigen Bedingungen wie Feuchte oder Kälte. Die neue Xcover-Taste ermöglicht den Sofortzugriff auf wichtige Funktionen: Drücken Nutzer einmal kurz darauf, aktivieren Sie beispielsweise das LED-Licht, um sich auch im Dunkeln zu orientieren. Ein langer Knopfdruck öffnet unmittelbar die Kamera, damit Nutzer spontane Fotogelegenheiten nicht verpassen – und das nicht nur im Trockenen. Der Unterwassermodus erlaubt bei kleinen Tauchgängen Aufnahmen von unvergesslichen Momenten. GALAXY Xcover 3: Steckt viel ein, sieht schick aus.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
033,24394207,033_24394207,Sony Xperia Z3 Compact,Sony Xperia Z3 Compact,,,color,Black,color,Schwarz,,,https://uk.icecat.biz/en/p/sony/1288-5849/smartphones-7311271488804-Sony-Xperia-Z3-Compact-16GB-4G-Black-24394207.html,http://images.icecat.biz/img/norm/high/24394207-3552.jpg,http://images.icecat.biz/img/norm/medium/24394207-3552.jpg,"Dive into new experiences Xperia Z3 Compact is the smartphone designed to enhance your life. And life isn’t lived inside. With the highest waterproof rating*, Xperia Z3 Compact lets you answer calls in the rain or take pictures in the pool. And it can handle all the drops into the sink in between. Combined with a slim, compact design that’s easy to use with one hand, Xperia Z3 Compact is the Android smartphone that teams durability with beauty. Some of the best times happen in the lowest light. Years of Sony camera expertise have been brought to Xperia Z3 Compact, to deliver unparalleled low-light capability. Thanks to Cyber-shot and Handycam technologies you can record stunning videos on the move and take crisp shots under water. Want to take your shots to the next level? Get creative with our unique camera apps. It’s our best smartphone camera yet – for memories that deserve more than good.","Gut gewappnet Raue Umgebungen oder staubige Luft, für diese Herausforderungen zeigt sich das SAMSUNG GALAXY Xcover 3 gut gewappnet. Es bietet nicht nur Schutz vor kleinen Staubteilchen, sondern übersteht auch unbeschadet Stürze aus einer Höhe von bis zu 1,2 Metern* (MIL-STD 810G). Zudem ist es gemäß IP67-Zertifizierung staub- und wassergeschützt bis zu einem Meter Wassertiefe und 30 Minuten** Dauer. Mit gerade einmal 9,95 Millimeter und 154 Gramm ist es für ein Outdoor-Smartphone verblüffend schlank und fällt durch sein elegantes Design auf. Trotz der kompakten Maße bietet das GALAXY Xcover 3 viele technische Raffinessen. Haptische Bedienelemente – Home-, Menü- und Zurückknöpfe – erleichtern die Nutzung unter widrigen Bedingungen wie Feuchte oder Kälte. Die neue Xcover-Taste ermöglicht den Sofortzugriff auf wichtige Funktionen: Drücken Nutzer einmal kurz darauf, aktivieren Sie beispielsweise das LED-Licht, um sich auch im Dunkeln zu orientieren. Ein langer Knopfdruck öffnet unmittelbar die Kamera, damit Nutzer spontane Fotogelegenheiten nicht verpassen – und das nicht nur im Trockenen. Der Unterwassermodus erlaubt bei kleinen Tauchgängen Aufnahmen von unvergesslichen Momenten. GALAXY Xcover 3: Steckt viel ein, sieht schick aus.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
033,24584210,033_24584210,Sony Xperia Z3 Compact,Sony Xperia Z3 Compact,,,color,White,color,Weiß,,,https://uk.icecat.biz/en/p/sony/1288-4116/smartphones-Sony-Xperia-Z3-Compact-16GB-4G-White-24584210.html,http://images.icecat.biz/img/norm/high/24584210-216.jpg,http://images.icecat.biz/img/norm/medium/24394207-3552.jpg,"Dive into new experiences Xperia Z3 Compact is the smartphone designed to enhance your life. And life isn’t lived inside. With the highest waterproof rating*, Xperia Z3 Compact lets you answer calls in the rain or take pictures in the pool. And it can handle all the drops into the sink in between. Combined with a slim, compact design that’s easy to use with one hand, Xperia Z3 Compact is the Android smartphone that teams durability with beauty. Some of the best times happen in the lowest light. Years of Sony camera expertise have been brought to Xperia Z3 Compact, to deliver unparalleled low-light capability. Thanks to Cyber-shot and Handycam technologies you can record stunning videos on the move and take crisp shots under water. Want to take your shots to the next level? Get creative with our unique camera apps. It’s our best smartphone camera yet – for memories that deserve more than good.","Gut gewappnet Raue Umgebungen oder staubige Luft, für diese Herausforderungen zeigt sich das SAMSUNG GALAXY Xcover 3 gut gewappnet. Es bietet nicht nur Schutz vor kleinen Staubteilchen, sondern übersteht auch unbeschadet Stürze aus einer Höhe von bis zu 1,2 Metern* (MIL-STD 810G). Zudem ist es gemäß IP67-Zertifizierung staub- und wassergeschützt bis zu einem Meter Wassertiefe und 30 Minuten** Dauer. Mit gerade einmal 9,95 Millimeter und 154 Gramm ist es für ein Outdoor-Smartphone verblüffend schlank und fällt durch sein elegantes Design auf. Trotz der kompakten Maße bietet das GALAXY Xcover 3 viele technische Raffinessen. Haptische Bedienelemente – Home-, Menü- und Zurückknöpfe – erleichtern die Nutzung unter widrigen Bedingungen wie Feuchte oder Kälte. Die neue Xcover-Taste ermöglicht den Sofortzugriff auf wichtige Funktionen: Drücken Nutzer einmal kurz darauf, aktivieren Sie beispielsweise das LED-Licht, um sich auch im Dunkeln zu orientieren. Ein langer Knopfdruck öffnet unmittelbar die Kamera, damit Nutzer spontane Fotogelegenheiten nicht verpassen – und das nicht nur im Trockenen. Der Unterwassermodus erlaubt bei kleinen Tauchgängen Aufnahmen von unvergesslichen Momenten. GALAXY Xcover 3: Steckt viel ein, sieht schick aus.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
033,24602396,033_24602396,Sony Xperia Z3 Compact,Sony Xperia Z3 Compact,,,color,Orange,color,Orange,,,https://de.icecat.biz/de/p/sony/1288-3842/smartphones-7311271485865-Sony-Xperia-Z3-Compact-16GB-4G-Orange-24602396.html,http://images.icecat.biz/img/norm/high/24602396-8292.jpg,http://images.icecat.biz/img/norm/medium/24394207-3552.jpg,"Dive into new experiences Xperia Z3 Compact is the smartphone designed to enhance your life. And life isn’t lived inside. With the highest waterproof rating*, Xperia Z3 Compact lets you answer calls in the rain or take pictures in the pool. And it can handle all the drops into the sink in between. Combined with a slim, compact design that’s easy to use with one hand, Xperia Z3 Compact is the Android smartphone that teams durability with beauty. Some of the best times happen in the lowest light. Years of Sony camera expertise have been brought to Xperia Z3 Compact, to deliver unparalleled low-light capability. Thanks to Cyber-shot and Handycam technologies you can record stunning videos on the move and take crisp shots under water. Want to take your shots to the next level? Get creative with our unique camera apps. It’s our best smartphone camera yet – for memories that deserve more than good.","Gut gewappnet Raue Umgebungen oder staubige Luft, für diese Herausforderungen zeigt sich das SAMSUNG GALAXY Xcover 3 gut gewappnet. Es bietet nicht nur Schutz vor kleinen Staubteilchen, sondern übersteht auch unbeschadet Stürze aus einer Höhe von bis zu 1,2 Metern* (MIL-STD 810G). Zudem ist es gemäß IP67-Zertifizierung staub- und wassergeschützt bis zu einem Meter Wassertiefe und 30 Minuten** Dauer. Mit gerade einmal 9,95 Millimeter und 154 Gramm ist es für ein Outdoor-Smartphone verblüffend schlank und fällt durch sein elegantes Design auf. Trotz der kompakten Maße bietet das GALAXY Xcover 3 viele technische Raffinessen. Haptische Bedienelemente – Home-, Menü- und Zurückknöpfe – erleichtern die Nutzung unter widrigen Bedingungen wie Feuchte oder Kälte. Die neue Xcover-Taste ermöglicht den Sofortzugriff auf wichtige Funktionen: Drücken Nutzer einmal kurz darauf, aktivieren Sie beispielsweise das LED-Licht, um sich auch im Dunkeln zu orientieren. Ein langer Knopfdruck öffnet unmittelbar die Kamera, damit Nutzer spontane Fotogelegenheiten nicht verpassen – und das nicht nur im Trockenen. Der Unterwassermodus erlaubt bei kleinen Tauchgängen Aufnahmen von unvergesslichen Momenten. GALAXY Xcover 3: Steckt viel ein, sieht schick aus.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
034,24394211,034_24394211,Sony Xperia Z3,Sony Xperia Z3,,,color,Copper,color,Kupfer,,,https://uk.icecat.biz/en/p/sony/1290-3807/smartphones-7311271499947-Sony-Xperia-Z3-16GB-4G-Copper-24394211.html,http://images.icecat.biz/img/norm/high/24394211-4472.jpg,http://images.icecat.biz/img/norm/medium/24394211-4472.jpg,"Dive into new experiences Xperia Z3 is the smartphone that does more and goes further – whether further is a run in the rain or a dive into the pool on a sunny summer holiday. With the highest waterproof rating*, you can find your way in a downpour, take pictures underwater or just wipe off your phone after an unexpected spill. Combined with a super-slim body and aluminium frame, Xperia Z3 is the Android smartphone that teams durability with beauty. Your best moments deserve more than dark, blurry shots. Years of Sony camera expertise have been brought to Xperia Z3, a premium phone with Cyber-shot and Handycam technologies. So you can capture the laughter in any light, shoot steady videos on the move and take crisp shots underwater. And when you want to make great pictures and videos even better? You can unleash your creativity with our widest ever choice of unique Xperia camera apps. It’s our best smartphone camera yet, to make sure your memories are as vibrant as real life.","Gut gewappnet Raue Umgebungen oder staubige Luft, für diese Herausforderungen zeigt sich das SAMSUNG GALAXY Xcover 3 gut gewappnet. Es bietet nicht nur Schutz vor kleinen Staubteilchen, sondern übersteht auch unbeschadet Stürze aus einer Höhe von bis zu 1,2 Metern* (MIL-STD 810G). Zudem ist es gemäß IP67-Zertifizierung staub- und wassergeschützt bis zu einem Meter Wassertiefe und 30 Minuten** Dauer. Mit gerade einmal 9,95 Millimeter und 154 Gramm ist es für ein Outdoor-Smartphone verblüffend schlank und fällt durch sein elegantes Design auf. Trotz der kompakten Maße bietet das GALAXY Xcover 3 viele technische Raffinessen. Haptische Bedienelemente – Home-, Menü- und Zurückknöpfe – erleichtern die Nutzung unter widrigen Bedingungen wie Feuchte oder Kälte. Die neue Xcover-Taste ermöglicht den Sofortzugriff auf wichtige Funktionen: Drücken Nutzer einmal kurz darauf, aktivieren Sie beispielsweise das LED-Licht, um sich auch im Dunkeln zu orientieren. Ein langer Knopfdruck öffnet unmittelbar die Kamera, damit Nutzer spontane Fotogelegenheiten nicht verpassen – und das nicht nur im Trockenen. Der Unterwassermodus erlaubt bei kleinen Tauchgängen Aufnahmen von unvergesslichen Momenten. GALAXY Xcover 3: Steckt viel ein, sieht schick aus.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
034,24394206,034_24394206,Sony Xperia Z3,Sony Xperia Z3,,,color,Black,color,Schwarz,,,https://uk.icecat.biz/en/p/sony/1288-1977/smartphones-7311271484417-Sony-Xperia-Z3-16GB-4G-Black-24394206.html,http://images.icecat.biz/img/norm/high/24394206-8583.jpg,http://images.icecat.biz/img/norm/medium/24394211-4472.jpg,"Dive into new experiences Xperia Z3 is the smartphone that does more and goes further – whether further is a run in the rain or a dive into the pool on a sunny summer holiday. With the highest waterproof rating*, you can find your way in a downpour, take pictures underwater or just wipe off your phone after an unexpected spill. Combined with a super-slim body and aluminium frame, Xperia Z3 is the Android smartphone that teams durability with beauty. Your best moments deserve more than dark, blurry shots. Years of Sony camera expertise have been brought to Xperia Z3, a premium phone with Cyber-shot and Handycam technologies. So you can capture the laughter in any light, shoot steady videos on the move and take crisp shots underwater. And when you want to make great pictures and videos even better? You can unleash your creativity with our widest ever choice of unique Xperia camera apps. It’s our best smartphone camera yet, to make sure your memories are as vibrant as real life.","Gut gewappnet Raue Umgebungen oder staubige Luft, für diese Herausforderungen zeigt sich das SAMSUNG GALAXY Xcover 3 gut gewappnet. Es bietet nicht nur Schutz vor kleinen Staubteilchen, sondern übersteht auch unbeschadet Stürze aus einer Höhe von bis zu 1,2 Metern* (MIL-STD 810G). Zudem ist es gemäß IP67-Zertifizierung staub- und wassergeschützt bis zu einem Meter Wassertiefe und 30 Minuten** Dauer. Mit gerade einmal 9,95 Millimeter und 154 Gramm ist es für ein Outdoor-Smartphone verblüffend schlank und fällt durch sein elegantes Design auf. Trotz der kompakten Maße bietet das GALAXY Xcover 3 viele technische Raffinessen. Haptische Bedienelemente – Home-, Menü- und Zurückknöpfe – erleichtern die Nutzung unter widrigen Bedingungen wie Feuchte oder Kälte. Die neue Xcover-Taste ermöglicht den Sofortzugriff auf wichtige Funktionen: Drücken Nutzer einmal kurz darauf, aktivieren Sie beispielsweise das LED-Licht, um sich auch im Dunkeln zu orientieren. Ein langer Knopfdruck öffnet unmittelbar die Kamera, damit Nutzer spontane Fotogelegenheiten nicht verpassen – und das nicht nur im Trockenen. Der Unterwassermodus erlaubt bei kleinen Tauchgängen Aufnahmen von unvergesslichen Momenten. GALAXY Xcover 3: Steckt viel ein, sieht schick aus.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
035,22196533,035_22196533,TomTom Multi-Sport Cardio,TomTom Multi-Sport Cardio,,,color,White,color,Weiß,,,https://uk.icecat.biz/en/p/tomtom/1rh0.001.03/sport-watches-0636926069854-TomTom-Multi-Sport-Cardio-22196533.html,http://images.icecat.biz/img/norm/high/24495842-3074.jpg,http://images.icecat.biz/img/norm/medium/24394211-4472.jpg,"Multi-platform compatibility Get accurate heart-rate information without the need for a separate chest strap. Your heart rate is measured through a sensor in the watch that monitors changes in the blood flow in your wrist. This is done by shining light through the skin and detecting the changing light reflections. See real-time running, cycling and swimming information at a glance. Track your distance, time, pace, speed and calories burnt as you train on an extra-large display. Select a zone to match your training goal and always know whether you need to speed up or slow down.Heart rate monitoring is the single most accurate means to understand how your body is responding to exercise.","Innovative Technologie Erhalten Sie genaue Informationen zu Ihrer Herzfrequenz, ohne einen separaten Brustgurt tragen zu müssen. Ihre Herzfrequenz wird mithilfe eines Sensors in der Uhr gemessen, der Änderungen des Blutflusses an Ihrem Handgelenk feststellt. Dabei wird Licht durch die Haut geleitet, um Veränderungen bei den Lichtreflexionen festzustellen. Sehen Sie Echtzeitinformationen zu Ihrem Lauf, Ihrer Rad- und Schwimmeinheit auf einen Blick. Verfolgen Sie Ihre Distanz, Zeit, Ihr Tempo, Ihre Geschwindigkeit und Ihre verbrannten Kalorien während des Trainings auf einem extragroßen Display. Unabhängige Tests ergaben, dass der eingebaute Herzfrequenzmesser im Vergleich zur Elektrokardiografie „extrem präzise“ arbeitet. Die Überwachung der Herzfrequenz ist die beste Methode, um zu verstehen, wie Ihr Körper auf das Training reagiert.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
035,22196536,035_22196536,TomTom Multi-Sport Cardio,TomTom Multi-Sport Cardio,,,color,Black,color,Schwarz,,,https://uk.icecat.biz/en/p/tomtom/1rh0.001.02/sport-watches-0636926068772-TomTom-Multi-Sport-Cardio-22196536.html,http://images.icecat.biz/img/norm/high/24495842-3074.jpg,http://images.icecat.biz/img/norm/medium/24394211-4472.jpg,"Multi-platform compatibility Get accurate heart-rate information without the need for a separate chest strap. Your heart rate is measured through a sensor in the watch that monitors changes in the blood flow in your wrist. This is done by shining light through the skin and detecting the changing light reflections. See real-time running, cycling and swimming information at a glance. Track your distance, time, pace, speed and calories burnt as you train on an extra-large display. Select a zone to match your training goal and always know whether you need to speed up or slow down.Heart rate monitoring is the single most accurate means to understand how your body is responding to exercise.","Innovative Technologie Erhalten Sie genaue Informationen zu Ihrer Herzfrequenz, ohne einen separaten Brustgurt tragen zu müssen. Ihre Herzfrequenz wird mithilfe eines Sensors in der Uhr gemessen, der Änderungen des Blutflusses an Ihrem Handgelenk feststellt. Dabei wird Licht durch die Haut geleitet, um Veränderungen bei den Lichtreflexionen festzustellen. Sehen Sie Echtzeitinformationen zu Ihrem Lauf, Ihrer Rad- und Schwimmeinheit auf einen Blick. Verfolgen Sie Ihre Distanz, Zeit, Ihr Tempo, Ihre Geschwindigkeit und Ihre verbrannten Kalorien während des Trainings auf einem extragroßen Display. Unabhängige Tests ergaben, dass der eingebaute Herzfrequenzmesser im Vergleich zur Elektrokardiografie „extrem präzise“ arbeitet. Die Überwachung der Herzfrequenz ist die beste Methode, um zu verstehen, wie Ihr Körper auf das Training reagiert.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
036,30964018,036_30964018,Samsung Gear 2 Classic,Samsung Gear 2 Classic,,,color,Platinum,color,Platinum,,,https://uk.icecat.biz/en/p/samsung/sm-r7320wdabtu/smartwatches-Samsung-Gear-S2-Classic-1-2-SAMOLED-40-8g-Platinum-30964018.html,http://images.icecat.biz/img/gallery/30964018_3517.jpg,http://images.icecat.biz/img/gallery/30964018_3517.jpg,"S Health Taking charge of your health is easy with Gear S2. Track your daily activity levels, heart rate and water vs. caffeine intake. Continue to stay fit with timely motivational messages.Stay in the loop, keep fit and even buy a latte with Gear S2. And when it's time for a recharge, simply place it on the wireless charging dock. We've partnered up with a growing portfolio of amazing apps to make Gear S2 work for you. From going the distance to keeping your home secure, everything is possible. Gear S2 comes full circle with a durable stainless steel body that sits slim and sleek on your wrist. Customizing the watch face and changing watch bands is so easy, it's a device for all occasions. Enrich your mobile life with LINE, a global messaging app that's both fast and easy to use. Browse reviews to find the most highly recommended local businesses including restaurants, bars, shops and more. Pay for your coffee or grab a quick bite with a wave of your arm. Hold your wrist near the NFC reader and you're done.","S Health In einer wunderbaren Partnerschaft bringt Alessandro Mendini seinen Geschmack, Humor und Farbsinn in die Gestaltung der Gear S2 ein. Das Ergebnis ist eine Reihe von Zifferblättern und Armbändern, die Ihren persönlichen Stil zum Ausdruck bringen. Die wesentlichen Smartphone-Funktionen sind mit einer einfachen Drehung an der Gear S2 verfügbar. Drehen Sie leicht an der Blende, um lange E-Mails zu durchblättern, eine Karte zu vergrössern oder bei der Musikwiedergabe ein Stück zu überspringen. Mit jeder Drehung wird das Leben noch interessanter und bunter. Bleiben Sie auf dem Laufenden und fit. Und wenn es Zeit ist, die Smartwatch wieder aufzuladen, stellen Sie sie einfach auf eine drahtlose Ladestation.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
036,30964019,036_30964019,Samsung Gear 2 Classic,Samsung Gear 2 Classic,,,color,Pink,color,Pink,,,https://uk.icecat.biz/en/p/samsung/sm-r7320zdabtu/smartwatches-Samsung-Gear-S2-Classic-1-2-SAMOLED-40-8g-Gold-Pink-30964019.html,http://images.icecat.biz/img/gallery/30964019_0205.jpg,http://images.icecat.biz/img/gallery/30964018_3517.jpg,"S Health Taking charge of your health is easy with Gear S2. Track your daily activity levels, heart rate and water vs. caffeine intake. Continue to stay fit with timely motivational messages.Stay in the loop, keep fit and even buy a latte with Gear S2. And when it's time for a recharge, simply place it on the wireless charging dock. We've partnered up with a growing portfolio of amazing apps to make Gear S2 work for you. From going the distance to keeping your home secure, everything is possible. Gear S2 comes full circle with a durable stainless steel body that sits slim and sleek on your wrist. Customizing the watch face and changing watch bands is so easy, it's a device for all occasions. Enrich your mobile life with LINE, a global messaging app that's both fast and easy to use. Browse reviews to find the most highly recommended local businesses including restaurants, bars, shops and more. Pay for your coffee or grab a quick bite with a wave of your arm. Hold your wrist near the NFC reader and you're done.","S Health In einer wunderbaren Partnerschaft bringt Alessandro Mendini seinen Geschmack, Humor und Farbsinn in die Gestaltung der Gear S2 ein. Das Ergebnis ist eine Reihe von Zifferblättern und Armbändern, die Ihren persönlichen Stil zum Ausdruck bringen. Die wesentlichen Smartphone-Funktionen sind mit einer einfachen Drehung an der Gear S2 verfügbar. Drehen Sie leicht an der Blende, um lange E-Mails zu durchblättern, eine Karte zu vergrössern oder bei der Musikwiedergabe ein Stück zu überspringen. Mit jeder Drehung wird das Leben noch interessanter und bunter. Bleiben Sie auf dem Laufenden und fit. Und wenn es Zeit ist, die Smartwatch wieder aufzuladen, stellen Sie sie einfach auf eine drahtlose Ladestation.",1,1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz.",
