slug,variant_id,sku,name.en_US,manufacturer_name,product_id,image_big,image_small,category_id,category_key,xml_url,on_market,on_market_countries_set,icecat_last_updated,name.de_DE,license
151_fujitsu_u745,1,29853938,U745,Fujitsu,VFY:U7450M75BBNC,http://images.icecat.biz/img/gallery/29853938_0399.jpg,http://images.icecat.biz/img/gallery_lows/29853938_0399.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/29853938.xml,1,SE;DK;NL;FI;DE;NO,2016-01-16T23:23:52.000Z,U745,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_hp_1012-g1,1,30375360,1012 G1,HP,L5H02EA,http://images.icecat.biz/img/gallery/30375360_9317.jpg,http://images.icecat.biz/img/gallery_lows/30375360_9317.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/30375360.xml,1,NL;AT;US;BE;DE;IE;DK;IT;GB;NO,2016-02-08T16:45:43.000Z,1012 G1,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_hp_11-g4,1,28548759,11 G4,HP,P0B78UT,http://images.icecat.biz/img/gallery/28548759_7299.jpg,http://images.icecat.biz/img/gallery_lows/28548759_7299.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/28548759.xml,1,NL;DE;US,2016-01-05T21:51:58.000Z,11 G4,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_hp_250-g4,1,28463875,250 G4,HP,N2S70UT,http://images.icecat.biz/img/gallery/28463875_3850.jpg,http://images.icecat.biz/img/gallery_lows/28463875_3850.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/28463875.xml,1,NL;DE;US,2015-12-31T15:21:27.000Z,250 G4,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_hp_255-g4,1,29406168,255 G4,HP,N0Z85EA,http://images.icecat.biz/img/gallery/29406168_5228.jpg,http://images.icecat.biz/img/gallery_lows/29406168_5228.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/29406168.xml,1,NL;DK;NO;ES;DE;IT;FI;FR;SE,2016-02-11T08:55:29.000Z,255 G4,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_hp_g3,1,29750512,G3,HP,P4P61EA,http://images.icecat.biz/img/gallery/29750512_3315.jpg,http://images.icecat.biz/img/gallery_lows/29750512_3315.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/29750512.xml,1,IT;AT;SE;FR;DK;NO;FI;DE;NL,2016-02-04T09:26:50.000Z,G3,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_lenovo_b70-80,1,27104941,B70-80,Lenovo,80MR0008IX,http://images.icecat.biz/img/norm/high/27104941-2019.jpg,http://images.icecat.biz/img/norm/low/27104941-2019.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/27104941.xml,1,NL;DE;IT,2016-01-17T00:51:13.000Z,B70-80,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_lenovo_g50-80,1,29376694,G50-80,Lenovo,80L000JNFR,http://images.icecat.biz/img/norm/high/29376694-2836.jpg,http://images.icecat.biz/img/norm/low/29376694-2836.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/29376694.xml,1,FR;DE;NL,2016-01-05T21:52:55.000Z,G50-80,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_lenovo_n21,1,26058615,N21,Lenovo,80MG0001US,http://images.icecat.biz/img/norm/high/26058615-945.jpg,http://images.icecat.biz/img/norm/low/26058615-945.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/26058615.xml,1,DE;US;NL;GB;CA,2016-01-05T21:36:15.000Z,N21,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_lenovo_yoga-2-13,1,28467014,Yoga 2 13,Lenovo,59442414,http://images.icecat.biz/img/gallery/28467014_1586.jpg,http://images.icecat.biz/img/gallery_lows/28467014_1586.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/28467014.xml,1,DE;NL;IT,2016-02-08T10:06:52.000Z,Yoga 2 13,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_lenovo_yoga-500-15,1,29755564,Yoga 500 15,Lenovo,80N7000WIX,http://images.icecat.biz/img/gallery/29755564_4683.jpg,http://images.icecat.biz/img/gallery_lows/29755564_4683.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/29755564.xml,1,IT;GB;NL;DE,2016-01-05T21:58:28.000Z,Yoga 500 15,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_toshiba_c55dt-b5153,1,26512671,C55DT-B5153,Toshiba,PSCN6U-009008,http://images.icecat.biz/img/gallery/26512671_0915.jpg,http://images.icecat.biz/img/gallery_lows/26512671_0915.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/26512671.xml,1,NL;US;DE,2016-01-17T19:29:08.000Z,C55DT-B5153,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_toshiba_c70-c-1fv,1,30783507,C70-C-1FV,Toshiba,PSCSFE-01200YBT,http://images.icecat.biz/img/gallery/30783507_6798.jpg,http://images.icecat.biz/img/gallery_lows/30783507_6798.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/30783507.xml,1,DE;BE,2016-01-21T23:48:58.000Z,C70-C-1FV,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_toshiba_c75d-c7232,1,27277017,C75D-C7232,Toshiba,PSCSWU-01L014,http://images.icecat.biz/img/gallery/27277017_3967.jpg,http://images.icecat.biz/img/gallery_lows/27277017_3967.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/27277017.xml,1,DE;US;NL,2016-01-17T18:17:40.000Z,C75D-C7232,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
151_toshiba_z30-c-10n,1,30579515,Z30-C-10N,Toshiba,PT263E-008005EN,http://images.icecat.biz/img/gallery/30579515_0048.jpg,http://images.icecat.biz/img/gallery_lows/30579515_0048.jpg,151,43171801,http://data.icecat.biz/export/freexml/INT/30579515.xml,1,IE;US;GB;NL;DE,2016-02-08T09:54:26.000Z,Z30-C-10N,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_acer_m2610,1,26427900,M2610,Acer,DT.X0CEG.003,http://images.icecat.biz/img/norm/high/26427900-4898.jpg,http://images.icecat.biz/img/norm/low/26427900-4898.jpg,153,43171803,http://data.icecat.biz/export/freexml/INT/26427900.xml,1,AT;BE;IT;DE;GB;FR;NL,2016-01-17T00:47:24.000Z,M2610,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_acer_m6640g,1,29885591,M6640G,Acer,DT.VN1EH.002,http://images.icecat.biz/img/gallery/29885591_7502.jpg,http://images.icecat.biz/img/gallery_lows/29885591_7502.jpg,153,43171803,http://data.icecat.biz/export/freexml/INT/29885591.xml,1,BE;NL,2016-01-17T10:40:19.000Z,M6640G,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_asus_m32ad-be009t,1,29911080,M32AD-BE009T,ASUS,90PD00U3-M13160,http://images.icecat.biz/img/gallery/29911080_4527.jpg,http://images.icecat.biz/img/gallery_lows/29911080_4527.jpg,153,43171803,http://data.icecat.biz/export/freexml/INT/29911080.xml,1,DE;BE;NL,2016-01-02T08:46:36.000Z,M32AD-BE009T,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_dell_3020,1,24403939,3020,DELL,3020-8927,http://images.icecat.biz/img/norm/high/24403939-7044.jpg,http://images.icecat.biz/img/norm/low/24403939-7044.jpg,153,43171803,http://data.icecat.biz/export/freexml/INT/24403939.xml,1,FR;CH;AF;IS;AT;DE;NL;FI;BE,2015-12-31T11:08:39.000Z,3020,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_dell_9020,1,27128227,9020,DELL,9020-5724,http://images.icecat.biz/img/norm/high/27128227-1880.jpg,http://images.icecat.biz/img/norm/low/27128227-1880.jpg,153,43171803,http://data.icecat.biz/export/freexml/INT/27128227.xml,1,FR;NL;AT;DE;FI,2016-01-01T00:55:38.000Z,9020,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_fujitsu_e420,1,29804739,E420,Fujitsu,VFY:E0420P751OBE,http://images.icecat.biz/img/gallery/29804739_5216.jpg,http://images.icecat.biz/img/gallery_lows/29804739_5216.jpg,153,43171803,http://data.icecat.biz/export/freexml/INT/29804739.xml,1,NL;DE;BE,2015-12-31T11:48:52.000Z,E420,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_fujitsu_e920,1,29804808,E920,Fujitsu,VFY:E0920P75SGBE,http://images.icecat.biz/img/gallery/29804808_8209.jpg,http://images.icecat.biz/img/gallery_lows/29804808_8209.jpg,153,43171803,http://data.icecat.biz/export/freexml/INT/29804808.xml,1,DE;BE;NL,2015-12-31T13:42:42.000Z,E920,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_fujitsu_m740,1,29374842,M740,Fujitsu,VFY:M7400W580CBE,http://images.icecat.biz/img/gallery/29374842_2706.jpg,http://images.icecat.biz/img/gallery_lows/29374842_2706.jpg,153,43171803,http://data.icecat.biz/export/freexml/INT/29374842.xml,1,DE;BE;NL,2015-12-29T17:53:05.000Z,M740,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_fujitsu_p420,1,29804957,P420,Fujitsu,VFY:P0420P75BOBE,http://images.icecat.biz/img/gallery/29804957_0651.jpg,http://images.icecat.biz/img/gallery_lows/29804957_0651.jpg,153,43171803,http://data.icecat.biz/export/freexml/INT/29804957.xml,1,FR;NL;BE;DE,2015-12-31T11:48:55.000Z,P420,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_fujitsu_r940,1,29374843,R940,Fujitsu,VFY:R9400W581BBE,http://images.icecat.biz/img/gallery/29374843_2898.jpg,http://images.icecat.biz/img/gallery_lows/29374843_2898.jpg,153,43171803,http://data.icecat.biz/export/freexml/INT/29374843.xml,1,DE;BE;NL,2015-12-29T18:22:56.000Z,R940,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_hp_230-twr,1,25885453,230 TWR,HP,J9B38ET,http://images.icecat.biz/img/gallery/26452302_4564.jpg,,153,43171803,http://data.icecat.biz/export/freexml/INT/25885453.xml,1,GB;FR;AT;IT;DE;NL,2016-01-02T08:45:18.000Z,230 TWR,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_hp_280-g1,1,29406823,280 G1,HP,N9E78EA,http://images.icecat.biz/img/gallery/29406823_8847.jpg,http://images.icecat.biz/img/gallery_lows/29406823_8847.jpg,153,43171803,http://data.icecat.biz/export/freexml/INT/29406823.xml,1,PL;US;IT;IE;NL;NO;RU;SE;DK;GB;DE;AT,2016-01-16T23:12:10.000Z,280 G1,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_hp_400-g25-sff,1,28552654,400 G2.5 SFF,HP,M3X11EA,http://images.icecat.biz/img/gallery/29238957_7534.jpg,http://images.icecat.biz/img/gallery_lows/29238957_7534.jpg,153,43171803,http://data.icecat.biz/export/freexml/INT/28552654.xml,1,NL;CH;GB;US;RU;DE;IT;FI,2016-01-16T23:02:19.000Z,400 G2.5 SFF,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
153_hp_400-g3-mt,1,29891383,400 G3 MT,HP,P5K01EA,http://images.icecat.biz/img/gallery/29891069_9293.jpg,,153,43171803,http://data.icecat.biz/export/freexml/INT/29891383.xml,1,NO;DK;IE;RU;US;GB;SE;CZ;DE;NL;BE;HU,2015-12-30T16:54:41.000Z,400 G3 MT,"The CSV icecat_products.csv is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see https://www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view https://www.icecat.biz."
