"slug","variantId","sku","image_quality","lens_system","focus","shutter","Video","short_description-en","long_description-en","short_description-de","long_description-de"
"3073_sony_swr12","1","29634940",,,,,,,,,
"3073_sony_swr12","2","29634947",,,,,,,,,
"575_canon_1200d-ef-s-18-55mm","1","21751902","18 MP","18 - 55 mm","TTL","1/4000 s","true","Canon EOS 1200D + EF-S 18-55mm, Auto, Cloudy, Custom modes, Daylight, Flash, Fluorescent, Shade, Tungsten, Close-up (macro), Landscape, Night portrait, Portrait, Sports, Aperture priority, Manual, Shutter priority, Black&White, Electrical, Battery","Canon 1200D + EF-S 18-55mm, EOS. Megapixel: 18 MP, Camera type: SLR Camera Kit, Sensor type: CMOS. Focal length range (f-f): 18 - 55 mm, Minimum focal length (35mm film equiv): 2.9 cm, Maximum focal length (35mm film equiv): 8.8 cm. Focus: TTL, Auto focusing (AF) modes: Servo Auto Focus, Closest focusing distance: 0.25 m. ISO sensitivity: 100, 200, 400, 800, 1600, 3200, 6400, 12800, Auto, Light exposure modes: Auto, Manual, Light exposure correction: ±5EV (1/2; 1/3 EV step). Fastest camera shutter speed: 1/4000 s, Slowest camera shutter speed: 30 s, Camera shutter type: Electronic","Canon EOS 1200D + EF-S 18-55mm, Auto, wolkig, Benutzerdefinierte Modi, Tageslicht, Flash, fluorisierend, Schatten, Wolfram, Close-up (Makro), Landschaft, Nachtporträt, Porträt, Sport, Zeitautomatik, Manuell, Blendenautomatik, Schwarz&Weiss, Electrical, Batterie/Akku","Canon 1200D + EF-S 18-55mm, EOS. Kamerabildpunkte: 18 MP, Kamera-Typ: SLR-Kamera-Set, Sensor-Typ: CMOS. Brennweitenbereich: 18 - 55 mm, Minimum Brennweite (35mm film equiv): 2,9 cm, Maximum Brennweite (35mm film equiv): 8,8 cm. Fokus: TTL, Autofokus (AF)-Modi: Servo Auto Focus, Naheinstellgrenze: 0,25 m. ISO-Empfindlichkeit: 100, 200, 400, 800, 1600, 3200, 6400, 12800, Auto, Belichtungstyp: Auto, Manuell, Belichtungskorrektur: ±5EV (1/2; 1/3 EV step). Längste Verschlusszeit: 1/4000 s, Kürzeste Verschlusszeit: 30 s, Maximale Strecke (außen): Elektronisch"
"575_canon_160","1","25905585","20 MP","8 x","TTL","1/2000 s","true","Canon IXUS 160, Auto, Cloudy, Daylight, Fluorescent, Fluorescent H, Fireworks, Portrait, Snow, Black&White, Vivid, Battery, Compact camera, TTL","Canon 160, IXUS. Megapixel: 20 MP, Camera type: Compact camera, Image sensor size: 1/2.3"". Optical zoom: 8x, Digital zoom: 4x, Focal length range (f-f): 5 - 40 mm. Focus: TTL, Focus adjustment: Auto, Auto focusing (AF) modes: Continuous Auto Focus, Servo Auto Focus, Single Auto Focus, Tracking Auto Focus. ISO sensitivity: 100, 200, 400, 800, 1600, Auto, Light exposure correction: ± 2EV (1/3EV step), Light metering: Centre-weighted, Evaluative (Multi-pattern), Spot. Fastest camera shutter speed: 1/2000 s, Slowest camera shutter speed: 15 s","Canon EOS Rebel SL1 + EF-S 18-55mm, Auto, wolkig, Tageslicht, Flash, Fluoreszierend L, Schatten, Sunny, Wolfram, Kerzenlicht, Kinder, Close-up (Makro), Landschaft, Nachtporträt, Porträt, Sport, Zeitautomatik, Auto, Manuell, Bild, Programm, Scene, Blendenautomatik, Schwarz&Weiss, Bild, Einzelbild, Optisch","Canon Rebel SL1 + EF-S 18-55mm, EOS. Kamerabildpunkte: 18 MP, Kamera-Typ: SLR-Kamera-Set, Sensor-Typ: CMOS. Brennweitenbereich: 18 - 55 mm, Minimum Brennweite (35mm film equiv): 2,9 cm, Maximum Brennweite (35mm film equiv): 8,8 cm. Fokus: TTL, Autofokus (AF)-Modi: Gesichtserkennung, Multi Point Auto Focus, Servo Auto Focus, Einzelbild-Autofokus, Nachlauf Auto-Fok, Naheinstellgrenze: 0,25 m. ISO-Empfindlichkeit: 100, 200, 400, 800, 1600, 3200, 6400, 12800, Belichtungstyp: Zeitautomatik AE, Auto, Manuell, Blendenautomatik AE, Belichtungssteuerung: Programm AE. Längste Verschlusszeit: 1/4000 s, Kürzeste Verschlusszeit: 30 s, Maximale Strecke (außen): Mechanisch"
"575_canon_165","1","25904598","20 MP","8 x","TTL","1/2000 s","true","Canon IXUS 165, Auto, Cloudy, Daylight, Fluorescent, Fluorescent H, Tungsten, Fireworks, Portrait, Self-portrait, Black&White, Vivid, Movie, Single image, Battery, Compact camera","Canon 165, IXUS. Megapixel: 20 MP, Camera type: Compact camera, Image sensor size: 1/2.3"". Optical zoom: 8x, Digital zoom: 4x, Focal length range (f-f): 5 - 40 mm. Focus: TTL, Auto focusing (AF) modes: Continuous Auto Focus, Servo Auto Focus, Single Auto Focus, Tracking Auto Focus, Closest focusing distance: 0.01 m. ISO sensitivity: 100, 200, 400, 800, 1600, Auto, Light exposure modes: Auto, Light exposure control: Program AE. Fastest camera shutter speed: 1/2000 s, Slowest camera shutter speed: 15 s","Canon IXUS 160, Auto, wolkig, Tageslicht, fluorisierend, Fluoreszierend H, Feuerwerk, Porträt, Schnee, Schwarz&Weiss, lebendig, Batterie/Akku, Kompaktkamera, TTL","Canon 160, IXUS. Kamerabildpunkte: 20 MP, Kamera-Typ: Kompaktkamera, Größe des Bildsensors: 1/2.3"". Optischer Zoom: 8x, Digitaler Zoom: 4x, Brennweitenbereich: 5 - 40 mm. Fokus: TTL, Fokus-Apassung: Auto, Autofokus (AF)-Modi: Kontinuierlicher Autofocus, Servo Auto Focus, Einzelbild-Autofokus, Nachlauf Auto-Fokus. ISO-Empfindlichkeit: 100, 200, 400, 800, 1600, Auto, Belichtungskorrektur: ± 2EV (1/3EV step), Belichtungsmessung: Mittenbetonte, Evaluativ (Mehrfeld), Spot. Längste Verschlusszeit: 1/2000 s, Kürzeste Verschlusszeit: 15 s"
"575_canon_285-hs","1","30688700","20,2 MP","12 x","TTL","1/2000 s","true","Canon IXUS 285 HS, Auto, Manual, Black&White, Negative film, Positive film, Sepia, Vivid, Movie, Single image, Slide show, Battery, Compact camera, TTL","Canon 285 HS, IXUS. Megapixel: 20.2 MP, Camera type: Compact camera, Image sensor size: 1/2.3"". Optical zoom: 12x, Digital zoom: 4x, Focal length range (f-f): 4.5 - 54 mm. Focus: TTL, Focus adjustment: Auto/Manual, Auto focusing (AF) modes: AI Focus. ISO sensitivity: 80, 100, 200, 400, 800, 1600, Auto, Light exposure modes: Auto, Manual, Light exposure correction: ± 2EV (1/3EV step). Fastest camera shutter speed: 1/2000 s, Slowest camera shutter speed: 15 s","Canon IXUS 165, Auto, wolkig, Tageslicht, fluorisierend, Fluoreszierend H, Wolfram, Feuerwerk, Porträt, Selbstportrait, Schwarz&Weiss, lebendig, Bild, Einzelbild, Batterie/Akku, Kompaktkamera","Canon 165, IXUS. Kamerabildpunkte: 20 MP, Kamera-Typ: Kompaktkamera, Größe des Bildsensors: 1/2.3"". Optischer Zoom: 8x, Digitaler Zoom: 4x, Brennweitenbereich: 5 - 40 mm. Fokus: TTL, Autofokus (AF)-Modi: Kontinuierlicher Autofocus, Servo Auto Focus, Einzelbild-Autofokus, Nachlauf Auto-Fokus, Naheinstellgrenze: 0,01 m. ISO-Empfindlichkeit: 100, 200, 400, 800, 1600, Auto, Belichtungstyp: Auto, Belichtungssteuerung: Programm AE. Längste Verschlusszeit: 1/2000 s, Kürzeste Verschlusszeit: 15 s"
"575_canon_g9-x","1","30021637","20,2 MP","3 x","TTL","1/2000 s","false","Canon PowerShot G9 X, Auto, Cloudy, Custom modes, Daylight, Flash, Fluorescent, Fluorescent H, Shade, Tungsten, Underwater, Fireworks, Landscape, Night, Portrait, Aperture priority, Auto, Manual, Shutter priority, Black&White, Neutral, Positive film, Sepia, Skin tones, Vivid, Highlights, Movie, Single image, Slide show, Battery","Canon G9 X, PowerShot. Megapixel: 20.2 MP, Camera type: Compact camera, Image sensor size: 1"". Optical zoom: 3x, Digital zoom: 4x, Focal length range (f-f): 10.2 - 30.6 mm. Focus: TTL, Focus adjustment: Auto/Manual, Auto focusing (AF) modes: Continuous Auto Focus, Servo Auto Focus. ISO sensitivity: 125, 160, 200, 250, 320, 400, 500, 640, 800, 1000, 1250, 1600, 2000, 2500, 3200, 4000, 5000, 6400, 1, Light exposure modes: Auto, Manual, Light exposure control: Program AE. Fastest camera shutter speed: 1/2000 s, Slowest camera shutter speed: 30 s","Canon PowerShot G9 X, Auto, wolkig, Benutzerdefinierte Modi, Tageslicht, Flash, fluorisierend, Fluoreszierend H, Schatten,, Feuerwerk, Landschaft, Nacht, Porträt, Zeitautomatik, Auto, Manuell, Blendenautomatik, Schwarz&Weiss, Neutral, Positiver Film, Sepia, Hautfarben, lebendig, Highlights, Bild, Einzelbild, Diashow, Batterie/Akku","Canon G9 X, PowerShot. Kamerabildpunkte: 20,2 MP, Kamera-Typ: Kompaktkamera, Größe des Bildsensors: 1"". Optischer Zoom: 3x, Digitaler Zoom: 4x, Brennweitenbereich: 10,2 - 30,6 mm. Fokus: TTL, Fokus-Apassung: Auto/Manuell, Autofokus (AF)-Modi: Kontinuierlicher Autofocus, Servo Auto Focus. ISO-Empfindlichkeit: 125, 160, 200, 250, 320, 400, 500, 640, 800, 1000, 1250, 1600, 2000, 2500, 3200, 4000, 5000, 6400, 1, Belichtungstyp: Auto, Manuell, Belichtungssteuerung: Programm AE. Längste Verschlusszeit: 1/2000 s, Kürzeste Verschlusszeit: 30 s"
"575_canon_rebel-sl1-ef-s-18-55mm","1","18146996","18 MP","18 - 55 mm","TTL","1/4000 s","true","Canon EOS Rebel SL1 + EF-S 18-55mm, Auto, Cloudy, Daylight, Flash, Fluorescent L, Shade, Sunny, Tungsten, Candlelight, Children, Close-up (macro), Landscape, Night portrait, Portrait, Sports, Aperture priority, Auto, Manual, Movie, Program, Scene, Shutter priority, Black&White, Movie, Single image, Optical","Canon Rebel SL1 + EF-S 18-55mm, EOS. Megapixel: 18 MP, Camera type: SLR Camera Kit, Sensor type: CMOS. Focal length range (f-f): 18 - 55 mm, Minimum focal length (35mm film equiv): 2.9 cm, Maximum focal length (35mm film equiv): 8.8 cm. Focus: TTL, Auto focusing (AF) modes: Face detection, Multi Point Auto Focus, Servo Auto Focus, Single Auto Focus, Tracking Auto Focus, Closest focusing distance: 0.25 m. ISO sensitivity: 100, 200, 400, 800, 1600, 3200, 6400, 12800, Light exposure modes: Aperture priority AE, Auto, Manual, Shutter priority AE, Light exposure control: Program AE. Fastest camera shutter speed: 1/4000 s, Slowest camera shutter speed: 30 s, Camera shutter type: Mechanical","Canon PowerShot SX610 HS, Auto, wolkig, Benutzerdefinierte Modi, Tageslicht, fluorisierend, Fluoreszierend H, Wolfram, Feuerwerk, Nacht, Porträt, Schwarz&Weiss, lebendig, Bild, Einzelbild, Batterie/Akku, Kompaktkamera","Canon SX610 HS, PowerShot. Kamerabildpunkte: 20,2 MP, Kamera-Typ: Kompaktkamera, Größe des Bildsensors: 1/2.3"". Optischer Zoom: 18x, Digitaler Zoom: 4x, Brennweitenbereich: 4,5 - 81 mm. Fokus: TTL, Fokus-Apassung: Auto/Manuell, Autofokus (AF)-Modi: Einzelbild-Autofokus. ISO-Empfindlichkeit: 100, 200, 400, 800, 1600, 3200, Auto, Belichtungstyp: Zeitautomatik AE, Belichtungssteuerung: Programm AE. Längste Verschlusszeit: 1/2000 s, Kürzeste Verschlusszeit: 15 s"
"575_canon_sx610-hs","1","25904691","20,2 MP","18 x","TTL","1/2000 s","true","Canon PowerShot SX610 HS, Auto, Cloudy, Custom modes, Daylight, Fluorescent, Fluorescent H, Tungsten, Fireworks, Night, Portrait, Black&White, Vivid, Movie, Single image, Battery, Compact camera","Canon SX610 HS, PowerShot. Megapixel: 20.2 MP, Camera type: Compact camera, Image sensor size: 1/2.3"". Optical zoom: 18x, Digital zoom: 4x, Focal length range (f-f): 4.5 - 81 mm. Focus: TTL, Focus adjustment: Auto/Manual, Auto focusing (AF) modes: Single Auto Focus. ISO sensitivity: 100, 200, 400, 800, 1600, 3200, Auto, Light exposure modes: Aperture priority AE, Light exposure control: Program AE. Fastest camera shutter speed: 1/2000 s, Slowest camera shutter speed: 15 s","Fujifilm FinePix XP80, Auto, Strand, Blume, Landschaft, Nacht, Party (innen), Porträt, Schnee, Sport, Sonnenuntergang, Unterwasse, Bild, Einzelbild, Diashow, Batterie/Akku, Kompaktkamera, TTL","Fujifilm XP80, FinePix. Kamerabildpunkte: 16,4 MP, Kamera-Typ: Kompaktkamera, Größe des Bildsensors: 1/2.3"". Optischer Zoom: 5x, Digitaler Zoom: 2x, Brennweitenbereich: 5 - 25 mm. Fokus: TTL, Autofokus (AF)-Modi: Kontinuierlicher Autofocus, Gesichtserkennung, Einzelbild-Autofokus, Normaler Fokusbereich: 0.6 - ∞ / 1 - ∞. ISO-Empfindlichkeit: 100, 200, 400, 800, 1600, 3200, 6400, Auto, Belichtungssteuerung: Programm AE, Belichtungskorrektur: ± 2EV (1/3EV step). Längste Verschlusszeit: 1/2000 s, Kürzeste Verschlusszeit: 4 s"
"575_fujifilm_xp80","1","26224361","16,4 MP","5 x","TTL","1/2000 s","true","Fujifilm FinePix XP80, Auto, Beach, Flower, Landscape, Night, Party (indoor), Portrait, Snow, Sports, Sunset, Underwater, Movie, Single image, Slide show, Battery, Compact camera, TTL","Fujifilm XP80, FinePix. Megapixel: 16.4 MP, Camera type: Compact camera, Image sensor size: 1/2.3"". Optical zoom: 5x, Digital zoom: 2x, Focal length range (f-f): 5 - 25 mm. Focus: TTL, Auto focusing (AF) modes: Continuous Auto Focus, Face detection, Single Auto Focus, Normal focusing range: 0.6 - ∞ / 1 - ∞. ISO sensitivity: 100, 200, 400, 800, 1600, 3200, 6400, Auto, Light exposure control: Program AE, Light exposure correction: ± 2EV (1/3EV step). Fastest camera shutter speed: 1/2000 s, Slowest camera shutter speed: 4 s","Panasonic Lumix DMC-FT30, Auto, wolkig, Manuell, Tageslicht, Wolfram, Kompaktkamera, 1/2.33"", 4,5 - 18 mm, Auto, 0 - 23 °C","Panasonic DMC-FT30, Lumix. Kamerabildpunkte: 16,1 MP, Kamera-Typ: Kompaktkamera, Größe des Bildsensors: 1/2.33"". Optischer Zoom: 4x, Digitaler Zoom: 8x, Brennweitenbereich: 4,5 - 18 mm. Fokus-Apassung: Auto, Autofokus (AF)-Modi: Gesichtserkennung, Face tracking, Spot Auto Focus, Normaler Fokusbereich: 0.5. ISO-Empfindlichkeit: 1600, 400, 100, 800, 200, Belichtungstyp: Zeitautomatik AE, Belichtungssteuerung: Programm AE. Längste Verschlusszeit: 1/1300 s, Kürzeste Verschlusszeit: 8 s"
"575_panasonic_dmc-fz300","1","29393146","12,1 MP","24 x","TTL","1/16000 s","false","Panasonic Lumix DMC-FZ300, Auto, Cloudy, Daylight, Flash, Incandescent, Shade, Children, Food, Landscape, Night portrait, Portrait, Sunset, Black&White, Sepia, Vivid, Movie, Single image, Slide show, Thumbnails, Battery, Bridge camera","Panasonic DMC-FZ300, Lumix. Megapixel: 12.1 MP, Camera type: Bridge camera, Image sensor size: 1/2.3"". Optical zoom: 24x, Digital zoom: 4x, Focal length range (f-f): 4.5 - 108 mm. Focus adjustment: Auto/Manual, Auto focusing (AF) modes: Continuous Auto Focus, Face detection, Face tracking, Flexible Spot Auto Focus, Single Auto Focus, Normal focusing range: 0.3 - ∞ / 2.0 - ∞. ISO sensitivity: 100, 200, 400, 800, 1600, 3200, 6400, Auto, Light exposure modes: Aperture priority AE, Auto, Manual, Shutter priority AE, Light exposure control: Program AE. Fastest camera shutter speed: 1/16000 s, Slowest camera shutter speed: 60 s, Camera shutter type: Electronic, Mechanical","Panasonic Lumix DMC-FZ300, Auto, wolkig, Tageslicht, Flash, glühend, Schatten, Kinder, Food, Landschaft, Nachtporträt, Porträt, Sonnenuntergang, Schwarz&Weiss, Sepia, lebendig, Bild, Einzelbild, Diashow, Thumbnails, Batterie/Akku, Brückenkamera","Panasonic DMC-FZ300, Lumix. Kamerabildpunkte: 12,1 MP, Kamera-Typ: Brückenkamera, Größe des Bildsensors: 1/2.3"". Optischer Zoom: 24x, Digitaler Zoom: 4x, Brennweitenbereich: 4,5 - 108 mm. Fokus-Apassung: Auto/Manuell, Autofokus (AF)-Modi: Kontinuierlicher Autofocus, Gesichtserkennung, Face tracking, Flexible Spot Auto Focus, Einzelbild-A, Normaler Fokusbereich: 0.3 - ∞ / 2.0 - ∞. ISO-Empfindlichkeit: 100, 200, 400, 800, 1600, 3200, 6400, Auto, Belichtungstyp: Zeitautomatik AE, Auto, Manuell, Blendenautomatik AE, Belichtungssteuerung: Programm AE. Längste Verschlusszeit: 1/16000 s, Kürzeste Verschlusszeit: 60 s, Maximale Strecke (außen): Elektronisch, Mechanisch"
"575_panasonic_dmc-gh4-g-vario-hd-14-140mm","1","22766226","16,05 MP","4 x","TTL","1/16000 s","true","Panasonic Lumix DMC-GH4 + G VARIO HD 14-140mm, Auto, Daylight, Halogen, Shade, Portrait, Neutral, Vivid, Battery, MILC, 14 - 140 mm","Panasonic DMC-GH4 + G VARIO HD 14-140mm, Lumix. Megapixel: 16.05 MP, Camera type: MILC, Sensor type: Live MOS. Digital zoom: 4x, Focal length range (f-f): 14 - 140 mm, Minimum focal length (35mm film equiv): 2.8 cm. Auto focusing (AF) modes: Contrast Detection Auto Focus, Face detection, Single Auto Focus, Tracking Auto Focus. ISO sensitivity: 100, 200, 400, 1600, 3200, 6400, 12800, 25600, Light exposure modes: Aperture priority AE, Auto, Manual, Shutter priority AE, Light exposure control: Program AE. Fastest camera shutter speed: 1/16000 s, Slowest camera shutter speed: 60 s","Panasonic Lumix DMC-GH4 + G VARIO HD 14-140mm, Auto, Tageslicht, Halogen, Schatten, Porträt, Neutral, lebendig, Batterie/Akku, Systemkamera, 14 - 140 mm","Panasonic DMC-GH4 + G VARIO HD 14-140mm, Lumix. Kamerabildpunkte: 16,05 MP, Kamera-Typ: Systemkamera, Sensor-Typ: Live MOS. Digitaler Zoom: 4x, Brennweitenbereich: 14 - 140 mm, Minimum Brennweite (35mm film equiv): 2,8 cm. Autofokus (AF)-Modi: Contrast Detection Auto Focus, Gesichtserkennung, Einzelbild-Autofokus, Nachlauf Auto-Fokus. ISO-Empfindlichkeit: 100, 200, 400, 1600, 3200, 6400, 12800, 25600, Belichtungstyp: Zeitautomatik AE, Auto, Manuell, Blendenautomatik AE, Belichtungssteuerung: Programm AE. Längste Verschlusszeit: 1/16000 s, Kürzeste Verschlusszeit: 60 s"
"575_panasonic_dmc-sz10","1","26141878","16 MP","12 x","TTL","1/2000 s","false","Panasonic Lumix DMC-SZ10, Auto, Cloudy, Daylight, Incandescent, Shade, Children, Food, Night portrait, Pet, Portrait, Sunset, Black&White, Sepia, Movie, Single image, Slide show, Thumbnails, Battery, Compact camera","Panasonic DMC-SZ10, Lumix. Megapixel: 16 MP, Camera type: Compact camera, Image sensor size: 1/2.33"". Optical zoom: 12x, Digital zoom: 4x, Focal length range (f-f): 4.3 - 51.6 mm. Auto focusing (AF) modes: Continuous Auto Focus, Normal focusing range: 0.03 - ∞ / 1.5 - ∞. ISO sensitivity: 100, 200, 400, 800, 1600, Light exposure modes: Auto, Light exposure control: Program AE. Fastest camera shutter speed: 1/2000 s, Slowest camera shutter speed: 60 s","Panasonic Lumix DMC-SZ10, Auto, wolkig, Tageslicht, glühend, Schatten, Kinder, Food, Nachtporträt, Pet, Porträt, Sonnenuntergang, Schwarz&Weiss, Sepia, Bild, Einzelbild, Diashow, Thumbnails, Batterie/Akku, Kompaktkamera","Panasonic DMC-SZ10, Lumix. Kamerabildpunkte: 16 MP, Kamera-Typ: Kompaktkamera, Größe des Bildsensors: 1/2.33"". Optischer Zoom: 12x, Digitaler Zoom: 4x, Brennweitenbereich: 4,3 - 51,6 mm. Autofokus (AF)-Modi: Kontinuierlicher Autofocus, Normaler Fokusbereich: 0.03 - ∞ / 1.5 - ∞. ISO-Empfindlichkeit: 100, 200, 400, 800, 1600, Belichtungstyp: Auto, Belichtungssteuerung: Programm AE. Längste Verschlusszeit: 1/2000 s, Kürzeste Verschlusszeit: 60 s"
"575_panasonic_dmc-tz57eg","1","26933260","16 MP","20 x","Auto/Manual","1/2000 s","true","Panasonic Lumix DMC-TZ57EG, Auto, Cloudy, Daylight, Fluorescent L, Manual, Shade, Food, Landscape, Night landscape, Night portrait, Pet, Portrait, Sports, Sunset, Surf, Battery, Compact camera, 1/2.33"", 4.3 - 86 mm","Panasonic DMC-TZ57EG, Lumix. Megapixel: 16 MP, Camera type: Compact camera, Image sensor size: 1/2.33"". Optical zoom: 20x, Digital zoom: 4x, Focal length range (f-f): 4.3 - 86 mm. Focus adjustment: Auto/Manual, Auto focusing (AF) modes: Continuous Auto Focus, Face detection, Spot Auto Focus, Normal focusing range: 0.5 - ∞. ISO sensitivity: 100, 200, 400, 800, 1600, 3200, 6400, Auto, Light exposure modes: Aperture priority AE, Auto, Manual, Shutter priority AE, Light exposure control: Program AE. Fastest camera shutter speed: 1/2000 s, Slowest camera shutter speed: 4 s","Panasonic Lumix DMC-TZ57EG, Auto, wolkig, Tageslicht, Fluoreszierend L, Manuell, Schatten, Food, Landschaft, Nachtlandschaft, Nachtporträt, Pet, Porträt, Sport, Sonnenuntergang, Surf, Batterie/Akku, Kompaktkamera, 1/2.33"", 4,3 - 86 mm","Panasonic DMC-TZ57EG, Lumix. Kamerabildpunkte: 16 MP, Kamera-Typ: Kompaktkamera, Größe des Bildsensors: 1/2.33"". Optischer Zoom: 20x, Digitaler Zoom: 4x, Brennweitenbereich: 4,3 - 86 mm. Fokus-Apassung: Auto/Manuell, Autofokus (AF)-Modi: Kontinuierlicher Autofocus, Gesichtserkennung, Spot Auto Focus, Normaler Fokusbereich: 0.5 - ∞. ISO-Empfindlichkeit: 100, 200, 400, 800, 1600, 3200, 6400, Auto, Belichtungstyp: Zeitautomatik AE, Auto, Manuell, Blendenautomatik AE, Belichtungssteuerung: Programm AE. Längste Verschlusszeit: 1/2000 s, Kürzeste Verschlusszeit: 4 s"
