slug,variant_id,sku,display,storage,waterproof,battery,color,weight,short_description.en_US,long_description.en_US,short_description.de_DE,long_description.de_DE
1893_acer_330,1,29843537,4.5'',8 GB,"Qualcomm Snapdragon 1,1 GHz",4 MP,TRUE,140 g,"Acer Liquid 330, Dual SIM, Android, EDGE, GPRS, HSPA, LTE, Clamshell","Acer 330, Liquid. Display diagonal: 11.4 cm (4.5""), Display resolution: 854 x 480 pixels, Touch technology: Multi-touch. Processor frequency: 1.1 GHz, Processor family: Qualcomm Snapdragon, Processor model: MSM 8909. Internal storage capacity: 8 GB, Internal RAM: 1024 MB, Compatible memory cards: MicroSD (TransFlash). Main camera resolution (numeric): 5 MP, Second camera resolution: 5 MP. SIM card capability: Dual SIM, 2G standards: EDGE, GPRS, 3G standards: HSPA","Acer Liquid 330, Dual SIM, Android, EDGE, GPRS, HSPA, LTE, Klappgehäuse","Acer 330, Liquid. Bildschirmdiagonale: 11,4 cm (4.5""), Bildschirmauflösung: 854 x 480 Pixel, Touch-Technologie: Multi-touch. Prozessor-Taktfrequenz: 1,1 GHz, Prozessorfamilie: Qualcomm Snapdragon, Prozessor: MSM 8909. Interne Speicherkapazität: 8 GB, Internes RAM: 1024 MB, Kompatible Speicherkarten: MicroSD (TransFlash). Hauptkamera-Auflösung: 5 MP, Auflösung zweite Kamera: 5 MP. Sim Card Steckplätze: Dual SIM, 2G-Standards: EDGE, GPRS, 3G-Standards: HSPAAcer Liquid 330 8GB 4G Schwarz Smartphones (HM.HPUEE.001)"
1893_acer_jade-z,1,26175504,5'',8 GB,"MediaTek 1,5 GHz",13 MP,TRUE,110 g,"Acer Liquid Jade Z, Dual SIM, Android, NanoSIM, EDGE, GPRS, GSM, HSPA+, WCDMA, LTE","Acer Jade Z, Liquid. Display diagonal: 12.7 cm (5""), Display resolution: 1280 x 720 pixels, Display type: IPS. Processor frequency: 1.5 GHz, Processor family: MediaTek, Processor model: MT6732. Internal storage capacity: 8 GB, Internal RAM: 1024 MB, Compatible memory cards: MicroSD (TransFlash), MicroSDHC. Main camera resolution (numeric): 13 MP, Flash type: LED, Second camera resolution: 5 MP. SIM card capability: Dual SIM, SIM card type: NanoSIM, 2G standards: EDGE, GPRS, GSM","Acer Liquid Jade Z, Dual SIM, Android, NanoSIM, EDGE, GPRS, GSM, HSPA+, WCDMA, LTE","Acer Jade Z, Liquid. Bildschirmdiagonale: 12,7 cm (5""), Bildschirmauflösung: 1280 x 720 Pixel, Display-Typ: IPS. Prozessor-Taktfrequenz: 1,5 GHz, Prozessorfamilie: MediaTek, Prozessor: MT6732. Interne Speicherkapazität: 8 GB, Internes RAM: 1024 MB, Kompatible Speicherkarten: MicroSD (TransFlash), MicroSDHC. Hauptkamera-Auflösung: 13 MP, Flash-Typ: LED, Auflösung zweite Kamera: 5 MP. Sim Card Steckplätze: Dual SIM, SIM-Kartentyp: NanoSIM, 2G-Standards: EDGE, GPRS, GSM"
1893_acer_jade-z-white,1,26175505,5'',8 GB,"MediaTek 1,5 GHz",13 MP,FALSE,110 g,"Acer Liquid Jade Z White, Dual SIM, Android, NanoSIM, EDGE, GPRS, HSDPA, HSPA+, HSUPA, LTE","Acer Jade Z White, Liquid. Display diagonal: 12.7 cm (5""), Display resolution: 1280 x 720 pixels, Display type: IPS. Processor frequency: 1.5 GHz, Processor family: MediaTek, Processor model: MT6732L. Internal storage capacity: 8 GB, Internal RAM: 1024 MB, Compatible memory cards: MicroSD (TransFlash). Main camera resolution (numeric): 13 MP, Flash type: LED, Second camera resolution: 5 MP. SIM card capability: Dual SIM, SIM card type: NanoSIM, 2G standards: EDGE, GPRS","Acer Liquid Jade Z White, Dual SIM, Android, NanoSIM, EDGE, GPRS, HSDPA, HSPA+, HSUPA, LTE","Acer Jade Z White, Liquid. Bildschirmdiagonale: 12,7 cm (5""), Bildschirmauflösung: 1280 x 720 Pixel, Display-Typ: IPS. Prozessor-Taktfrequenz: 1,5 GHz, Prozessorfamilie: MediaTek, Prozessor: MT6732L. Interne Speicherkapazität: 8 GB, Internes RAM: 1024 MB, Kompatible Speicherkarten: MicroSD (TransFlash). Hauptkamera-Auflösung: 13 MP, Flash-Typ: LED, Auflösung zweite Kamera: 5 MP. Sim Card Steckplätze: Dual SIM, SIM-Kartentyp: NanoSIM, 2G-Standards: EDGE, GPRS"
1893_acer_z530,1,29406183,5'',8 GB,"MediaTek 1,3 GHz",8 MP,TRUE,145 g,"Acer Liquid Z530, Dual SIM, Android, GSM, Android 5.1 Lollipop, Bar, MediaTek","Acer Z530, Liquid. Display diagonal: 12.7 cm (5""), Display resolution: 1280 x 720 pixels. Processor frequency: 1.3 GHz, Processor family: MediaTek, Processor model: MT6735. Internal storage capacity: 8 GB, Internal RAM: 1024 MB, Compatible memory cards: MicroSD (TransFlash). Main camera resolution (numeric): 8 MP, Second camera resolution: 8 MP. SIM card capability: Dual SIM, 2G standards: GSM, Bluetooth version: 4.0","Acer Liquid Z530, Dual SIM, Android, GSM, Android 5.1 Lollipop, Balken, MediaTek","Acer Z530, Liquid. Bildschirmdiagonale: 12,7 cm (5""), Bildschirmauflösung: 1280 x 720 Pixel. Prozessor-Taktfrequenz: 1,3 GHz, Prozessorfamilie: MediaTek, Prozessor: MT6735. Interne Speicherkapazität: 8 GB, Internes RAM: 1024 MB, Kompatible Speicherkarten: MicroSD (TransFlash). Hauptkamera-Auflösung: 8 MP, Auflösung zweite Kamera: 8 MP. Sim Card Steckplätze: Dual SIM, 2G-Standards: GSM, Bluetooth-Version: 4.0"
1893_acer_z630,1,29406182,5.5'',16 GB,"MediaTek 1,3 GHz",8 MP,FALSE,165 g,"Acer Liquid Z630, Dual SIM, Android, MicroSIM, EDGE, GPRS, GSM, HSPA+, LTE","Acer Z630, Liquid. Display diagonal: 14 cm (5.5""), Display resolution: 720 x 1280 pixels, Display type: IPS. Processor frequency: 1.3 GHz, Processor family: MediaTek, Processor model: MT6735. Internal storage capacity: 16 GB, Internal RAM: 2048 MB, Compatible memory cards: MicroSD (TransFlash). Main camera resolution (numeric): 8 MP, Flash type: LED, Second camera resolution: 8 MP. SIM card capability: Dual SIM, SIM card type: MicroSIM, 2G standards: EDGE, GPRS, GSM","Acer Liquid Z630, Dual SIM, Android, MicroSIM, EDGE, GPRS, GSM, HSPA+, LTE","Acer Z630, Liquid. Bildschirmdiagonale: 14 cm (5.5""), Bildschirmauflösung: 720 x 1280 Pixel, Display-Typ: IPS. Prozessor-Taktfrequenz: 1,3 GHz, Prozessorfamilie: MediaTek, Prozessor: MT6735. Interne Speicherkapazität: 16 GB, Internes RAM: 2048 MB, Kompatible Speicherkarten: MicroSD (TransFlash). Hauptkamera-Auflösung: 8 MP, Flash-Typ: LED, Auflösung zweite Kamera: 8 MP. Sim Card Steckplätze: Dual SIM, SIM-Kartentyp: MicroSIM, 2G-Standards: EDGE, GPRS, GSM"
1893_acer_z630,2,29406184,5.5'',16 GB,"MediaTek 1,3 GHz",8 MP,TRUE,165 g,"Acer Liquid Z630, Dual SIM, Android, MicroSIM, GSM, HSPA, LTE","Acer Z630, Liquid. Display diagonal: 14 cm (5.5""), Display resolution: 720 x 1280 pixels, Display type: IPS. Processor frequency: 1.3 GHz, Processor family: MediaTek, Processor model: MT6735. Internal storage capacity: 16 GB, Internal RAM: 2048 MB, Compatible memory cards: MicroSD (TransFlash). Main camera resolution (numeric): 8 MP, Flash type: LED, Second camera resolution: 8 MP. SIM card capability: Dual SIM, SIM card type: MicroSIM, 2G standards: GSM","Acer Liquid Z630, Dual SIM, Android, MicroSIM, GSM, HSPA, LTE","Acer Z630, Liquid. Bildschirmdiagonale: 14 cm (5.5""), Bildschirmauflösung: 720 x 1280 Pixel, Display-Typ: IPS. Prozessor-Taktfrequenz: 1,3 GHz, Prozessorfamilie: MediaTek, Prozessor: MT6735. Interne Speicherkapazität: 16 GB, Internes RAM: 2048 MB, Kompatible Speicherkarten: MicroSD (TransFlash). Hauptkamera-Auflösung: 8 MP, Flash-Typ: LED, Auflösung zweite Kamera: 8 MP. Sim Card Steckplätze: Dual SIM, SIM-Kartentyp: MicroSIM, 2G-Standards: GSM"
1893_acer_z630s,1,30620196,5.5'',32 GB,"MediaTek 1,3 GHz",8 MP,TRUE,165 g,"Acer Liquid Z630S, Dual SIM, Android, MicroSIM, EDGE, GPRS, GSM, HSPA+, WCDMA, LTE","Acer Z630S, Liquid. Display diagonal: 14 cm (5.5""), Display resolution: 1280 x 720 pixels, Display type: IPS. Processor frequency: 1.3 GHz, Processor family: MediaTek, Processor model: MT6735. Internal storage capacity: 32 GB, Internal RAM: 3072 MB, Compatible memory cards: MicroSD (TransFlash). Main camera resolution (numeric): 8 MP, Flash type: LED, Second camera resolution: 8 MP. SIM card capability: Dual SIM, SIM card type: MicroSIM, 2G standards: EDGE, GPRS, GSM","Acer Liquid Z630S, Dual SIM, Android, MicroSIM, EDGE, GPRS, GSM, HSPA+, WCDMA, LTE","Acer Z630S, Liquid. Bildschirmdiagonale: 14 cm (5.5""), Bildschirmauflösung: 1280 x 720 Pixel, Display-Typ: IPS. Prozessor-Taktfrequenz: 1,3 GHz, Prozessorfamilie: MediaTek, Prozessor: MT6735. Interne Speicherkapazität: 32 GB, Internes RAM: 3072 MB, Kompatible Speicherkarten: MicroSD (TransFlash). Hauptkamera-Auflösung: 8 MP, Flash-Typ: LED, Auflösung zweite Kamera: 8 MP. Sim Card Steckplätze: Dual SIM, SIM-Kartentyp: MicroSIM, 2G-Standards: EDGE, GPRS, GSM"
1893_samsung_3,1,26552089,4.5'',8 GB,"MediaTek 1,2 GHz",5 MP,TRUE,154 g,"Samsung Galaxy 3, Android, MicroSIM, EDGE, GPRS, GSM, HSPA+, UMTS, WCDMA, LTE, Micro-USB","Samsung 3, Galaxy. Display diagonal: 11.4 cm (4.5""), Display resolution: 480 x 800 pixels, Display type: TFT. Processor frequency: 1.2 GHz. Internal RAM: 1536 MB, Internal storage capacity: 8 GB, Compatible memory cards: MicroSD (TransFlash). Main camera resolution (numeric): 5 MP, Video recording modes: 1080p, Maximum frame rate: 30 fps. SIM card type: MicroSIM, 2G standards: EDGE, GPRS, GSM, 3G standards: HSPA+, UMTS, WCDMA","Samsung Galaxy 3, Android, MicroSIM, EDGE, GPRS, GSM, HSPA+, UMTS, WCDMA, LTE, Micro-USB","Samsung 3, Galaxy. Bildschirmdiagonale: 11,4 cm (4.5""), Bildschirmauflösung: 480 x 800 Pixel, Display-Typ: TFT. Prozessor-Taktfrequenz: 1,2 GHz. Internes RAM: 1536 MB, Interne Speicherkapazität: 8 GB, Kompatible Speicherkarten: MicroSD (TransFlash). Hauptkamera-Auflösung: 5 MP, Videoaufnahme-Modi: 1080p, Maximale Bildfrequenz: 30 fps. SIM-Kartentyp: MicroSIM, 2G-Standards: EDGE, GPRS, GSM, 3G-Standards: HSPA+, UMTS, WCDMA"
1893_samsung_gt-i9060,1,25923236,5'',8 GB,"Qualcomm Snapdragon 1,2 GHz",5 MP,FALSE,160 g,"Samsung GT-I9060 Galaxy, 12.7 cm (5""), 480 x 800 pixels, TFT, 1.2 GHz, 1024 MB, 8 GB","Samsung GT-I9060, Galaxy. Display diagonal: 12.7 cm (5""), Display resolution: 480 x 800 pixels, Display type: TFT. Processor frequency: 1.2 GHz. Internal RAM: 1024 MB, Internal storage capacity: 8 GB, Compatible memory cards: MicroSD (TransFlash). Main camera resolution (numeric): 5 MP, Second camera resolution: 2 MP. SIM card capability: Single SIM, 2G standards: GSM, 3G standards: HSPA+, UMTS","Samsung GT-I9060 Galaxy, 12,7 cm (5""), 480 x 800 Pixel, TFT, 1,2 GHz, 1024 MB, 8 GB","Samsung GT-I9060, Galaxy. Bildschirmdiagonale: 12,7 cm (5""), Bildschirmauflösung: 480 x 800 Pixel, Display-Typ: TFT. Prozessor Taktfrequenz: 1,2 GHz. Internes RAM: 1024 MB, Interne Speicherkapazität: 8 GB, Kompatible Speicherkarten: MicroSD (TransFlash). Hauptkamera-Auflösung: 5 MP, Auflösung zweite Kamera: 2 MP. Sim Card Steckplätze: Single SIM, 2G Standard: GSM, 3G Standard: HSPA+, UMTS"
1893_samsung_gt-s7390,1,21736789,4'',4 GB,MediaTek 1 GHz,3 MP,FALSE,126 g,"Samsung GT-S7390 Galaxy, 10.16 cm (4""), 480 x 800 pixels, TFT, 1 GHz, 512 MB, 4 GB","Samsung GT-S7390, Galaxy. Display diagonal: 10.16 cm (4""), Display resolution: 480 x 800 pixels, Display type: TFT. Processor frequency: 1 GHz. Internal RAM: 512 MB, Internal storage capacity: 4 GB, Compatible memory cards: MicroSD (TransFlash). Main camera resolution (numeric): 3 MP, Maximum frame rate: 30 fps, Video capture resolution (max): 1280 x 720 pixels. SIM card capability: Single SIM, 2G standards: GSM, 3G standards: UMTS","Samsung GT-S7390 Galaxy, 10,16 cm (4""), 480 x 800 Pixel, TFT, 1 GHz, 512 MB, 4 GB","Samsung GT-S7390, Galaxy. Bildschirmdiagonale: 10,16 cm (4""), Bildschirmauflösung: 480 x 800 Pixel, Display-Typ: TFT. Prozessor Taktfrequenz: 1 GHz. Internes RAM: 512 MB, Interne Speicherkapazität: 4 GB, Kompatible Speicherkarten: MicroSD (TransFlash). Hauptkamera-Auflösung: 3 MP, Maximale Bildfrequenz: 30 fps, Video-Capture Auflösung: 1280 x 720 Pixel. Sim Card Steckplätze: Single SIM, 2G Standard: GSM, 3G Standard: UMTS"
1893_samsung_sm-g110h,1,24751053,3.3'',512 MB,MediaTek 1 GHz,2 MP,FALSE,107 g,"Samsung SM-G110H Galaxy, 8.38 cm (3.3""), 240 x 320 pixels, TFT, 1 GHz, 512 MB, MicroSD (TransFlash)","Samsung SM-G110H, Galaxy. Display diagonal: 8.38 cm (3.3""), Display resolution: 240 x 320 pixels, Display type: TFT. Processor frequency: 1 GHz. Internal RAM: 512 MB, Compatible memory cards: MicroSD (TransFlash), Maximum memory card size: 32 GB. Main camera resolution (numeric): 2 MP, Sensor type: CMOS. SIM card capability: Single SIM, 2G standards: GSM, 3G standards: WCDMA","Samsung SM-G110H Galaxy, 8,38 cm (3.3""), 240 x 320 Pixel, TFT, 1 GHz, 512 MB, MicroSD (TransFlash)","Samsung SM-G110H, Galaxy. Bildschirmdiagonale: 8,38 cm (3.3""), Bildschirmauflösung: 240 x 320 Pixel, Display-Typ: TFT. Prozessor Taktfrequenz: 1 GHz. Internes RAM: 512 MB, Kompatible Speicherkarten: MicroSD (TransFlash), Max. Speicherkartengröße: 32 GB. Hauptkamera-Auflösung: 2 MP, CCD-Bildsensor: CMOS. Sim Card Steckplätze: Single SIM, 2G Standard: GSM, 3G Standard: WCDMA"
1893_samsung_sm-g355h,1,23339155,4.5'',4 GB,"Qualcomm Snapdragon 1,2 GHz",5 MP,TRUE,139 g,"Samsung SM-G355H Galaxy, 11.43 cm (4.5""), 800 x 480 pixels, TFT, 1.2 GHz, 768 MB, 4 GB","Samsung SM-G355H, Galaxy. Display diagonal: 11.43 cm (4.5""), Display resolution: 800 x 480 pixels, Display type: TFT. Processor frequency: 1.2 GHz. Internal RAM: 768 MB, Internal storage capacity: 4 GB, Compatible memory cards: MicroSD (TransFlash), MicroSDHC, MicroSDXC. Main camera resolution (numeric): 5 MP, Video recording modes: 480p, Maximum frame rate: 30 fps. SIM card capability: Single SIM, SIM card type: MicroSIM, 2G standards: GSM","Samsung SM-G355H Galaxy, 11,43 cm (4.5""), 800 x 480 Pixel, TFT, 1,2 GHz, 768 MB, 4 GB","Samsung SM-G355H, Galaxy. Bildschirmdiagonale: 11,43 cm (4.5""), Bildschirmauflösung: 800 x 480 Pixel, Display-Typ: TFT. Prozessor Taktfrequenz: 1,2 GHz. Internes RAM: 768 MB, Interne Speicherkapazität: 4 GB, Kompatible Speicherkarten: MicroSD (TransFlash), MicroSDHC, MicroSDXC. Hauptkamera-Auflösung: 5 MP, Videoaufnahme-Modi: 480p, Maximale Bildfrequenz: 30 fps. Sim Card Steckplätze: Single SIM, SIM-Kartentyp: MicroSIM, 2G Standard: GSM"
1893_samsung_sm-g920f,1,26346564,5.1'',32 GB,"MediaTek 2,1 GHz",16 MP,TRUE,138 g,"Samsung Galaxy SM-G920F, Single SIM, Android, NanoSIM, GSM, HSPA, LTE","Samsung SM-G920F, Galaxy. Display diagonal: 12.9 cm (5.1""), Display resolution: 2560 x 1440 pixels, Display type: SAMOLED. Processor frequency: 2.1 GHz, Coprocessor frequency: 1.5 GHz. Internal storage capacity: 32 GB, Internal RAM: 3072 MB. Main camera resolution (numeric): 16 MP, Video recording modes: 1080p, 2160p, Maximum frame rate: 30 fps. SIM card capability: Single SIM, SIM card type: NanoSIM, 2G standards: GSM","Samsung Galaxy SM-G920F, Single SIM, Android, NanoSIM, GSM, HSPA, LTE","Samsung SM-G920F, Galaxy. Bildschirmdiagonale: 12,9 cm (5.1""), Bildschirmauflösung: 2560 x 1440 Pixel, Display-Typ: SAMOLED. Prozessor-Taktfrequenz: 2,1 GHz, Co-Prozessor-Taktfrequenz: 1,5 GHz. Interne Speicherkapazität: 32 GB, Internes RAM: 3072 MB. Hauptkamera-Auflösung: 16 MP, Videoaufnahme-Modi: 1080p, 2160p, Maximale Bildfrequenz: 30 fps. Sim Card Steckplätze: Single SIM, SIM-Kartentyp: NanoSIM, 2G-Standards: GSM"
1893_samsung_sm-g920f,2,26408542,5.1'',32 GB,"MediaTek 2,1 GHz",16 MP,TRUE,153 g,"Samsung Galaxy SM-G928F, Single SIM, Android, NanoSIM, GSM, UMTS, LTE","Samsung SM-G928F, Galaxy. Display diagonal: 14.5 cm (5.7""), Display resolution: 2560 x 1440 pixels, Display type: SAMOLED. Processor frequency: 2.1 GHz, Coprocessor frequency: 1.5 GHz. Internal storage capacity: 32 GB, Internal RAM: 4096 MB, Internal RAM type: LPDDR4. Main camera resolution (numeric): 16 MP, ISO sensitivity: Auto, White balance: Auto. SIM card capability: Single SIM, SIM card type: NanoSIM, 2G standards: GSM","Samsung Galaxy SM-G928F, Single SIM, Android, NanoSIM, GSM, UMTS, LTE","Samsung SM-G928F, Galaxy. Bildschirmdiagonale: 14,5 cm (5.7""), Bildschirmauflösung: 2560 x 1440 Pixel, Display-Typ: SAMOLED. Prozessor-Taktfrequenz: 2,1 GHz, Co-Prozessor-Taktfrequenz: 1,5 GHz. Interne Speicherkapazität: 32 GB, Internes RAM: 4096 MB, Interner RAM-Typ: LPDDR4. Hauptkamera-Auflösung: 16 MP, ISO-Empfindlichkeit: Auto, Weißabgleich: Auto. Sim Card Steckplätze: Single SIM, SIM-Kartentyp: NanoSIM, 2G-Standards: GSM"
1893_samsung_sm-g925f,1,26408559,5.1'',32 GB,"MediaTek 2,1 GHz",16 MP,TRUE,132 g,"Samsung Galaxy SM-G925F, Single SIM, Android, NanoSIM, GSM, HSPA, LTE","Samsung SM-G925F, Galaxy. Display diagonal: 12.9 cm (5.1""), Display resolution: 2560 x 1440 pixels, Display type: SAMOLED. Processor frequency: 2.1 GHz, Coprocessor frequency: 1.5 GHz. Internal storage capacity: 32 GB, Internal RAM: 3072 MB. Main camera resolution (numeric): 16 MP, Video recording modes: 1080p, 2160p, Maximum frame rate: 30 fps. SIM card capability: Single SIM, SIM card type: NanoSIM, 2G standards: GSM","Samsung Galaxy SM-G925F, Single SIM, Android, NanoSIM, GSM, HSPA, LTE","Samsung SM-G925F, Galaxy. Bildschirmdiagonale: 12,9 cm (5.1""), Bildschirmauflösung: 2560 x 1440 Pixel, Display-Typ: SAMOLED. Prozessor-Taktfrequenz: 2,1 GHz, Co-Prozessor-Taktfrequenz: 1,5 GHz. Interne Speicherkapazität: 32 GB, Internes RAM: 3072 MB. Hauptkamera-Auflösung: 16 MP, Videoaufnahme-Modi: 1080p, 2160p, Maximale Bildfrequenz: 30 fps. Sim Card Steckplätze: Single SIM, SIM-Kartentyp: NanoSIM, 2G-Standards: GSM"
1893_samsung_sm-g928f,1,29544908,5.7'',32 GB,"MediaTek 2,1 GHz",16 MP,TRUE,153 g,"Samsung Galaxy SM-G928F, Single SIM, Android, NanoSIM, GSM, UMTS, LTE","Samsung SM-G928F, Galaxy. Display diagonal: 14.5 cm (5.7""), Display resolution: 2560 x 1440 pixels, Display type: SAMOLED. Processor frequency: 2.1 GHz, Coprocessor frequency: 1.5 GHz. Internal storage capacity: 32 GB, Internal RAM: 4096 MB, Internal RAM type: LPDDR4. Main camera resolution (numeric): 16 MP, ISO sensitivity: Auto, White balance: Auto. SIM card capability: Single SIM, SIM card type: NanoSIM, 2G standards: GSM","Samsung Galaxy SM-G928F, Single SIM, Android, NanoSIM, GSM, UMTS, LTE","Samsung SM-G928F, Galaxy. Bildschirmdiagonale: 14,5 cm (5.7""), Bildschirmauflösung: 2560 x 1440 Pixel, Display-Typ: SAMOLED. Prozessor-Taktfrequenz: 2,1 GHz, Co-Prozessor-Taktfrequenz: 1,5 GHz. Interne Speicherkapazität: 32 GB, Internes RAM: 4096 MB, Interner RAM-Typ: LPDDR4. Hauptkamera-Auflösung: 16 MP, ISO-Empfindlichkeit: Auto, Weißabgleich: Auto. Sim Card Steckplätze: Single SIM, SIM-Kartentyp: NanoSIM, 2G-Standards: GSM"
1893_samsung_sm-n910f,1,24675870,5.7'',32 GB,"Qualcomm Snapdragon 2,7 GHz",16 MP,TRUE,176 g,"Samsung SM-N910F Galaxy, 14.48 cm (5.7""), 2560 x 1440 pixels, SAMOLED, 2.7 GHz, 3072 MB, 32 GB","Samsung SM-N910F, Galaxy. Display diagonal: 14.48 cm (5.7""), Display resolution: 2560 x 1440 pixels, Display type: SAMOLED. Processor frequency: 2.7 GHz. Internal RAM: 3072 MB, Internal storage capacity: 32 GB, Compatible memory cards: MicroSD (TransFlash). Main camera resolution (numeric): 16 MP, Video recording modes: 1080p, 2160p, 720p, Maximum frame rate: 60 fps. SIM card capability: Single SIM, SIM card type: MicroSIM, 2G standards: EDGE, GPRS, GSM","Samsung SM-N910F Galaxy, 14,48 cm (5.7""), 2560 x 1440 Pixel, SAMOLED, 2,7 GHz, 3072 MB, 32 GB","Samsung SM-N910F, Galaxy. Bildschirmdiagonale: 14,48 cm (5.7""), Bildschirmauflösung: 2560 x 1440 Pixel, Display-Typ: SAMOLED. Prozessor Taktfrequenz: 2,7 GHz. Internes RAM: 3072 MB, Interne Speicherkapazität: 32 GB, Kompatible Speicherkarten: MicroSD (TransFlash). Hauptkamera-Auflösung: 16 MP, Videoaufnahme-Modi: 1080p, 2160p, 720p, Maximale Bildfrequenz: 60 fps. Sim Card Steckplätze: Single SIM, SIM-Kartentyp: MicroSIM, 2G Standard: EDGE, GPRS, GSM"
1893_sony_c5-ultra,1,29847624,6'',16 GB,"MediaTek 1,7 GHz",13 MP,TRUE,187 g,"Sony Xperia C5 Ultra, Android, NanoSIM, EDGE, GSM, GPRS, HSDPA, HSPA+, HSUPA, LTE, Micro-USB","Sony C5 Ultra, Xperia. Display diagonal: 15.2 cm (6""), Display resolution: 1920 x 1080 pixels, Display number of colours: 16.0 M. Processor frequency: 1.7 GHz, Processor family: MediaTek, Processor model: MT6752. Internal storage capacity: 16 GB, Internal RAM: 2048 MB, Internal RAM type: DDR3. Main camera resolution (numeric): 13 MP, Digital zoom: 4x, White balance: Auto. SIM card type: NanoSIM, 2G standards: EDGE, GSM, GPRS, 3G standards: HSDPA, HSPA+, HSUPA","Sony Xperia C5 Ultra, Android, NanoSIM, EDGE, GSM, GPRS, HSDPA, HSPA+, HSUPA, LTE, Micro-USB","Sony C5 Ultra, Xperia. Bildschirmdiagonale: 15,2 cm (6""), Bildschirmauflösung: 1920 x 1080 Pixel, Anzahl der Bildschirmfarben: 16.0 M. Prozessor-Taktfrequenz: 1,7 GHz, Prozessorfamilie: MediaTek, Prozessor: MT6752. Interne Speicherkapazität: 16 GB, Internes RAM: 2048 MB, Interner RAM-Typ: DDR3. Hauptkamera-Auflösung: 13 MP, Digitaler Zoom: 4x, Weißabgleich: Auto. SIM-Kartentyp: NanoSIM, 2G-Standards: EDGE, GSM, GPRS, 3G-Standards: HSDPA, HSPA+, HSUPA"
